testAnger,thisN,thisTrialN,thisRepN,lureCold,lureSleep,final_test,corrAns,key_resp_test.keys,key_resp_test.corr,key_resp_test.rt,key_resp_test.duration,trialsAnger.thisRepN,trialsAnger.thisTrialN,trialsAnger.thisN,trialsAnger.thisIndex,trialsCold.thisRepN,trialsCold.thisTrialN,trialsCold.thisN,trialsCold.thisIndex,trialsSleep.thisRepN,trialsSleep.thisTrialN,trialsSleep.thisN,trialsSleep.thisIndex,trialsTest.thisRepN,trialsTest.thisTrialN,trialsTest.thisN,trialsTest.thisIndex,thisRow.t,notes,welcome.started,text_welcome.started,text_welcome.stopped,welcome.stopped,instr.started,text_instr.started,key_resp_instr1.started,instr.stopped,key_resp_instr1.keys,key_resp_instr1.rt,key_resp_instr1.duration,lureAnger.started,textAnger.started,lureAnger.stopped,blank.started,textBlank.started,blank.stopped,lureCold_2.started,textCold.started,lureCold_2.stopped,lureSleep_2.started,textSleep.started,lureSleep_2.stopped,instr2.started,text_instr2.started,key_resp_instr2.started,instr2.stopped,key_resp_instr2.keys,key_resp_instr2.rt,key_resp_instr2.duration,math.started,textMath.started,key_resp_math.started,math.stopped,key_resp_math.keys,key_resp_math.rt,key_resp_math.duration,instr3.started,text_instr3.started,key_resp_instr3.started,instr3.stopped,key_resp_instr3.keys,key_resp_instr3.rt,key_resp_instr3.duration,test.started,textTest.started,key_resp_test.started,test.stopped,trialsTest.key_resp_test.keys,trialsTest.key_resp_test.corr,trialsTest.key_resp_test.rt,trialsTest.key_resp_test.duration,textBlank.stopped,thanks.started,textThanks.started,key_resp_exit.started,thanks.stopped,key_resp_exit.keys,key_resp_exit.rt,key_resp_exit.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,5,5,0,,rest,,,,,,,,,,,,,,,0,5,5,1,,,,,44.90867330000037,,,,,,,,,,,,,,,,45.89229519997025,45.908463899977505,46.392284300003666,,,,44.895456600002944,44.90867330000037,45.892232699960005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,001,2025-11-19_16h00.14.191,solo_project_drm,,2025.1.1,59.97458277377605,2025-11-19 16h00.27.881503 +0530,
,6,6,0,,bed,,,,,,,,,,,,,,,0,6,6,0,,,,,46.408787699998356,,,,,,,,,,,,,,,,47.39259820000734,47.40849999996135,47.89235300000291,,,,46.396670899994206,46.408787699998356,47.39252519997535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,001,2025-11-19_16h00.14.191,solo_project_drm,,2025.1.1,59.97458277377605,2025-11-19 16h00.27.881503 +0530,
,7,7,0,,awake,,,,,,,,,,,,,,,0,7,7,2,,,,,47.9085211000056,,,,,,,,,,,,,,,,48.89243120001629,48.908628100005444,49.39183179999236,,,,47.896997799980454,47.9085211000056,48.89235300000291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,001,2025-11-19_16h00.14.191,solo_project_drm,,2025.1.1,59.97458277377605,2025-11-19 16h00.27.881503 +0530,
,8,8,0,,snore,,,,,,,,,,,,,,,0,8,8,5,,,,,49.40819039999042,,,,,,,,,,,,,,,,50.39148990000831,50.40796350000892,50.89146579999942,,,,49.39504550001584,49.40819039999042,50.39146079996135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,001,2025-11-19_16h00.14.191,solo_project_drm,,2025.1.1,59.97458277377605,2025-11-19 16h00.27.881503 +0530,
,9,9,0,,yawn,,,,,,,,,,,,,,,0,9,9,9,,,,,50.907924800005276,,,,,,,,,,,,,,,,51.89252629998373,51.90834610001184,52.39249060000293,,,,50.89367439999478,50.907924800005276,51.89244999998482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,001,2025-11-19_16h00.14.191,solo_project_drm,,2025.1.1,59.97458277377605,2025-11-19 16h00.27.881503 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.3930798000074,52.40870229998836,52.40870229998836,55.14193189999787,space,2.730481500038877,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,001,2025-11-19_16h00.14.191,solo_project_drm,,2025.1.1,59.97458277377605,2025-11-19 16h00.27.881503 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.14198859996395,55.15805119997822,55.15805119997822,58.67594089999329,3,3.5037968999822624,None,,,,,,,,,,,,,,,,,,,,,,,,2,001,2025-11-19_16h00.14.191,solo_project_drm,,2025.1.1,59.97458277377605,2025-11-19 16h00.27.881503 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.67604220000794,58.6925867999671,58.6925867999671,76.67540249996819,space,17.966462299984414,None,,,,,,,,,,,,,,,,,2,001,2025-11-19_16h00.14.191,solo_project_drm,,2025.1.1,59.97458277377605,2025-11-19 16h00.27.881503 +0530,
,0,0,0,,,bed,y,n,0,10.530133000051137,None,,,,,,,,,,,,,0,0,0,5,76.69166790001327,,,,,,,,,,,,,,,,87.22557750000851,87.24125359999016,87.72475260001374,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.68802820000565,76.69166790001327,76.69166790001327,87.22543459996814,n,0,10.530133000051137,None,87.74131650000345,,,,,,,,2,001,2025-11-19_16h00.14.191,solo_project_drm,,2025.1.1,59.97458277377605,2025-11-19 16h00.27.881503 +0530,
,1,1,0,,,mad,y,y,1,1.1373156000045128,None,,,,,,,,,,,,,0,1,1,3,87.74131650000345,,,,,,,,,,,,,,,,88.89214830001583,88.90789119998226,89.39151970000239,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.72743480000645,87.74131650000345,87.74131650000345,88.89200679998612,y,1,1.1373156000045128,None,89.40805829997407,,,,,,,,2,001,2025-11-19_16h00.14.191,solo_project_drm,,2025.1.1,59.97458277377605,2025-11-19 16h00.27.881503 +0530,
,2,2,0,,,guitar,n,n,1,0.7028926000348292,None,,,,,,,,,,,,,0,2,2,8,89.40805829997407,,,,,,,,,,,,,,,,90.12539209995884,90.14117459999397,90.62501740001608,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.3941587000154,89.40805829997407,89.40805829997407,90.12529549997998,n,1,0.7028926000348292,None,90.64142649999121,,,,,,,,2,001,2025-11-19_16h00.14.191,solo_project_drm,,2025.1.1,59.97458277377605,2025-11-19 16h00.27.881503 +0530,
,3,3,0,,,ocean,n,n,1,1.5879398999968544,None,,,,,,,,,,,,,0,3,3,9,90.64142649999121,,,,,,,,,,,,,,,,92.24161440000171,92.25779479998164,92.7417416999815,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.6295095999958,90.64142649999121,90.64142649999121,92.24152159999358,n,1,1.5879398999968544,None,92.75812099996256,,,,,,,,2,001,2025-11-19_16h00.14.191,solo_project_drm,,2025.1.1,59.97458277377605,2025-11-19 16h00.27.881503 +0530,
,4,4,0,,,snow,y,n,0,3.9322426000144333,None,,,,,,,,,,,,,0,4,4,4,92.75812099996256,,,,,,,,,,,,,,,,96.69172770000296,96.7074985000072,97.19133599998895,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.74502759997267,92.75812099996256,92.75812099996256,96.69164669996826,n,0,3.9322426000144333,None,97.20770119997906,,,,,,,,2,001,2025-11-19_16h00.14.191,solo_project_drm,,2025.1.1,59.97458277377605,2025-11-19 16h00.27.881503 +0530,
,5,5,0,,,anger,n,n,1,1.6595507999882102,None,,,,,,,,,,,,,0,5,5,0,97.20770119997906,,,,,,,,,,,,,,,,98.87469630001578,98.89097929996205,99.37448559998302,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.19483689998742,97.20770119997906,97.20770119997906,98.8746194000123,n,1,1.6595507999882102,None,99.39103729999624,,,,,,,,2,001,2025-11-19_16h00.14.191,solo_project_drm,,2025.1.1,59.97458277377605,2025-11-19 16h00.27.881503 +0530,
,6,6,0,,,cold,n,y,0,0.8764867000281811,None,,,,,,,,,,,,,0,6,6,1,99.39103729999624,,,,,,,,,,,,,,,,100.27482359996065,100.29081109998515,100.7744573999662,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.37671400001273,99.39103729999624,99.39103729999624,100.27473050000845,y,0,0.8764867000281811,None,100.79084219998913,,,,,,,,2,001,2025-11-19_16h00.14.191,solo_project_drm,,2025.1.1,59.97458277377605,2025-11-19 16h00.27.881503 +0530,
,7,7,0,,,sleep,n,y,0,0.9907575999968685,None,,,,,,,,,,,,,0,7,7,2,100.79084219998913,,,,,,,,,,,,,,,,101.79206269996939,101.80794139998034,102.29190989997005,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.7774536999641,100.79084219998913,100.79084219998913,101.7919147000066,y,0,0.9907575999968685,None,102.3078600000008,,,,,,,,2,001,2025-11-19_16h00.14.191,solo_project_drm,,2025.1.1,59.97458277377605,2025-11-19 16h00.27.881503 +0530,
,8,8,0,,,dream,y,y,1,0.5580013999715447,None,,,,,,,,,,,,,0,8,8,6,102.3078600000008,,,,,,,,,,,,,,,,102.87554209999507,102.89105069998186,103.37509350001346,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.29654710000614,102.3078600000008,102.3078600000008,102.87540399999125,y,1,0.5580013999715447,None,103.39139629999408,,,,,,,,2,001,2025-11-19_16h00.14.191,solo_project_drm,,2025.1.1,59.97458277377605,2025-11-19 16h00.27.881503 +0530,
,9,9,0,,,apple,n,n,1,0.8010068000294268,None,,,,,,,,,,,,,0,9,9,7,103.39139629999408,,,,,,,,,,,,,,,,104.20837199996458,104.22458849998657,104.70816769998055,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.38000939995982,103.39139629999408,103.39139629999408,104.20826009998564,n,1,0.8010068000294268,None,104.72472299996298,,,,,,,,2,001,2025-11-19_16h00.14.191,solo_project_drm,,2025.1.1,59.97458277377605,2025-11-19 16h00.27.881503 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.70833439996932,104.72472299996298,104.72472299996298,106.67473669996252,space,1.938956399972085,None,2,001,2025-11-19_16h00.14.191,solo_project_drm,,2025.1.1,59.97458277377605,2025-11-19 16h00.27.881503 +0530,
