33.6385 	INFO 	Loaded monitor calibration from ['2025_08_21 09:54']
33.6536 	WARNING 	User requested fullscreen with size [1280  800], but screen is actually [1920, 1200]. Using actual size
34.0667 	INFO 	Using renderer 'Intel(R) UHD Graphics' for graphics
34.0667 	INFO 	OpenGL version supported by driver is 4..
34.1170 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=True, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001F9117D9930>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001F9117D98D0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=True, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001F91188B190>, multiSample=False, name='window1', numSamples=2, pos=[np.float64(0.0), np.float64(0.0)], screen=0, size=array([1920, 1200]), stencilBits=8, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
34.1172 	EXP 	window1: backgroundImage = ''
34.1172 	EXP 	window1: backgroundFit = 'none'
34.8394 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
34.8394 	EXP 	window1: recordFrameIntervals = False
34.9881 	EXP 	window1: recordFrameIntervals = True
35.1712 	EXP 	Screen (0) actual frame rate measured at 60.23Hz
35.1712 	EXP 	window1: recordFrameIntervals = False
35.3061 	INFO 	keyboard.Keyboard is using ptb backend.
35.3062 	EXP 	word_priming_exp: status = STARTED
