study_word,thisN,thisTrialN,thisRepN,Studyslider.response,Studyslider.rt,test,Reference,old_new,textbox.text,test_mouse.x,test_mouse.y,test_mouse.leftButton,test_mouse.midButton,test_mouse.rightButton,test_mouse.time,test_mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,StudyText.started,Studyslider.started,trial.stopped,trials.Studyslider.response,trials.Studyslider.rt,test_2.started,Test_Text.started,textbox.started,submit_text.started,test_mouse.started,test_2.stopped,trials_2.textbox.text,trials_2.test_mouse.x,trials_2.test_mouse.y,trials_2.test_mouse.leftButton,trials_2.test_mouse.midButton,trials_2.test_mouse.rightButton,trials_2.test_mouse.time,trials_2.test_mouse.clicked_name,Test_Text.stopped,textbox.stopped,submit_text.stopped,test_mouse.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
t-shirt,10,10,0,1.0266666666666666,0.5593879999942146,,,,,,,,,,,,0,10,10,7,,,,,8.983107699998072,,8.9742847999878,8.983107699998072,8.983107699998072,9.551182099996367,1.0266666666666666,0.5593879999942146,,,,,,,,,,,,,,,,,,,p3,001,2025-10-16_22h39.16.555,word_priming_exp,,2025.1.1,60.094817602869206,2025-10-16 22h39.22.689896 +0530,
phone,11,11,0,1.0266666666666666,0.56131770000502,,,,,,,,,,,,0,11,11,2,,,,,9.565256799993222,,9.557401399986702,9.565256799993222,9.565256799993222,10.133387999987463,1.0266666666666666,0.56131770000502,,,,,,,,,,,,,,,,,,,p3,001,2025-10-16_22h39.16.555,word_priming_exp,,2025.1.1,60.094817602869206,2025-10-16 22h39.22.689896 +0530,
cushion,12,12,0,1.0266666666666666,0.594619600000442,,,,,,,,,,,,0,12,12,1,,,,,10.14896829999634,,10.139148699992802,10.14896829999634,10.14896829999634,10.750202899987926,1.0266666666666666,0.594619600000442,,,,,,,,,,,,,,,,,,,p3,001,2025-10-16_22h39.16.555,word_priming_exp,,2025.1.1,60.094817602869206,2025-10-16 22h39.22.689896 +0530,
mouse,13,13,0,1.0266666666666666,0.77881950000301,,,,,,,,,,,,0,13,13,8,,,,,10.765367799991509,,10.754102099992451,10.765367799991509,10.765367799991509,11.549046599990106,1.0266666666666666,0.77881950000301,,,,,,,,,,,,,,,,,,,p3,001,2025-10-16_22h39.16.555,word_priming_exp,,2025.1.1,60.094817602869206,2025-10-16 22h39.22.689896 +0530,
chart,14,14,0,1.0266666666666666,0.6998148999991827,,,,,,,,,,,,0,14,14,6,,,,,11.564878199991654,,11.551173799991375,11.564878199991654,11.564878199991654,12.266745299988543,1.0266666666666666,0.6998148999991827,,,,,,,,,,,,,,,,,,,p3,001,2025-10-16_22h39.16.555,word_priming_exp,,2025.1.1,60.094817602869206,2025-10-16 22h39.22.689896 +0530,
,0,0,0,,,_o_rd,board,old,co,[],[],[],[],[],[],[],,,,,0,0,0,10,12.292317699990235,,,,,,,,12.282604599997285,12.292317699990235,12.292317699990235,12.292317699990235,0.01585559999512043,22.282714199987822,co,[],[],[],[],[],[],[],,,,,p3,001,2025-10-16_22h39.16.555,word_priming_exp,,2025.1.1,60.094817602869206,2025-10-16 22h39.22.689896 +0530,
,1,1,0,,,C_m_ra,camera,new,camera,[np.float64(-0.005)],[np.float64(-0.2841666666666667)],[1],[0],[0],[4.410765499997069],['submit_text'],,,,,0,1,1,19,22.298340199995437,,,,,,,,22.290447399995173,22.298340199995437,22.298340199995437,22.298340199995437,0.023690399990300648,26.7015750999999,camera,[np.float64(-0.005)],[np.float64(-0.2841666666666667)],[1],[0],[0],[4.410765499997069],['submit_text'],,,,,p3,001,2025-10-16_22h39.16.555,word_priming_exp,,2025.1.1,60.094817602869206,2025-10-16 22h39.22.689896 +0530,
,2,2,0,,,_a_bl_,marble,old,marble,[np.float64(-0.005)],[np.float64(-0.2841666666666667)],[1],[0],[0],[3.1119180000096094],['submit_text'],,,,,0,2,2,11,26.715348399986397,,,,,,,,26.705712199996924,26.715348399986397,26.715348399986397,26.715348399986397,0.003987200005212799,29.81803239999863,marble,[np.float64(-0.005)],[np.float64(-0.2841666666666667)],[1],[0],[0],[3.1119180000096094],['submit_text'],,,,,p3,001,2025-10-16_22h39.16.555,word_priming_exp,,2025.1.1,60.094817602869206,2025-10-16 22h39.22.689896 +0530,
,3,3,0,,,v_s_,vase,new,vase,[np.float64(-0.0125)],[np.float64(-0.3025)],[1],[0],[0],[2.9417570999939926],['submit_text'],,,,,0,3,3,17,29.833644699989236,,,,,,,,29.824551199999405,29.833644699989236,29.833644699989236,29.833644699989236,0.006338800012599677,32.76666589999513,vase,[np.float64(-0.0125)],[np.float64(-0.3025)],[1],[0],[0],[2.9417570999939926],['submit_text'],,,,,p3,001,2025-10-16_22h39.16.555,word_priming_exp,,2025.1.1,60.094817602869206,2025-10-16 22h39.22.689896 +0530,
,4,4,0,,,_ru_is_,cruise,old,cruise,[np.float64(-0.0125)],[np.float64(-0.3025)],[1],[0],[0],[2.947278000006918],['submit_text'],,,,,0,4,4,6,32.78212599999097,,,,,,,,32.77044879998721,32.78212599999097,32.78212599999097,32.78212599999097,0.0036355999909574166,35.71810759999789,cruise,[np.float64(-0.0125)],[np.float64(-0.3025)],[1],[0],[0],[2.947278000006918],['submit_text'],,,,,p3,001,2025-10-16_22h39.16.555,word_priming_exp,,2025.1.1,60.094817602869206,2025-10-16 22h39.22.689896 +0530,
,5,5,0,,,t_hi_t,tshirt,old,tshirt,[np.float64(-0.0125)],[np.float64(-0.3025)],[1],[0],[0],[3.711452100003953],['submit_text'],,,,,0,5,5,2,35.73186679999344,,,,,,,,35.722161699988646,35.73186679999344,35.73186679999344,35.73186679999344,0.0038729999942006543,39.433955299988156,tshirt,[np.float64(-0.0125)],[np.float64(-0.3025)],[1],[0],[0],[3.711452100003953],['submit_text'],,,,,p3,001,2025-10-16_22h39.16.555,word_priming_exp,,2025.1.1,60.094817602869206,2025-10-16 22h39.22.689896 +0530,
,6,6,0,,,P_as_tr_,pastry,old,pras,[],[],[],[],[],[],[],,,,,0,6,6,4,39.449618799990276,,,,,,,,39.442015199994785,39.449618799990276,39.449618799990276,39.449618799990276,0.007929500003228895,49.433171699987724,pras,[],[],[],[],[],[],[],49.44825609998952,49.44825609998952,49.44825609998952,9.998408800005564,p3,001,2025-10-16_22h39.16.555,word_priming_exp,,2025.1.1,60.094817602869206,2025-10-16 22h39.22.689896 +0530,
,7,7,0,,,P_li_e,police,old,police,[np.float64(-0.016666666666666666)],[np.float64(-0.29833333333333334)],[1],[0],[0],[5.576174699992407],['submit_text'],,,,,0,7,7,7,49.44825609998952,,,,,,,,49.43889109999873,49.44825609998952,49.44825609998952,49.44825609998952,0.0048067000025184825,55.01544139999896,police,[np.float64(-0.016666666666666666)],[np.float64(-0.29833333333333334)],[1],[0],[0],[5.576174699992407],['submit_text'],,,,,p3,001,2025-10-16_22h39.16.555,word_priming_exp,,2025.1.1,60.094817602869206,2025-10-16 22h39.22.689896 +0530,
,8,8,0,,,_ou_se,mouse,old,mouse,[np.float64(-0.016666666666666666)],[np.float64(-0.29833333333333334)],[1],[0],[0],[4.279978499995195],['submit_text'],,,,,0,8,8,3,55.03117009998823,,,,,,,,55.01962259999709,55.03117009998823,55.03117009998823,55.03117009998823,0.003971600002842024,59.29990649998945,mouse,[np.float64(-0.016666666666666666)],[np.float64(-0.29833333333333334)],[1],[0],[0],[4.279978499995195],['submit_text'],,,,,p3,001,2025-10-16_22h39.16.555,word_priming_exp,,2025.1.1,60.094817602869206,2025-10-16 22h39.22.689896 +0530,
,9,9,0,,,K_y_,keys,old,keys,[np.float64(-0.016666666666666666)],[np.float64(-0.29833333333333334)],[1],[0],[0],[3.8797188000025926],['submit_text'],,,,,0,9,9,8,59.31433219999599,,,,,,,,59.303846599999815,59.31433219999599,59.31433219999599,59.31433219999599,0.003865400009090081,63.18386159998772,keys,[np.float64(-0.016666666666666666)],[np.float64(-0.29833333333333334)],[1],[0],[0],[3.8797188000025926],['submit_text'],,,,,p3,001,2025-10-16_22h39.16.555,word_priming_exp,,2025.1.1,60.094817602869206,2025-10-16 22h39.22.689896 +0530,
,10,10,0,,,Bo_t_e,bottle,new,bottle,[np.float64(-0.016666666666666666)],[np.float64(-0.29833333333333334)],[1],[0],[0],[3.094716400009929],['submit_text'],,,,,0,10,10,18,63.198454199999105,,,,,,,,63.18990009999834,63.198454199999105,63.198454199999105,63.198454199999105,0.0059120999940205365,66.28504099999554,bottle,[np.float64(-0.016666666666666666)],[np.float64(-0.29833333333333334)],[1],[0],[0],[3.094716400009929],['submit_text'],,,,,p3,001,2025-10-16_22h39.16.555,word_priming_exp,,2025.1.1,60.094817602869206,2025-10-16 22h39.22.689896 +0530,
,11,11,0,,,_oo_,book,new,book,[np.float64(-0.04083333333333333)],[np.float64(-0.31833333333333336)],[1],[0],[0],[2.6453062999935355],['submit_text'],,,,,0,11,11,13,66.29827499999374,,,,,,,,66.28833679998934,66.29827499999374,66.29827499999374,66.29827499999374,0.00314250000519678,68.93403330000001,book,[np.float64(-0.04083333333333333)],[np.float64(-0.31833333333333336)],[1],[0],[0],[2.6453062999935355],['submit_text'],,,,,p3,001,2025-10-16_22h39.16.555,word_priming_exp,,2025.1.1,60.094817602869206,2025-10-16 22h39.22.689896 +0530,
,12,12,0,,,l_pt_p,Laptop,old,laptop,[np.float64(-0.03333333333333333)],[np.float64(-0.2866666666666667)],[1],[0],[0],[3.278227100003278],['submit_text'],,,,,0,12,12,0,68.94813889999932,,,,,,,,68.93812409999373,68.94813889999932,68.94813889999932,68.94813889999932,0.003926799996406771,72.21678609999071,laptop,[np.float64(-0.03333333333333333)],[np.float64(-0.2866666666666667)],[1],[0],[0],[3.278227100003278],['submit_text'],,,,,p3,001,2025-10-16_22h39.16.555,word_priming_exp,,2025.1.1,60.094817602869206,2025-10-16 22h39.22.689896 +0530,
,13,13,0,,,c_s_io_,cushion,new,cushion,[np.float64(-0.05)],[np.float64(-0.3025)],[1],[0],[0],[3.4477391999971587],['submit_text'],,,,,0,13,13,14,72.23168439998699,,,,,,,,72.22030509999604,72.23168439998699,72.23168439998699,72.23168439998699,0.0033875999943120405,75.66857009999512,cushion,[np.float64(-0.05)],[np.float64(-0.3025)],[1],[0],[0],[3.4477391999971587],['submit_text'],,,,,p3,001,2025-10-16_22h39.16.555,word_priming_exp,,2025.1.1,60.094817602869206,2025-10-16 22h39.22.689896 +0530,
,14,14,0,,,P_st_r,poster,old,poster,[np.float64(-0.02666666666666667)],[np.float64(-0.31083333333333335)],[1],[0],[0],[3.277315700004692],['submit_text'],,,,,0,14,14,9,75.68240899998636,,,,,,,,75.67299199999252,75.68240899998636,75.68240899998636,75.68240899998636,0.004282399997464381,78.95074569999997,poster,[np.float64(-0.02666666666666667)],[np.float64(-0.31083333333333335)],[1],[0],[0],[3.277315700004692],['submit_text'],,,,,p3,001,2025-10-16_22h39.16.555,word_priming_exp,,2025.1.1,60.094817602869206,2025-10-16 22h39.22.689896 +0530,
,15,15,0,,,_ha_t,Chart,old,,[],[],[],[],[],[],[],,,,,0,15,15,1,78.96447099999932,,,,,,,,78.9543294999894,78.96447099999932,78.96447099999932,78.96447099999932,0.003449299998464994,88.94917339998938,,[],[],[],[],[],[],[],88.96428599998762,88.96428599998762,88.96428599998762,9.997612500010291,p3,001,2025-10-16_22h39.16.555,word_priming_exp,,2025.1.1,60.094817602869206,2025-10-16 22h39.22.689896 +0530,
,16,16,0,,,_ho_e,phone,old,,[np.float64(-0.02666666666666667)],[np.float64(-0.31083333333333335)],[1],[0],[0],[6.01232200000959],['submit_text'],,,,,0,16,16,12,88.96428599998762,,,,,,,,88.9533897999936,88.96428599998762,88.96428599998762,88.96428599998762,0.002511600003344938,94.96614779999072,,[np.float64(-0.02666666666666667)],[np.float64(-0.31083333333333335)],[1],[0],[0],[6.01232200000959],['submit_text'],,,,,p3,001,2025-10-16_22h39.16.555,word_priming_exp,,2025.1.1,60.094817602869206,2025-10-16 22h39.22.689896 +0530,
,17,17,0,,,P_nc_l,pencil,new,pencil,[np.float64(-0.02666666666666667)],[np.float64(-0.31083333333333335)],[1],[0],[0],[2.9982441999891307],['submit_text'],,,,,0,17,17,16,94.98087819998909,,,,,,,,94.9702016999945,94.98087819998909,94.98087819998909,94.98087819998909,0.003914000000804663,97.96886429999722,pencil,[np.float64(-0.02666666666666667)],[np.float64(-0.31083333333333335)],[1],[0],[0],[2.9982441999891307],['submit_text'],,,,,p3,001,2025-10-16_22h39.16.555,word_priming_exp,,2025.1.1,60.094817602869206,2025-10-16 22h39.22.689896 +0530,
,18,18,0,,,ta_l_,table,new,table,[np.float64(-0.02666666666666667)],[np.float64(-0.31083333333333335)],[1],[0],[0],[3.2757167000090703],['submit_text'],,,,,0,18,18,15,97.9810940999887,,,,,,,,97.97293789999094,97.9810940999887,97.9810940999887,97.9810940999887,0.003925800003344193,101.2491408999922,table,[np.float64(-0.02666666666666667)],[np.float64(-0.31083333333333335)],[1],[0],[0],[3.2757167000090703],['submit_text'],,,,,p3,001,2025-10-16_22h39.16.555,word_priming_exp,,2025.1.1,60.094817602869206,2025-10-16 22h39.22.689896 +0530,
,19,19,0,,,c_s_,case,old,case,[np.float64(-0.02666666666666667)],[np.float64(-0.31083333333333335)],[1],[0],[0],[3.0992422999988776],['submit_text'],,,,,0,19,19,5,101.26461939999717,,,,,,,,101.25323519999802,101.26461939999717,101.26461939999717,101.26461939999717,0.003927300000214018,104.35299349999696,case,[np.float64(-0.02666666666666667)],[np.float64(-0.31083333333333335)],[1],[0],[0],[3.0992422999988776],['submit_text'],,,,,p3,001,2025-10-16_22h39.16.555,word_priming_exp,,2025.1.1,60.094817602869206,2025-10-16 22h39.22.689896 +0530,
