study_word,thisN,thisTrialN,thisRepN,Studyslider.response,Studyslider.rt,test,Reference,old_new,textbox.text,test_mouse.x,test_mouse.y,test_mouse.leftButton,test_mouse.midButton,test_mouse.rightButton,test_mouse.time,test_mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,StudyText.started,Studyslider.started,trial.stopped,trials.Studyslider.response,trials.Studyslider.rt,test_2.started,Test_Text.started,textbox.started,submit_text.started,test_mouse.started,test_2.stopped,trials_2.textbox.text,trials_2.test_mouse.x,trials_2.test_mouse.y,trials_2.test_mouse.leftButton,trials_2.test_mouse.midButton,trials_2.test_mouse.rightButton,trials_2.test_mouse.time,trials_2.test_mouse.clicked_name,Test_Text.stopped,textbox.stopped,submit_text.stopped,test_mouse.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
phone,10,10,0,1.0,0.7972059000021545,,,,,,,,,,,,0,10,10,2,,,,,15.756272600003285,,15.745444200001657,15.756272600003285,15.756272600003285,16.561903699999675,1.0,0.7972059000021545,,,,,,,,,,,,,,,,,,,p1,001,2025-10-16_22h33.12.959,word_priming_exp,,2025.1.1,59.998476039327706,2025-10-16 22h33.18.087737 +0530,
poster,11,11,0,1.0,0.7245245000085561,,,,,,,,,,,,0,11,11,14,,,,,16.57563210000808,,16.567533900000853,16.57563210000808,16.57563210000808,17.30756040000415,1.0,0.7245245000085561,,,,,,,,,,,,,,,,,,,p1,001,2025-10-16_22h33.12.959,word_priming_exp,,2025.1.1,59.998476039327706,2025-10-16 22h33.18.087737 +0530,
book,12,12,0,1.0,0.7311607000010554,,,,,,,,,,,,0,12,12,0,,,,,17.322874300007243,,17.31150609999895,17.322874300007243,17.322874300007243,18.057964299994637,1.0,0.7311607000010554,,,,,,,,,,,,,,,,,,,p1,001,2025-10-16_22h33.12.959,word_priming_exp,,2025.1.1,59.998476039327706,2025-10-16 22h33.18.087737 +0530,
cruise,13,13,0,1.0,0.8301680000004126,,,,,,,,,,,,0,13,13,11,,,,,18.072693800000707,,18.06223989999853,18.072693800000707,18.072693800000707,18.907842700005858,1.0,0.8301680000004126,,,,,,,,,,,,,,,,,,,p1,001,2025-10-16_22h33.12.959,word_priming_exp,,2025.1.1,59.998476039327706,2025-10-16 22h33.18.087737 +0530,
laptop,14,14,0,1.0,0.7646645000058925,,,,,,,,,,,,0,14,14,5,,,,,18.922411799998372,,18.911936200005584,18.922411799998372,18.922411799998372,19.691059799995855,1.0,0.7646645000058925,,,,,,,,,,,,,,,,,,,p1,001,2025-10-16_22h33.12.959,word_priming_exp,,2025.1.1,59.998476039327706,2025-10-16 22h33.18.087737 +0530,
,0,0,0,,,C_m_ra,camera,new,camera,"[np.float64(-0.335), np.float64(-0.065), np.float64(-0.04)]","[np.float64(-0.19166666666666668), np.float64(-0.23333333333333334), np.float64(-0.2941666666666667)]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[6.29736569999659, 7.795991799997864, 8.695532700003241]","[None, None, 'submit_text']",,,,,0,0,0,19,19.722732199996244,,,,,,,,19.712196399996174,19.722732199996244,19.722732199996244,19.722732199996244,0.021118999997270294,28.40809630000149,camera,"[np.float64(-0.335), np.float64(-0.065), np.float64(-0.04)]","[np.float64(-0.19166666666666668), np.float64(-0.23333333333333334), np.float64(-0.2941666666666667)]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[6.29736569999659, 7.795991799997864, 8.695532700003241]","[None, None, 'submit_text']",,,,,p1,001,2025-10-16_22h33.12.959,word_priming_exp,,2025.1.1,59.998476039327706,2025-10-16 22h33.18.087737 +0530,
,1,1,0,,,_ha_t,Chart,old,,[],[],[],[],[],[],[],,,,,0,1,1,1,28.422751599995536,,,,,,,,28.412293300003512,28.422751599995536,28.422751599995536,28.422751599995536,0.004034699988551438,38.40652410000621,,[],[],[],[],[],[],[],38.422933800000465,38.422933800000465,38.422933800000465,9.99796699998842,p1,001,2025-10-16_22h33.12.959,word_priming_exp,,2025.1.1,59.998476039327706,2025-10-16 22h33.18.087737 +0530,
,2,2,0,,,_ou_se,mouse,old,mouse,[np.float64(-0.035833333333333335)],[np.float64(-0.3016666666666667)],[1],[0],[0],[5.148916400008602],['submit_text'],,,,,0,2,2,3,38.422933800000465,,,,,,,,38.41008580000198,38.422933800000465,38.422933800000465,38.422933800000465,0.0018297999922651798,43.55937060000724,mouse,[np.float64(-0.035833333333333335)],[np.float64(-0.3016666666666667)],[1],[0],[0],[5.148916400008602],['submit_text'],,,,,p1,001,2025-10-16_22h33.12.959,word_priming_exp,,2025.1.1,59.998476039327706,2025-10-16 22h33.18.087737 +0530,
,3,3,0,,,P_li_e,police,old,police,[np.float64(-0.035833333333333335)],[np.float64(-0.3016666666666667)],[1],[0],[0],[5.421963300002972],['submit_text'],,,,,0,3,3,7,43.577039900003,,,,,,,,43.56877379999787,43.577039900003,43.577039900003,43.577039900003,0.009173700003884733,48.99110179999843,police,[np.float64(-0.035833333333333335)],[np.float64(-0.3016666666666667)],[1],[0],[0],[5.421963300002972],['submit_text'],,,,,p1,001,2025-10-16_22h33.12.959,word_priming_exp,,2025.1.1,59.998476039327706,2025-10-16 22h33.18.087737 +0530,
,4,4,0,,,_o_rd,board,old,,[np.float64(-0.035833333333333335)],[np.float64(-0.3016666666666667)],[1],[0],[0],[7.945578900005785],['submit_text'],,,,,0,4,4,10,49.005933100008406,,,,,,,,48.99442879999697,49.005933100008406,49.005933100008406,49.005933100008406,0.003205000000889413,56.94039499999781,,[np.float64(-0.035833333333333335)],[np.float64(-0.3016666666666667)],[1],[0],[0],[7.945578900005785],['submit_text'],,,,,p1,001,2025-10-16_22h33.12.959,word_priming_exp,,2025.1.1,59.998476039327706,2025-10-16 22h33.18.087737 +0530,
,5,5,0,,,Bo_t_e,bottle,new,bottle,[np.float64(-0.035833333333333335)],[np.float64(-0.3016666666666667)],[1],[0],[0],[5.607219799989252],['submit_text'],,,,,0,5,5,18,56.95741740000085,,,,,,,,56.950057499998366,56.95741740000085,56.95741740000085,56.95741740000085,0.009464999995543621,62.5576807000034,bottle,[np.float64(-0.035833333333333335)],[np.float64(-0.3016666666666667)],[1],[0],[0],[5.607219799989252],['submit_text'],,,,,p1,001,2025-10-16_22h33.12.959,word_priming_exp,,2025.1.1,59.998476039327706,2025-10-16 22h33.18.087737 +0530,
,6,6,0,,,c_s_io_,cushion,new,cush,[],[],[],[],[],[],[],,,,,0,6,6,14,62.57249970000703,,,,,,,,62.561940600004164,62.57249970000703,62.57249970000703,62.57249970000703,0.004066599998623133,72.55641069999547,cush,[],[],[],[],[],[],[],72.57451750000473,72.57451750000473,72.57451750000473,9.997872000007192,p1,001,2025-10-16_22h33.12.959,word_priming_exp,,2025.1.1,59.998476039327706,2025-10-16 22h33.18.087737 +0530,
,7,7,0,,,K_y_,keys,old,keys,[np.float64(-0.035833333333333335)],[np.float64(-0.3016666666666667)],[1],[0],[0],[4.623387799991178],['submit_text'],,,,,0,7,7,8,72.57451750000473,,,,,,,,72.56633099999453,72.57451750000473,72.57451750000473,72.57451750000473,0.008452599999145605,77.1901641000004,keys,[np.float64(-0.035833333333333335)],[np.float64(-0.3016666666666667)],[1],[0],[0],[4.623387799991178],['submit_text'],,,,,p1,001,2025-10-16_22h33.12.959,word_priming_exp,,2025.1.1,59.998476039327706,2025-10-16 22h33.18.087737 +0530,
,8,8,0,,,c_s_,case,old,case,[np.float64(-0.035833333333333335)],[np.float64(-0.3016666666666667)],[1],[0],[0],[4.679713999998057],['submit_text'],,,,,0,8,8,5,77.20565440000792,,,,,,,,77.19350180000765,77.20565440000792,77.20565440000792,77.20565440000792,0.0031746999884489924,81.87366270000348,case,[np.float64(-0.035833333333333335)],[np.float64(-0.3016666666666667)],[1],[0],[0],[4.679713999998057],['submit_text'],,,,,p1,001,2025-10-16_22h33.12.959,word_priming_exp,,2025.1.1,59.998476039327706,2025-10-16 22h33.18.087737 +0530,
,9,9,0,,,t_hi_t,tshirt,old,tshirt,[np.float64(-0.035833333333333335)],[np.float64(-0.3016666666666667)],[1],[0],[0],[4.8626694999984466],['submit_text'],,,,,0,9,9,2,81.8887345999974,,,,,,,,81.87795819999883,81.8887345999974,81.8887345999974,81.8887345999974,0.00408330000936985,86.74102650000714,tshirt,[np.float64(-0.035833333333333335)],[np.float64(-0.3016666666666667)],[1],[0],[0],[4.8626694999984466],['submit_text'],,,,,p1,001,2025-10-16_22h33.12.959,word_priming_exp,,2025.1.1,59.998476039327706,2025-10-16 22h33.18.087737 +0530,
,10,10,0,,,P_nc_l,pencil,new,pencil,[np.float64(-0.035833333333333335)],[np.float64(-0.3016666666666667)],[1],[0],[0],[4.612962900006096],['submit_text'],,,,,0,10,10,16,86.75531700000283,,,,,,,,86.74492810000083,86.75531700000283,86.75531700000283,86.75531700000283,0.00376249999681022,91.35832329999539,pencil,[np.float64(-0.035833333333333335)],[np.float64(-0.3016666666666667)],[1],[0],[0],[4.612962900006096],['submit_text'],,,,,p1,001,2025-10-16_22h33.12.959,word_priming_exp,,2025.1.1,59.998476039327706,2025-10-16 22h33.18.087737 +0530,
,11,11,0,,,_ho_e,phone,old,shore,[],[],[],[],[],[],[],,,,,0,11,11,12,91.371916899996,,,,,,,,91.36228830000618,91.371916899996,91.371916899996,91.371916899996,0.0037908000085735694,101.35621820000233,shore,[],[],[],[],[],[],[],101.37210019999475,101.37210019999475,101.37210019999475,9.99730780000391,p1,001,2025-10-16_22h33.12.959,word_priming_exp,,2025.1.1,59.998476039327706,2025-10-16 22h33.18.087737 +0530,
,12,12,0,,,_ru_is_,cruise,old,,[np.float64(-0.035833333333333335)],[np.float64(-0.3016666666666667)],[1],[0],[0],[7.797502900008112],['submit_text'],,,,,0,12,12,6,101.37210019999475,,,,,,,,101.36088209999434,101.37210019999475,101.37210019999475,101.37210019999475,0.0023893000034149736,109.15875050000614,,[np.float64(-0.035833333333333335)],[np.float64(-0.3016666666666667)],[1],[0],[0],[7.797502900008112],['submit_text'],,,,,p1,001,2025-10-16_22h33.12.959,word_priming_exp,,2025.1.1,59.998476039327706,2025-10-16 22h33.18.087737 +0530,
,13,13,0,,,P_st_r,poster,old,poster,[np.float64(-0.035833333333333335)],[np.float64(-0.3016666666666667)],[1],[0],[0],[6.012498600000981],['submit_text'],,,,,0,13,13,9,109.17167619999964,,,,,,,,109.1622853000008,109.17167619999964,109.17167619999964,109.17167619999964,0.0034053999988827854,115.17517849999422,poster,[np.float64(-0.035833333333333335)],[np.float64(-0.3016666666666667)],[1],[0],[0],[6.012498600000981],['submit_text'],,,,,p1,001,2025-10-16_22h33.12.959,word_priming_exp,,2025.1.1,59.998476039327706,2025-10-16 22h33.18.087737 +0530,
,14,14,0,,,_a_bl_,marble,old,bar,[],[],[],[],[],[],[],,,,,0,14,14,11,115.18847199999436,,,,,,,,115.17871910000395,115.18847199999436,115.18847199999436,115.18847199999436,0.0033414999925298616,125.17238980000548,bar,[],[],[],[],[],[],[],125.18809809999948,125.18809809999948,125.18809809999948,9.996624899999006,p1,001,2025-10-16_22h33.12.959,word_priming_exp,,2025.1.1,59.998476039327706,2025-10-16 22h33.18.087737 +0530,
,15,15,0,,,ta_l_,table,new,table,[],[],[],[],[],[],[],,,,,0,15,15,15,125.18809809999948,,,,,,,,125.1757704000047,125.18809809999948,125.18809809999948,125.18809809999948,0.0003974999999627471,135.17204309999943,table,[],[],[],[],[],[],[],135.1880158999993,135.1880158999993,135.1880158999993,9.996254199999385,p1,001,2025-10-16_22h33.12.959,word_priming_exp,,2025.1.1,59.998476039327706,2025-10-16 22h33.18.087737 +0530,
,16,16,0,,,l_pt_p,Laptop,old,,[np.float64(-0.0016666666666666668)],[np.float64(-0.3016666666666667)],[1],[0],[0],[0.03257329999178182],['submit_text'],,,,,0,16,16,0,135.1880158999993,,,,,,,,135.17567720000807,135.1880158999993,135.1880158999993,135.1880158999993,0.00030259999039117247,135.20867819999694,,[np.float64(-0.0016666666666666668)],[np.float64(-0.3016666666666667)],[1],[0],[0],[0.03257329999178182],['submit_text'],,,,,p1,001,2025-10-16_22h33.12.959,word_priming_exp,,2025.1.1,59.998476039327706,2025-10-16 22h33.18.087737 +0530,
,17,17,0,,,P_as_tr_,pastry,old,,[],[],[],[],[],[],[],,,,,0,17,17,4,135.22180070000468,,,,,,,,135.21350240000174,135.22180070000468,135.22180070000468,135.22180070000468,0.004405200001201592,145.20519809999678,,[],[],[],[],[],[],[],145.22114470000088,145.22114470000088,145.22114470000088,9.995714899996528,p1,001,2025-10-16_22h33.12.959,word_priming_exp,,2025.1.1,59.998476039327706,2025-10-16 22h33.18.087737 +0530,
,18,18,0,,,_oo_,book,new,book,[np.float64(-0.035833333333333335)],[np.float64(-0.3)],[1],[0],[0],[7.346420099987881],['submit_text'],,,,,0,18,18,13,145.22114470000088,,,,,,,,145.2082733999996,145.22114470000088,145.22114470000088,145.22114470000088,-0.0008282000053441152,152.5550932000042,book,[np.float64(-0.035833333333333335)],[np.float64(-0.3)],[1],[0],[0],[7.346420099987881],['submit_text'],,,,,p1,001,2025-10-16_22h33.12.959,word_priming_exp,,2025.1.1,59.998476039327706,2025-10-16 22h33.18.087737 +0530,
,19,19,0,,,v_s_,vase,new,vase,[np.float64(-0.035833333333333335)],[np.float64(-0.3)],[1],[0],[0],[9.042753500005347],['submit_text'],,,,,0,19,19,17,152.57309910000185,,,,,,,,152.56362909999734,152.57309910000185,152.57309910000185,152.57309910000185,0.008433700000750832,161.60682519999682,vase,[np.float64(-0.035833333333333335)],[np.float64(-0.3)],[1],[0],[0],[9.042753500005347],['submit_text'],,,,,p1,001,2025-10-16_22h33.12.959,word_priming_exp,,2025.1.1,59.998476039327706,2025-10-16 22h33.18.087737 +0530,
