thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
111,0,111,[np.float64(0.0675)],[np.float64(-0.13916666666666666)],[1],[0],[0],[1.6477172000013525],['target'],111,0,111,0,231.10258809999868,,10,231.09516069999881,231.10258809999868,231.10258809999868,0.017808200002036756,232.74327719999928,[np.float64(0.0675)],[np.float64(-0.13916666666666666)],[1],[0],[0],[1.6477172000013525],['target'],p4,001,2025-09-30_21h23.54.665,04102024_3.0_Visual Search Task,,2025.1.1,59.923082731736564,2025-09-30 21h24.02.403465 +0530,
112,0,112,[np.float64(-0.13333333333333333)],[np.float64(0.3775)],[1],[0],[0],[1.4484014000008756],['target'],112,0,112,0,232.77105909999955,,10,232.76234079999995,232.77105909999955,232.77105909999955,0.01895200000217301,234.21136810000098,[np.float64(-0.13333333333333333)],[np.float64(0.3775)],[1],[0],[0],[1.4484014000008756],['target'],p4,001,2025-09-30_21h23.54.665,04102024_3.0_Visual Search Task,,2025.1.1,59.923082731736564,2025-09-30 21h24.02.403465 +0530,
113,0,113,[np.float64(0.15666666666666668)],[np.float64(0.4766666666666667)],[1],[0],[0],[2.3119706000034057],['target'],113,0,113,0,234.2412078999987,,10,234.23176760000206,234.2412078999987,234.2412078999987,0.020196500001475215,236.54477340000085,[np.float64(0.15666666666666668)],[np.float64(0.4766666666666667)],[1],[0],[0],[2.3119706000034057],['target'],p4,001,2025-09-30_21h23.54.665,04102024_3.0_Visual Search Task,,2025.1.1,59.923082731736564,2025-09-30 21h24.02.403465 +0530,
114,0,114,[np.float64(0.4766666666666667)],[np.float64(-0.265)],[1],[0],[0],[3.191855699998996],['target'],114,0,114,0,236.57641589999912,,10,236.5678669000008,236.57641589999912,236.57641589999912,0.022824399999080924,239.76019449999876,[np.float64(0.4766666666666667)],[np.float64(-0.265)],[1],[0],[0],[3.191855699998996],['target'],p4,001,2025-09-30_21h23.54.665,04102024_3.0_Visual Search Task,,2025.1.1,59.923082731736564,2025-09-30 21h24.02.403465 +0530,
115,0,115,[np.float64(0.16666666666666666)],[np.float64(-0.19083333333333333)],[1],[0],[0],[1.8158016000015778],['target'],115,0,115,0,239.7884336999996,,10,239.77961910000158,239.7884336999996,239.7884336999996,0.01929750000272179,241.59642600000006,[np.float64(0.16666666666666666)],[np.float64(-0.19083333333333333)],[1],[0],[0],[1.8158016000015778],['target'],p4,001,2025-09-30_21h23.54.665,04102024_3.0_Visual Search Task,,2025.1.1,59.923082731736564,2025-09-30 21h24.02.403465 +0530,
116,0,116,[np.float64(0.04)],[np.float64(-0.0275)],[1],[0],[0],[1.8613221999985399],['target'],116,0,116,0,241.62575310000102,,10,241.61700930000006,241.62575310000102,241.62575310000102,0.020310100000642706,243.47911419999946,[np.float64(0.04)],[np.float64(-0.0275)],[1],[0],[0],[1.8613221999985399],['target'],p4,001,2025-09-30_21h23.54.665,04102024_3.0_Visual Search Task,,2025.1.1,59.923082731736564,2025-09-30 21h24.02.403465 +0530,
117,0,117,[np.float64(-0.13833333333333334)],[np.float64(-0.16916666666666666)],[1],[0],[0],[1.772144999999],['target'],117,0,117,0,243.4944557000017,,5,243.48919490000117,243.4944557000017,243.4944557000017,0.009785800000827294,245.2624579000003,[np.float64(-0.13833333333333334)],[np.float64(-0.16916666666666666)],[1],[0],[0],[1.772144999999],['target'],p4,001,2025-09-30_21h23.54.665,04102024_3.0_Visual Search Task,,2025.1.1,59.923082731736564,2025-09-30 21h24.02.403465 +0530,
118,0,118,[np.float64(0.3325)],[np.float64(-0.22666666666666666)],[1],[0],[0],[2.459555500001443],['target'],118,0,118,0,245.29283430000214,,10,245.28338509999958,245.29283430000214,245.29283430000214,0.02073009999730857,247.7438820999996,[np.float64(0.3325)],[np.float64(-0.22666666666666666)],[1],[0],[0],[2.459555500001443],['target'],p4,001,2025-09-30_21h23.54.665,04102024_3.0_Visual Search Task,,2025.1.1,59.923082731736564,2025-09-30 21h24.02.403465 +0530,
119,0,119,[np.float64(-0.16416666666666666)],[np.float64(0.22666666666666666)],[1],[0],[0],[2.000732100001187],['target'],119,0,119,0,247.76660730000003,,5,247.76078640000196,247.76660730000003,247.76660730000003,0.016642899998259963,249.76259449999998,[np.float64(-0.16416666666666666)],[np.float64(0.22666666666666666)],[1],[0],[0],[2.000732100001187],['target'],p4,001,2025-09-30_21h23.54.665,04102024_3.0_Visual Search Task,,2025.1.1,59.923082731736564,2025-09-30 21h24.02.403465 +0530,
120,0,120,[np.float64(0.034166666666666665)],[np.float64(0.34833333333333333)],[1],[0],[0],[1.419242599997233],['target'],120,0,120,0,249.80065939999986,,10,249.79018840000208,249.80065939999986,249.80065939999986,0.027457600001071114,251.21038229999976,[np.float64(0.034166666666666665)],[np.float64(0.34833333333333333)],[1],[0],[0],[1.419242599997233],['target'],p4,001,2025-09-30_21h23.54.665,04102024_3.0_Visual Search Task,,2025.1.1,59.923082731736564,2025-09-30 21h24.02.403465 +0530,
121,0,121,[np.float64(0.10916666666666666)],[np.float64(0.32416666666666666)],[1],[0],[0],[1.2752244000002975],['target'],121,0,121,0,251.22643310000058,,5,251.22096140000212,251.22643310000058,251.22643310000058,0.01040629999988596,252.49804380000205,[np.float64(0.10916666666666666)],[np.float64(0.32416666666666666)],[1],[0],[0],[1.2752244000002975],['target'],p4,001,2025-09-30_21h23.54.665,04102024_3.0_Visual Search Task,,2025.1.1,59.923082731736564,2025-09-30 21h24.02.403465 +0530,
122,0,122,[np.float64(-0.41833333333333333)],[np.float64(-0.015833333333333335)],[1],[0],[0],[2.1490439000008337],['target'],122,0,122,0,252.51698210000177,,5,252.51120680000167,252.51698210000177,252.51698210000177,0.01285019999704673,254.66138299999875,[np.float64(-0.41833333333333333)],[np.float64(-0.015833333333333335)],[1],[0],[0],[2.1490439000008337],['target'],p4,001,2025-09-30_21h23.54.665,04102024_3.0_Visual Search Task,,2025.1.1,59.923082731736564,2025-09-30 21h24.02.403465 +0530,
123,0,123,[np.float64(-0.2025)],[np.float64(-0.23666666666666666)],[1],[0],[0],[1.883152300000802],['target'],123,0,123,0,254.6858457999988,,5,254.6774136999993,254.6858457999988,254.6858457999988,0.01580409999951371,256.5617032000009,[np.float64(-0.2025)],[np.float64(-0.23666666666666666)],[1],[0],[0],[1.883152300000802],['target'],p4,001,2025-09-30_21h23.54.665,04102024_3.0_Visual Search Task,,2025.1.1,59.923082731736564,2025-09-30 21h24.02.403465 +0530,
124,0,124,[np.float64(-0.011666666666666667)],[np.float64(-0.04416666666666667)],[1],[0],[0],[1.9179433999997855],['target'],124,0,124,0,256.608557399999,,10,256.59205160000056,256.608557399999,256.608557399999,0.030022099999769125,258.5105748999995,[np.float64(-0.011666666666666667)],[np.float64(-0.04416666666666667)],[1],[0],[0],[1.9179433999997855],['target'],p4,001,2025-09-30_21h23.54.665,04102024_3.0_Visual Search Task,,2025.1.1,59.923082731736564,2025-09-30 21h24.02.403465 +0530,
125,0,125,[np.float64(0.2916666666666667)],[np.float64(-0.405)],[1],[0],[0],[1.972616899998684],['target'],125,0,125,0,258.5283391000012,,5,258.5221841999992,258.5283391000012,258.5283391000012,0.011427500001445878,260.49593950000053,[np.float64(0.2916666666666667)],[np.float64(-0.405)],[1],[0],[0],[1.972616899998684],['target'],p4,001,2025-09-30_21h23.54.665,04102024_3.0_Visual Search Task,,2025.1.1,59.923082731736564,2025-09-30 21h24.02.403465 +0530,
126,0,126,[np.float64(-0.135)],[np.float64(0.29583333333333334)],[1],[0],[0],[2.0764071000012336],['target'],126,0,126,0,260.5261126000005,,10,260.5176981000004,260.5261126000005,260.5261126000005,0.021542499998759013,262.5952612000001,[np.float64(-0.135)],[np.float64(0.29583333333333334)],[1],[0],[0],[2.0764071000012336],['target'],p4,001,2025-09-30_21h23.54.665,04102024_3.0_Visual Search Task,,2025.1.1,59.923082731736564,2025-09-30 21h24.02.403465 +0530,
127,0,127,[np.float64(0.23333333333333334)],[np.float64(-0.37916666666666665)],[1],[0],[0],[1.7697951000009198],['target'],127,0,127,0,262.61552010000014,,5,262.6089567000017,262.61552010000014,262.61552010000014,0.013480199999321485,264.3799591999996,[np.float64(0.23333333333333334)],[np.float64(-0.37916666666666665)],[1],[0],[0],[1.7697951000009198],['target'],p4,001,2025-09-30_21h23.54.665,04102024_3.0_Visual Search Task,,2025.1.1,59.923082731736564,2025-09-30 21h24.02.403465 +0530,
128,0,128,[np.float64(0.4275)],[np.float64(0.49583333333333335)],[1],[0],[0],[2.6009064999998373],['target'],128,0,128,0,264.3977641999991,,5,264.39218830000027,264.3977641999991,264.3977641999991,0.011995000000752043,266.9942560999989,[np.float64(0.4275)],[np.float64(0.49583333333333335)],[1],[0],[0],[2.6009064999998373],['target'],p4,001,2025-09-30_21h23.54.665,04102024_3.0_Visual Search Task,,2025.1.1,59.923082731736564,2025-09-30 21h24.02.403465 +0530,
129,0,129,[np.float64(0.3908333333333333)],[np.float64(-0.12166666666666667)],[1],[0],[0],[1.7516892999992706],['target'],129,0,129,0,267.01284229999874,,5,267.00765039999897,267.01284229999874,267.01284229999874,0.013165599997591926,268.7606025999994,[np.float64(0.3908333333333333)],[np.float64(-0.12166666666666667)],[1],[0],[0],[1.7516892999992706],['target'],p4,001,2025-09-30_21h23.54.665,04102024_3.0_Visual Search Task,,2025.1.1,59.923082731736564,2025-09-30 21h24.02.403465 +0530,
130,0,130,[np.float64(-0.375)],[np.float64(-0.18166666666666667)],[1],[0],[0],[1.5543504000015673],['target'],130,0,130,0,268.77899139999863,,5,268.7732203000014,268.77899139999863,268.77899139999863,0.012391899999784073,270.3286411000008,[np.float64(-0.375)],[np.float64(-0.18166666666666667)],[1],[0],[0],[1.5543504000015673],['target'],p4,001,2025-09-30_21h23.54.665,04102024_3.0_Visual Search Task,,2025.1.1,59.923082731736564,2025-09-30 21h24.02.403465 +0530,
131,0,131,[np.float64(0.16083333333333333)],[np.float64(-0.4266666666666667)],[1],[0],[0],[1.8280721999981324],['target'],131,0,131,0,270.35970290000114,,10,270.34865340000033,270.35970290000114,270.35970290000114,0.019819899996946333,272.17764380000153,[np.float64(0.16083333333333333)],[np.float64(-0.4266666666666667)],[1],[0],[0],[1.8280721999981324],['target'],p4,001,2025-09-30_21h23.54.665,04102024_3.0_Visual Search Task,,2025.1.1,59.923082731736564,2025-09-30 21h24.02.403465 +0530,
132,0,132,[np.float64(-0.13166666666666665)],[np.float64(-0.006666666666666667)],[1],[0],[0],[1.7315493999994942],['target'],132,0,132,0,272.20479700000215,,10,272.1963093000013,272.20479700000215,272.20479700000215,0.01847500000076252,273.9289413000006,[np.float64(-0.13166666666666665)],[np.float64(-0.006666666666666667)],[1],[0],[0],[1.7315493999994942],['target'],p4,001,2025-09-30_21h23.54.665,04102024_3.0_Visual Search Task,,2025.1.1,59.923082731736564,2025-09-30 21h24.02.403465 +0530,
133,0,133,[np.float64(-0.2875)],[np.float64(-0.24333333333333335)],[1],[0],[0],[1.8008155999996234],['target'],133,0,133,0,273.9513874000004,,5,273.94514139999956,273.9513874000004,273.9513874000004,0.01593709999724524,275.74721019999924,[np.float64(-0.2875)],[np.float64(-0.24333333333333335)],[1],[0],[0],[1.8008155999996234],['target'],p4,001,2025-09-30_21h23.54.665,04102024_3.0_Visual Search Task,,2025.1.1,59.923082731736564,2025-09-30 21h24.02.403465 +0530,
134,0,134,[np.float64(0.4375)],[np.float64(0.22083333333333333)],[1],[0],[0],[2.065812500000902],['target'],134,0,134,0,275.7655225999988,,5,275.76015130000087,275.7655225999988,275.7655225999988,0.012710700000752695,277.82695220000096,[np.float64(0.4375)],[np.float64(0.22083333333333333)],[1],[0],[0],[2.065812500000902],['target'],p4,001,2025-09-30_21h23.54.665,04102024_3.0_Visual Search Task,,2025.1.1,59.923082731736564,2025-09-30 21h24.02.403465 +0530,
135,0,135,[np.float64(0.4575)],[np.float64(0.3825)],[1],[0],[0],[1.977711300001829],['target'],135,0,135,0,277.8572908999995,,10,277.8484564999999,277.8572908999995,277.8572908999995,0.0212747000005038,279.8275343999994,[np.float64(0.4575)],[np.float64(0.3825)],[1],[0],[0],[1.977711300001829],['target'],p4,001,2025-09-30_21h23.54.665,04102024_3.0_Visual Search Task,,2025.1.1,59.923082731736564,2025-09-30 21h24.02.403465 +0530,
136,0,136,[np.float64(-0.2783333333333333)],[np.float64(0.465)],[1],[0],[0],[1.84285550000277],['target'],136,0,136,0,279.8627267000011,,10,279.8502902,279.8627267000011,279.8627267000011,0.022463799999968614,281.6941095000002,[np.float64(-0.2783333333333333)],[np.float64(0.465)],[1],[0],[0],[1.84285550000277],['target'],p4,001,2025-09-30_21h23.54.665,04102024_3.0_Visual Search Task,,2025.1.1,59.923082731736564,2025-09-30 21h24.02.403465 +0530,
137,0,137,[np.float64(0.3333333333333333)],[np.float64(0.4033333333333333)],[1],[0],[0],[1.442688499999349],['target'],137,0,137,0,281.72590820000187,,10,281.71669250000195,281.72590820000187,281.72590820000187,0.02226900000096066,283.16047080000135,[np.float64(0.3333333333333333)],[np.float64(0.4033333333333333)],[1],[0],[0],[1.442688499999349],['target'],p4,001,2025-09-30_21h23.54.665,04102024_3.0_Visual Search Task,,2025.1.1,59.923082731736564,2025-09-30 21h24.02.403465 +0530,
138,0,138,[np.float64(-0.19333333333333333)],[np.float64(0.415)],[1],[0],[0],[1.655617300002632],['target'],138,0,138,0,283.176804499999,,5,283.17118029999983,283.176804499999,283.176804499999,0.010514499997952953,284.8279481999998,[np.float64(-0.19333333333333333)],[np.float64(0.415)],[1],[0],[0],[1.655617300002632],['target'],p4,001,2025-09-30_21h23.54.665,04102024_3.0_Visual Search Task,,2025.1.1,59.923082731736564,2025-09-30 21h24.02.403465 +0530,
139,0,139,[np.float64(0.115)],[np.float64(0.08333333333333333)],[1],[0],[0],[2.1483407000014267],['target'],139,0,139,0,284.85254519999944,,5,284.84407510000165,284.85254519999944,284.85254519999944,0.015902299997833325,286.9930757000002,[np.float64(0.115)],[np.float64(0.08333333333333333)],[1],[0],[0],[2.1483407000014267],['target'],p4,001,2025-09-30_21h23.54.665,04102024_3.0_Visual Search Task,,2025.1.1,59.923082731736564,2025-09-30 21h24.02.403465 +0530,
140,0,140,[np.float64(0.3933333333333333)],[np.float64(0.48583333333333334)],[1],[0],[0],[2.728192400001717],['target'],140,0,140,0,287.0250022,,10,287.0155612000017,287.0250022,287.0250022,0.022273099999438273,289.7448508999987,[np.float64(0.3933333333333333)],[np.float64(0.48583333333333334)],[1],[0],[0],[2.728192400001717],['target'],p4,001,2025-09-30_21h23.54.665,04102024_3.0_Visual Search Task,,2025.1.1,59.923082731736564,2025-09-30 21h24.02.403465 +0530,
141,0,141,[np.float64(0.15666666666666668)],[np.float64(0.07916666666666666)],[1],[0],[0],[2.3631042999986676],['target'],141,0,141,0,289.7722149000001,,10,289.763993200002,289.7722149000001,289.7722149000001,0.018778699999529636,292.12810309999986,[np.float64(0.15666666666666668)],[np.float64(0.07916666666666666)],[1],[0],[0],[2.3631042999986676],['target'],p4,001,2025-09-30_21h23.54.665,04102024_3.0_Visual Search Task,,2025.1.1,59.923082731736564,2025-09-30 21h24.02.403465 +0530,
142,0,142,[np.float64(-0.18083333333333335)],[np.float64(0.4975)],[1],[0],[0],[2.152618000000075],['target'],142,0,142,0,292.14626639999915,,5,292.1410108000018,292.14626639999915,292.14626639999915,0.012631400000827853,294.2946931000006,[np.float64(-0.18083333333333335)],[np.float64(0.4975)],[1],[0],[0],[2.152618000000075],['target'],p4,001,2025-09-30_21h23.54.665,04102024_3.0_Visual Search Task,,2025.1.1,59.923082731736564,2025-09-30 21h24.02.403465 +0530,
143,0,143,[np.float64(0.12)],[np.float64(0.18666666666666668)],[1],[0],[0],[1.6643861999982619],['target'],143,0,143,0,294.31927970000106,,5,294.3106666999993,294.31927970000106,294.31927970000106,0.015798200001881924,295.97573850000117,[np.float64(0.12)],[np.float64(0.18666666666666668)],[1],[0],[0],[1.6643861999982619],['target'],p4,001,2025-09-30_21h23.54.665,04102024_3.0_Visual Search Task,,2025.1.1,59.923082731736564,2025-09-30 21h24.02.403465 +0530,
144,0,144,[np.float64(0.22083333333333333)],[np.float64(0.0625)],[1],[0],[0],[1.833743899998808],['target'],144,0,144,0,296.0006558999994,,10,295.9932378000012,296.0006558999994,296.0006558999994,0.017379800003254786,297.82796880000024,[np.float64(0.22083333333333333)],[np.float64(0.0625)],[1],[0],[0],[1.833743899998808],['target'],p4,001,2025-09-30_21h23.54.665,04102024_3.0_Visual Search Task,,2025.1.1,59.923082731736564,2025-09-30 21h24.02.403465 +0530,
145,0,145,[np.float64(-0.4625)],[np.float64(0.465)],[1],[0],[0],[1.5847981000006257],['target'],145,0,145,0,297.8477189000005,,5,297.8425023999989,297.8477189000005,297.8477189000005,0.014286499997979263,299.4283050000013,[np.float64(-0.4625)],[np.float64(0.465)],[1],[0],[0],[1.5847981000006257],['target'],p4,001,2025-09-30_21h23.54.665,04102024_3.0_Visual Search Task,,2025.1.1,59.923082731736564,2025-09-30 21h24.02.403465 +0530,
146,0,146,[np.float64(0.29833333333333334)],[np.float64(0.47)],[1],[0],[0],[2.6759743000002345],['target'],146,0,146,0,299.45886769999925,,10,299.4500149000014,299.45886769999925,299.45886769999925,0.021481600000697654,302.1270294999995,[np.float64(0.29833333333333334)],[np.float64(0.47)],[1],[0],[0],[2.6759743000002345],['target'],p4,001,2025-09-30_21h23.54.665,04102024_3.0_Visual Search Task,,2025.1.1,59.923082731736564,2025-09-30 21h24.02.403465 +0530,
147,0,147,[np.float64(-0.44333333333333336)],[np.float64(0.005833333333333334)],[1],[0],[0],[1.846196399998007],['target'],147,0,147,0,302.1548675000013,,10,302.1468415999989,302.1548675000013,302.1548675000013,0.019344399999681627,303.99427039999864,[np.float64(-0.44333333333333336)],[np.float64(0.005833333333333334)],[1],[0],[0],[1.846196399998007],['target'],p4,001,2025-09-30_21h23.54.665,04102024_3.0_Visual Search Task,,2025.1.1,59.923082731736564,2025-09-30 21h24.02.403465 +0530,
148,0,148,[np.float64(-0.22416666666666665)],[np.float64(-0.4375)],[1],[0],[0],[2.2011041000005207],['target'],148,0,148,0,304.0145106000018,,5,304.0086196000011,304.0145106000018,304.0145106000018,0.013931800000136718,306.21101629999976,[np.float64(-0.22416666666666665)],[np.float64(-0.4375)],[1],[0],[0],[2.2011041000005207],['target'],p4,001,2025-09-30_21h23.54.665,04102024_3.0_Visual Search Task,,2025.1.1,59.923082731736564,2025-09-30 21h24.02.403465 +0530,
149,0,149,[np.float64(-0.33)],[np.float64(0.3258333333333333)],[1],[0],[0],[1.5363020000004326],['target'],149,0,149,0,306.2285434000005,,5,306.2231328000016,306.2285434000005,306.2285434000005,0.011860899998282548,307.7600276000012,[np.float64(-0.33)],[np.float64(0.3258333333333333)],[1],[0],[0],[1.5363020000004326],['target'],p4,001,2025-09-30_21h23.54.665,04102024_3.0_Visual Search Task,,2025.1.1,59.923082731736564,2025-09-30 21h24.02.403465 +0530,
150,0,150,[np.float64(0.1625)],[np.float64(-0.015833333333333335)],[1],[0],[0],[1.9961107999988599],['target'],150,0,150,0,307.7893691999998,,10,307.77928379999867,307.7893691999998,307.7893691999998,0.019112999998469604,309.7764787999986,[np.float64(0.1625)],[np.float64(-0.015833333333333335)],[1],[0],[0],[1.9961107999988599],['target'],p4,001,2025-09-30_21h23.54.665,04102024_3.0_Visual Search Task,,2025.1.1,59.923082731736564,2025-09-30 21h24.02.403465 +0530,
151,0,151,[np.float64(0.03166666666666667)],[np.float64(-0.2575)],[1],[0],[0],[2.0443606000008003],['target'],151,0,151,0,309.8075401999995,,5,309.7992645000013,309.8075401999995,309.8075401999995,0.022371000002749497,311.8447899999992,[np.float64(0.03166666666666667)],[np.float64(-0.2575)],[1],[0],[0],[2.0443606000008003],['target'],p4,001,2025-09-30_21h23.54.665,04102024_3.0_Visual Search Task,,2025.1.1,59.923082731736564,2025-09-30 21h24.02.403465 +0530,
152,0,152,[np.float64(0.32916666666666666)],[np.float64(0.4975)],[1],[0],[0],[3.015815200000361],['target'],152,0,152,0,311.87304900000163,,5,311.86105569999927,311.87304900000163,311.87304900000163,0.016020800001570024,314.87777500000084,[np.float64(0.32916666666666666)],[np.float64(0.4975)],[1],[0],[0],[3.015815200000361],['target'],p4,001,2025-09-30_21h23.54.665,04102024_3.0_Visual Search Task,,2025.1.1,59.923082731736564,2025-09-30 21h24.02.403465 +0530,
153,0,153,[np.float64(0.4141666666666667)],[np.float64(-0.44333333333333336)],[1],[0],[0],[1.8651759999993374],['target'],153,0,153,0,314.90379550000216,,5,314.8951429000008,314.90379550000216,314.90379550000216,0.017143200002465164,316.7614082,[np.float64(0.4141666666666667)],[np.float64(-0.44333333333333336)],[1],[0],[0],[1.8651759999993374],['target'],p4,001,2025-09-30_21h23.54.665,04102024_3.0_Visual Search Task,,2025.1.1,59.923082731736564,2025-09-30 21h24.02.403465 +0530,
154,0,154,[np.float64(0.058333333333333334)],[np.float64(-0.4766666666666667)],[1],[0],[0],[2.6669969000031415],['target'],154,0,154,0,316.8061278999994,,10,316.79230200000165,316.8061278999994,316.8061278999994,0.030672400000185007,319.4604456999987,[np.float64(0.058333333333333334)],[np.float64(-0.4766666666666667)],[1],[0],[0],[2.6669969000031415],['target'],p4,001,2025-09-30_21h23.54.665,04102024_3.0_Visual Search Task,,2025.1.1,59.923082731736564,2025-09-30 21h24.02.403465 +0530,
155,0,155,[np.float64(-0.2625)],[np.float64(-0.4725)],[1],[0],[0],[2.877457799997501],['target'],155,0,155,0,319.49024080000163,,10,319.4814785000017,319.49024080000163,319.49024080000163,0.020760399998835055,322.35970259999885,[np.float64(-0.2625)],[np.float64(-0.4725)],[1],[0],[0],[2.877457799997501],['target'],p4,001,2025-09-30_21h23.54.665,04102024_3.0_Visual Search Task,,2025.1.1,59.923082731736564,2025-09-30 21h24.02.403465 +0530,
156,0,156,[np.float64(0.015833333333333335)],[np.float64(0.021666666666666667)],[1],[0],[0],[3.8476072999983444],['target'],156,0,156,0,322.3860910000003,,10,322.3780184999996,322.3860910000003,322.3860910000003,0.018081999998685205,326.2268913000007,[np.float64(0.015833333333333335)],[np.float64(0.021666666666666667)],[1],[0],[0],[3.8476072999983444],['target'],p4,001,2025-09-30_21h23.54.665,04102024_3.0_Visual Search Task,,2025.1.1,59.923082731736564,2025-09-30 21h24.02.403465 +0530,
157,0,157,[np.float64(0.37166666666666665)],[np.float64(0.2833333333333333)],[1],[0],[0],[2.1616131999981008],['target'],157,0,157,0,326.2568444999997,,10,326.2477289000017,326.2568444999997,326.2568444999997,0.02058729999771458,328.4103060000016,[np.float64(0.37166666666666665)],[np.float64(0.2833333333333333)],[1],[0],[0],[2.1616131999981008],['target'],p4,001,2025-09-30_21h23.54.665,04102024_3.0_Visual Search Task,,2025.1.1,59.923082731736564,2025-09-30 21h24.02.403465 +0530,
158,0,158,[np.float64(-0.03)],[np.float64(0.4791666666666667)],[1],[0],[0],[1.729696900001727],['target'],158,0,158,0,328.43832509999993,,10,328.429920999999,328.43832509999993,328.43832509999993,0.0192468999994162,330.1609062999996,[np.float64(-0.03)],[np.float64(0.4791666666666667)],[1],[0],[0],[1.729696900001727],['target'],p4,001,2025-09-30_21h23.54.665,04102024_3.0_Visual Search Task,,2025.1.1,59.923082731736564,2025-09-30 21h24.02.403465 +0530,
159,0,159,[np.float64(-0.1675)],[np.float64(-0.22916666666666666)],[1],[0],[0],[1.8157804000002216],['target'],159,0,159,0,330.18525109999973,,5,330.17684670000017,330.18525109999973,330.18525109999973,0.015615999996953178,331.9940855999994,[np.float64(-0.1675)],[np.float64(-0.22916666666666666)],[1],[0],[0],[1.8157804000002216],['target'],p4,001,2025-09-30_21h23.54.665,04102024_3.0_Visual Search Task,,2025.1.1,59.923082731736564,2025-09-30 21h24.02.403465 +0530,
160,0,160,[np.float64(-0.33666666666666667)],[np.float64(-0.2025)],[1],[0],[0],[2.3828710000016144],['target'],160,0,160,0,332.01922840000043,,5,332.010583700001,332.01922840000043,332.01922840000043,0.016254800000751857,334.39465349999955,[np.float64(-0.33666666666666667)],[np.float64(-0.2025)],[1],[0],[0],[2.3828710000016144],['target'],p4,001,2025-09-30_21h23.54.665,04102024_3.0_Visual Search Task,,2025.1.1,59.923082731736564,2025-09-30 21h24.02.403465 +0530,
161,0,161,[np.float64(0.38916666666666666)],[np.float64(0.31333333333333335)],[1],[0],[0],[1.9830825999997614],['target'],161,0,161,0,334.4184556,,5,334.4105466000001,334.4184556,334.4184556,0.01564630000211764,336.39475279999897,[np.float64(0.38916666666666666)],[np.float64(0.31333333333333335)],[1],[0],[0],[1.9830825999997614],['target'],p4,001,2025-09-30_21h23.54.665,04102024_3.0_Visual Search Task,,2025.1.1,59.923082731736564,2025-09-30 21h24.02.403465 +0530,
162,0,162,[np.float64(-0.33416666666666667)],[np.float64(-0.37583333333333335)],[1],[0],[0],[2.1957688000002236],['target'],162,0,162,0,336.4205101000007,,5,336.4121661999998,336.4205101000007,336.4205101000007,0.017192100000102073,338.6085047999986,[np.float64(-0.33416666666666667)],[np.float64(-0.37583333333333335)],[1],[0],[0],[2.1957688000002236],['target'],p4,001,2025-09-30_21h23.54.665,04102024_3.0_Visual Search Task,,2025.1.1,59.923082731736564,2025-09-30 21h24.02.403465 +0530,
163,0,163,[np.float64(-0.2758333333333333)],[np.float64(-0.2783333333333333)],[1],[0],[0],[1.382142099999328],['target'],163,0,163,0,338.65691850000076,,10,338.64306280000164,338.65691850000076,338.65691850000076,0.03437299999859533,340.02626379999856,[np.float64(-0.2758333333333333)],[np.float64(-0.2783333333333333)],[1],[0],[0],[1.382142099999328],['target'],p4,001,2025-09-30_21h23.54.665,04102024_3.0_Visual Search Task,,2025.1.1,59.923082731736564,2025-09-30 21h24.02.403465 +0530,
164,0,164,[np.float64(-0.09416666666666666)],[np.float64(0.17083333333333334)],[1],[0],[0],[1.6639670000004116],['target'],164,0,164,0,340.05483430000095,,5,340.0459039000016,340.05483430000095,340.05483430000095,0.01933120000103372,341.7111408000019,[np.float64(-0.09416666666666666)],[np.float64(0.17083333333333334)],[1],[0],[0],[1.6639670000004116],['target'],p4,001,2025-09-30_21h23.54.665,04102024_3.0_Visual Search Task,,2025.1.1,59.923082731736564,2025-09-30 21h24.02.403465 +0530,
165,0,165,[np.float64(0.39916666666666667)],[np.float64(0.23333333333333334)],[1],[0],[0],[2.2494922000005317],['target'],165,0,165,0,341.75583130000086,,10,341.74238980000155,341.75583130000086,341.75583130000086,0.031031399998028064,343.9928839999993,[np.float64(0.39916666666666667)],[np.float64(0.23333333333333334)],[1],[0],[0],[2.2494922000005317],['target'],p4,001,2025-09-30_21h23.54.665,04102024_3.0_Visual Search Task,,2025.1.1,59.923082731736564,2025-09-30 21h24.02.403465 +0530,
166,0,166,[np.float64(-0.41)],[np.float64(0.41583333333333333)],[1],[0],[0],[1.8988341000003857],['target'],166,0,166,0,344.02050360000067,,10,344.0115568000001,344.02050360000067,344.02050360000067,0.018458500002452638,345.91140590000214,[np.float64(-0.41)],[np.float64(0.41583333333333333)],[1],[0],[0],[1.8988341000003857],['target'],p4,001,2025-09-30_21h23.54.665,04102024_3.0_Visual Search Task,,2025.1.1,59.923082731736564,2025-09-30 21h24.02.403465 +0530,
