testAnger,thisN,thisTrialN,thisRepN,lureCold,lureSleep,final_test,corrAns,key_resp_test.keys,key_resp_test.corr,key_resp_test.rt,key_resp_test.duration,trialsAnger.thisRepN,trialsAnger.thisTrialN,trialsAnger.thisN,trialsAnger.thisIndex,trialsCold.thisRepN,trialsCold.thisTrialN,trialsCold.thisN,trialsCold.thisIndex,trialsSleep.thisRepN,trialsSleep.thisTrialN,trialsSleep.thisN,trialsSleep.thisIndex,trialsTest.thisRepN,trialsTest.thisTrialN,trialsTest.thisN,trialsTest.thisIndex,thisRow.t,notes,welcome.started,text_welcome.started,text_welcome.stopped,welcome.stopped,instr.started,text_instr.started,key_resp_instr1.started,instr.stopped,key_resp_instr1.keys,key_resp_instr1.rt,key_resp_instr1.duration,lureAnger.started,textAnger.started,lureAnger.stopped,blank.started,textBlank.started,blank.stopped,lureCold_2.started,textCold.started,lureCold_2.stopped,lureSleep_2.started,textSleep.started,lureSleep_2.stopped,instr2.started,text_instr2.started,key_resp_instr2.started,instr2.stopped,key_resp_instr2.keys,key_resp_instr2.rt,key_resp_instr2.duration,math.started,textMath.started,key_resp_math.started,math.stopped,key_resp_math.keys,key_resp_math.rt,key_resp_math.duration,instr3.started,text_instr3.started,key_resp_instr3.started,instr3.stopped,key_resp_instr3.keys,key_resp_instr3.rt,key_resp_instr3.duration,test.started,textTest.started,key_resp_test.started,test.stopped,trialsTest.key_resp_test.keys,trialsTest.key_resp_test.corr,trialsTest.key_resp_test.rt,trialsTest.key_resp_test.duration,textBlank.stopped,thanks.started,textThanks.started,key_resp_exit.started,thanks.stopped,key_resp_exit.keys,key_resp_exit.rt,key_resp_exit.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
rage,8,8,0,,,,,,,,,0,8,8,3,,,,,,,,,,,,,15.793475900019985,,,,,,,,,,,,,15.780554199998733,15.793475900019985,16.776875299983658,16.77693819999695,16.793452800018713,17.276527700014412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,001,2025-11-20_09h47.50.210,solo_project_drm,,2025.1.1,60.149326728211946,2025-11-20 09h47.55.466962 +0530,
fury,9,9,0,,,,,,,,,0,9,9,5,,,,,,,,,,,,,17.292896100028884,,,,,,,,,,,,,17.280120600014925,17.292896100028884,18.27637139998842,18.27643850003369,18.2929451999953,18.776843500032555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,001,2025-11-20_09h47.50.210,solo_project_drm,,2025.1.1,60.149326728211946,2025-11-20 09h47.55.466962 +0530,
,0,0,0,chilly,,,,,,,,,,,,0,0,0,4,,,,,,,,,18.79472489998443,,,,,,,,,,,,,,,,19.776221300009638,19.792565700015984,20.27700060000643,18.79053830000339,18.79472489998443,19.7761593000032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,001,2025-11-20_09h47.50.210,solo_project_drm,,2025.1.1,60.149326728211946,2025-11-20 09h47.55.466962 +0530,
,1,1,0,shiver,,,,,,,,,,,,0,1,1,7,,,,,,,,,20.293418499990366,,,,,,,,,,,,,,,,21.27698900003452,21.293011200032197,21.776047400024254,20.282141500036232,20.293418499990366,21.276899499993306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,001,2025-11-20_09h47.50.210,solo_project_drm,,2025.1.1,60.149326728211946,2025-11-20 09h47.55.466962 +0530,
,2,2,0,winter,,,,,,,,,,,,0,2,2,1,,,,,,,,,21.792560600035358,,,,,,,,,,,,,,,,22.776366500009317,22.79293160000816,23.27682420000201,21.77942700003041,21.792560600035358,22.776312300004065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,001,2025-11-20_09h47.50.210,solo_project_drm,,2025.1.1,60.149326728211946,2025-11-20 09h47.55.466962 +0530,
,3,3,0,freeze,,,,,,,,,,,,0,3,3,6,,,,,,,,,23.29294920002576,,,,,,,,,,,,,,,,24.276872000016738,24.292974399984814,24.776656300004106,23.27972230000887,23.29294920002576,24.2767998999916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,001,2025-11-20_09h47.50.210,solo_project_drm,,2025.1.1,60.149326728211946,2025-11-20 09h47.55.466962 +0530,
,4,4,0,weather,,,,,,,,,,,,0,4,4,8,,,,,,,,,24.793040600023232,,,,,,,,,,,,,,,,25.77651130000595,25.793404299998656,26.276765100017656,24.78084060002584,24.793040600023232,25.77645320002921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,001,2025-11-20_09h47.50.210,solo_project_drm,,2025.1.1,60.149326728211946,2025-11-20 09h47.55.466962 +0530,
,5,5,0,hot,,,,,,,,,,,,0,5,5,9,,,,,,,,,26.293528400012292,,,,,,,,,,,,,,,,27.276820500032045,27.29343910003081,27.776782800036017,26.279952300013974,26.293528400012292,27.276726000010967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,001,2025-11-20_09h47.50.210,solo_project_drm,,2025.1.1,60.149326728211946,2025-11-20 09h47.55.466962 +0530,
,6,6,0,wet,,,,,,,,,,,,0,6,6,3,,,,,,,,,27.793205499998294,,,,,,,,,,,,,,,,28.776753699989058,28.79350450000493,29.276895500021055,27.779746900021564,27.793205499998294,28.776679300004616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,001,2025-11-20_09h47.50.210,solo_project_drm,,2025.1.1,60.149326728211946,2025-11-20 09h47.55.466962 +0530,
,7,7,0,snow,,,,,,,,,,,,0,7,7,0,,,,,,,,,29.29282149998471,,,,,,,,,,,,,,,,30.276710500009358,30.292974999989383,30.77636210003402,29.282230700016953,29.29282149998471,30.276639299991075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,001,2025-11-20_09h47.50.210,solo_project_drm,,2025.1.1,60.149326728211946,2025-11-20 09h47.55.466962 +0530,
,8,8,0,ice,,,,,,,,,,,,0,8,8,2,,,,,,,,,30.792634100012947,,,,,,,,,,,,,,,,31.77653899998404,31.79288020002423,32.27632940001786,30.77973380003823,30.792634100012947,31.77647939999588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,001,2025-11-20_09h47.50.210,solo_project_drm,,2025.1.1,60.149326728211946,2025-11-20 09h47.55.466962 +0530,
,9,9,0,air,,,,,,,,,,,,0,9,9,5,,,,,,,,,32.29294579999987,,,,,,,,,,,,,,,,33.27639310003724,33.29270980000729,33.77676760003669,32.28141270001652,32.29294579999987,33.27630610001506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,001,2025-11-20_09h47.50.210,solo_project_drm,,2025.1.1,60.149326728211946,2025-11-20 09h47.55.466962 +0530,
,0,0,0,,snore,,,,,,,,,,,,,,,0,0,0,5,,,,,33.79446230002213,,,,,,,,,,,,,,,,34.77611680002883,34.79297619999852,35.27642559999367,,,,33.79146209999453,33.79446230002213,34.77606270002434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,001,2025-11-20_09h47.50.210,solo_project_drm,,2025.1.1,60.149326728211946,2025-11-20 09h47.55.466962 +0530,
,1,1,0,,bed,,,,,,,,,,,,,,,0,1,1,0,,,,,35.36599070002558,,,,,,,,,,,,,,,,36.276328600011766,36.292797600035556,36.776457600004505,,,,35.362836899992544,35.36599070002558,36.27627550001489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,001,2025-11-20_09h47.50.210,solo_project_drm,,2025.1.1,60.149326728211946,2025-11-20 09h47.55.466962 +0530,
,2,2,0,,nap,,,,,,,,,,,,,,,0,2,2,6,,,,,36.793025300023146,,,,,,,,,,,,,,,,37.77700599998934,37.79297619999852,38.27685680001741,,,,36.78022960003,36.793025300023146,37.776931200001854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,001,2025-11-20_09h47.50.210,solo_project_drm,,2025.1.1,60.149326728211946,2025-11-20 09h47.55.466962 +0530,
,3,3,0,,blanket,,,,,,,,,,,,,,,0,3,3,7,,,,,38.292969800007995,,,,,,,,,,,,,,,,39.27680480002891,39.29278309998335,39.77624310000101,,,,38.28271539998241,38.292969800007995,39.27671549998922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,001,2025-11-20_09h47.50.210,solo_project_drm,,2025.1.1,60.149326728211946,2025-11-20 09h47.55.466962 +0530,
,4,4,0,,slumber,,,,,,,,,,,,,,,0,4,4,8,,,,,39.79263969999738,,,,,,,,,,,,,,,,40.77671070001088,40.793375300010666,41.27627949998714,,,,39.78007300000172,39.79263969999738,40.77665790001629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,001,2025-11-20_09h47.50.210,solo_project_drm,,2025.1.1,60.149326728211946,2025-11-20 09h47.55.466962 +0530,
,5,5,0,,awake,,,,,,,,,,,,,,,0,5,5,2,,,,,41.29265389998909,,,,,,,,,,,,,,,,42.27682259998983,42.292935899982695,42.776245500019286,,,,41.28111540002283,41.29265389998909,42.27671649999684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,001,2025-11-20_09h47.50.210,solo_project_drm,,2025.1.1,60.149326728211946,2025-11-20 09h47.55.466962 +0530,
,6,6,0,,tired,,,,,,,,,,,,,,,0,6,6,4,,,,,42.7925804000115,,,,,,,,,,,,,,,,43.77617900003679,43.79312510002637,44.27662770001916,,,,42.77979770000093,42.7925804000115,43.776125799980946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,001,2025-11-20_09h47.50.210,solo_project_drm,,2025.1.1,60.149326728211946,2025-11-20 09h47.55.466962 +0530,
,7,7,0,,rest,,,,,,,,,,,,,,,0,7,7,1,,,,,44.29268419998698,,,,,,,,,,,,,,,,45.2761381000164,45.29301660001511,45.776619100011885,,,,44.2793745000381,44.29268419998698,45.276070500025526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,001,2025-11-20_09h47.50.210,solo_project_drm,,2025.1.1,60.149326728211946,2025-11-20 09h47.55.466962 +0530,
,8,8,0,,yawn,,,,,,,,,,,,,,,0,8,8,9,,,,,45.792730199988,,,,,,,,,,,,,,,,46.775821799994446,46.79252690001158,47.276150799996685,,,,45.779910299985204,45.792730199988,46.77577090001432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,001,2025-11-20_09h47.50.210,solo_project_drm,,2025.1.1,60.149326728211946,2025-11-20 09h47.55.466962 +0530,
,9,9,0,,dream,,,,,,,,,,,,,,,0,9,9,3,,,,,47.29253710003104,,,,,,,,,,,,,,,,48.276630399981514,48.2926856999984,48.77607200003695,,,,47.279802400036715,47.29253710003104,48.27654230000917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,001,2025-11-20_09h47.50.210,solo_project_drm,,2025.1.1,60.149326728211946,2025-11-20 09h47.55.466962 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.77622420003172,48.792967799992766,48.792967799992766,52.42687070003012,space,3.624046700017061,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,001,2025-11-20_09h47.50.210,solo_project_drm,,2025.1.1,60.149326728211946,2025-11-20 09h47.55.466962 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.42697909998242,52.4428884999943,52.4428884999943,53.51027000002796,3,1.0537343000178225,None,,,,,,,,,,,,,,,,,,,,,,,,11,001,2025-11-20_09h47.50.210,solo_project_drm,,2025.1.1,60.149326728211946,2025-11-20 09h47.55.466962 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.51041719998466,53.526408799982164,53.526408799982164,56.911776199995074,space,3.38021029997617,None,,,,,,,,,,,,,,,,,11,001,2025-11-20_09h47.50.210,solo_project_drm,,2025.1.1,60.149326728211946,2025-11-20 09h47.55.466962 +0530,
,0,0,0,,,sleep,n,y,0,2.793394000036642,None,,,,,,,,,,,,,0,0,0,2,56.92638550000265,,,,,,,,,,,,,,,,59.72700120002264,59.74279150000075,60.226534500019625,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.922277999983635,56.92638550000265,56.92638550000265,59.726853300002404,y,0,2.793394000036642,None,60.24292340001557,,,,,,,,11,001,2025-11-20_09h47.50.210,solo_project_drm,,2025.1.1,60.149326728211946,2025-11-20 09h47.55.466962 +0530,
,1,1,0,,,snow,y,n,0,0.6437298000091687,None,,,,,,,,,,,,,0,1,1,4,60.24292340001557,,,,,,,,,,,,,,,,60.89310610003304,60.9090251000016,61.39280780003173,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.22988520003855,60.24292340001557,60.24292340001557,60.89301090000663,n,0,0.6437298000091687,None,61.40906040003756,,,,,,,,11,001,2025-11-20_09h47.50.210,solo_project_drm,,2025.1.1,60.149326728211946,2025-11-20 09h47.55.466962 +0530,
,2,2,0,,,guitar,n,n,1,0.6263972999877296,None,,,,,,,,,,,,,0,2,2,8,61.40906040003756,,,,,,,,,,,,,,,,62.042886000010185,62.059053600009065,62.54320810001809,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.39713350002421,61.40906040003756,61.40906040003756,62.04279380000662,n,1,0.6263972999877296,None,62.559375200013164,,,,,,,,11,001,2025-11-20_09h47.50.210,solo_project_drm,,2025.1.1,60.149326728211946,2025-11-20 09h47.55.466962 +0530,
,3,3,0,,,cold,n,y,0,0.7702439000131562,None,,,,,,,,,,,,,0,3,3,1,62.559375200013164,,,,,,,,,,,,,,,,63.34311329998309,63.35932109999703,63.84313049999764,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.54692019999493,62.559375200013164,62.559375200013164,63.34302229998866,y,0,0.7702439000131562,None,63.85915289999684,,,,,,,,11,001,2025-11-20_09h47.50.210,solo_project_drm,,2025.1.1,60.149326728211946,2025-11-20 09h47.55.466962 +0530,
,4,4,0,,,ocean,n,n,1,1.730889800004661,None,,,,,,,,,,,,,0,4,4,9,63.85915289999684,,,,,,,,,,,,,,,,65.59333120001247,65.6092798000318,66.09277450002264,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.847403899999335,63.85915289999684,63.85915289999684,65.59322149999207,n,1,1.730889800004661,None,66.10928869998315,,,,,,,,11,001,2025-11-20_09h47.50.210,solo_project_drm,,2025.1.1,60.149326728211946,2025-11-20 09h47.55.466962 +0530,
,5,5,0,,,anger,n,y,0,3.7361139000277035,None,,,,,,,,,,,,,0,5,5,0,66.10928869998315,,,,,,,,,,,,,,,,69.85932550003054,69.87543010001536,70.35957690002397,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.09602009999799,66.10928869998315,66.10928869998315,69.85923699999694,y,0,3.7361139000277035,None,,,,,,,,,11,001,2025-11-20_09h47.50.210,solo_project_drm,,2025.1.1,60.149326728211946,2025-11-20 09h47.55.466962 +0530,
,6,6,0,,,dream,y,y,1,2.2338080999907106,None,,,,,,,,,,,,,0,6,6,6,70.3756780999829,,,,,,,,,,,,,,,,72.61093840003014,72.62616929999785,73.10948490002193,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.36321250000037,70.3756780999829,70.3756780999829,72.61080999998376,y,1,2.2338080999907106,None,73.12525209999876,,,,,,,,11,001,2025-11-20_09h47.50.210,solo_project_drm,,2025.1.1,60.149326728211946,2025-11-20 09h47.55.466962 +0530,
,7,7,0,,,apple,n,n,1,0.7166574000148103,None,,,,,,,,,,,,,0,7,7,7,73.12525209999876,,,,,,,,,,,,,,,,73.84381049999502,73.85932390001835,74.34279299998889,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.11286809999729,73.12525209999876,73.12525209999876,73.84367269999348,n,1,0.7166574000148103,None,74.3592935000197,,,,,,,,11,001,2025-11-20_09h47.50.210,solo_project_drm,,2025.1.1,60.149326728211946,2025-11-20 09h47.55.466962 +0530,
,8,8,0,,,bed,y,y,1,1.048111299984157,None,,,,,,,,,,,,,0,8,8,5,74.3592935000197,,,,,,,,,,,,,,,,75.4095459000091,75.42576980002923,75.90956150001148,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.3464216000284,74.3592935000197,74.3592935000197,75.4094436999876,y,1,1.048111299984157,None,75.9257158000255,,,,,,,,11,001,2025-11-20_09h47.50.210,solo_project_drm,,2025.1.1,60.149326728211946,2025-11-20 09h47.55.466962 +0530,
,9,9,0,,,mad,y,y,1,1.737515299988445,None,,,,,,,,,,,,,0,9,9,3,75.9257158000255,,,,,,,,,,,,,,,,77.6755761000095,77.69234190002317,78.17546170001151,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.91306009999244,75.9257158000255,75.9257158000255,77.67547800001921,y,1,1.737515299988445,None,78.19203869998455,,,,,,,,11,001,2025-11-20_09h47.50.210,solo_project_drm,,2025.1.1,60.149326728211946,2025-11-20 09h47.55.466962 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.17561780003598,78.19203869998455,78.19203869998455,80.59276510000927,space,2.3937300000106916,None,11,001,2025-11-20_09h47.50.210,solo_project_drm,,2025.1.1,60.149326728211946,2025-11-20 09h47.55.466962 +0530,
