7.0214 	INFO 	Loaded monitor calibration from ['2025_08_21 09:54']
7.0276 	WARNING 	User requested fullscreen with size [1280  800], but screen is actually [1920, 1200]. Using actual size
7.3367 	INFO 	Using renderer 'Intel(R) UHD Graphics' for graphics
7.3368 	INFO 	OpenGL version supported by driver is 4..
7.3535 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=True, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001F1918D9930>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001F1918D98D0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=True, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001F19198B190>, multiSample=False, name='window1', numSamples=2, pos=[np.float64(0.0), np.float64(0.0)], screen=0, size=array([1920, 1200]), stencilBits=8, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
7.3536 	EXP 	window1: backgroundImage = ''
7.3536 	EXP 	window1: backgroundFit = 'none'
7.6648 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
7.6648 	EXP 	window1: recordFrameIntervals = False
7.8224 	EXP 	window1: recordFrameIntervals = True
8.0057 	EXP 	Screen (0) actual frame rate measured at 60.09Hz
8.0057 	EXP 	window1: recordFrameIntervals = False
8.1472 	INFO 	keyboard.Keyboard is using ptb backend.
8.1473 	EXP 	word_priming_exp: status = STARTED
8.1725 	EXP 	Created StudyText = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='StudyText', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
8.2302 	EXP 	Created Studyslider = Slider(__class__=<class 'psychopy.visual.slider.Slider'>, autoDraw=False, autoLog=True, borderColor=None, color=None, colorSpace='rgb', depth=-1, fillColor=None, flip=False, font='Noto Sans', granularity=0.0, labelColor=None, labelHeight=np.float64(0.05), labelWrapWidth=None, labels=['familiar', 'unfamiliar'], lineColor=None, markerColor=None, name='Studyslider', opacity=None, ori=0.0, pos=array([ 0. , -0.3]), readOnly=False, self=UNKNOWN, size=array([1. , 0.1]), startValue=None, style='rating', styleTweaks=[], ticks=array([1, 2, 3, 4, 5]), units='height', win=Window(...))
8.2308 	EXP 	Created Test_Text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='Test_Text', opacity=1, ori=0.0, pos=array([0. , 0.3]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
8.2901 	EXP 	Created submit_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=np.float64(0.05), italic=False, languageStyle='LTR', name='submit_text', opacity=1, ori=0.0, pos=array([ 0. , -0.3]), rgb=UNKNOWN, text='click to submit', units='height', win=Window(...), wrapWidth=1)
0.0016 	EXP 	Studyslider: autoLog = True
0.0016 	EXP 	Studyslider: styleTweaks = []
0.0016 	EXP 	Studyslider: styleTweaks = []
0.0016 	EXP 	Studyslider: styleTweaks = []
0.0016 	EXP 	Studyslider: styleTweaks = []
0.0016 	EXP 	Studyslider: contrast = 1.0
0.0016 	EXP 	Studyslider: markerPos = None
0.0016 	EXP 	Studyslider: autoLog = True
0.0016 	EXP 	textbox: autoLog = True
0.0069 	EXP 	Imported study_words.xlsx as conditions, 15 conditions, 1 params
0.0073 	EXP 	New trial (rep=0, index=0): <Trial 0 (0 in rep 0) data={'study_word': 'poster', 'thisN': 0, 'thisTrialN': 0, 'thisRepN': 0}>
0.0185 	EXP 	StudyText: height = np.float64(0.05)
0.0185 	EXP 	StudyText: height = np.float64(0.05)
0.0185 	EXP 	StudyText: height = np.float64(0.05)
0.0185 	EXP 	StudyText: text = 'poster'
0.0185 	EXP 	Studyslider: markerPos = None
0.0185 	EXP 	Studyslider: markerPos = None
0.0185 	EXP 	StudyText: autoDraw = True
0.0185 	EXP 	Studyslider: autoDraw = True
1.5248 	DATA 	Mouse: Left button down, pos=(368,246)
1.5491 	EXP 	Studyslider: markerPos = np.float64(1.0266666666666666)
1.5657 	EXP 	Studyslider: markerPos = np.float64(1.0266666666666666)
1.5824 	EXP 	Studyslider: markerPos = np.float64(1.0266666666666666)
1.5988 	EXP 	Studyslider: markerPos = np.float64(1.0266666666666666)
1.6155 	EXP 	Studyslider: markerPos = np.float64(1.0266666666666666)
1.6321 	EXP 	Studyslider: markerPos = np.float64(1.0266666666666666)
1.6486 	EXP 	Studyslider: markerPos = np.float64(1.0266666666666666)
1.6654 	EXP 	Studyslider: markerPos = np.float64(1.0266666666666666)
1.6820 	EXP 	Studyslider: markerPos = np.float64(1.0266666666666666)
1.6986 	EXP 	Studyslider: markerPos = np.float64(1.0266666666666666)
1.7154 	EXP 	Studyslider: markerPos = np.float64(1.0266666666666666)
1.7317 	EXP 	Studyslider: markerPos = np.float64(1.0266666666666666)
1.7488 	EXP 	Studyslider: markerPos = np.float64(1.0266666666666666)
1.7557 	DATA 	Mouse:  Left button up, pos=(368,246)
1.7654 	EXP 	Studyslider: markerPos = np.float64(1.0266666666666666)
1.7819 	EXP 	Studyslider: markerPos = np.float64(1.0266666666666666)
1.7836 	EXP 	New trial (rep=0, index=1): <Trial 1 (1 in rep 0) data={'study_word': 'cruise', 'thisN': 1, 'thisTrialN': 1, 'thisRepN': 0}>
1.7986 	EXP 	StudyText: autoDraw = False
1.7986 	EXP 	Studyslider: autoDraw = False
1.7986 	EXP 	StudyText: height = np.float64(0.05)
1.7986 	EXP 	StudyText: height = np.float64(0.05)
1.7986 	EXP 	StudyText: height = np.float64(0.05)
1.7986 	EXP 	StudyText: text = 'cruise'
1.7986 	EXP 	Studyslider: markerPos = None
1.7986 	EXP 	Studyslider: markerPos = None
1.7986 	EXP 	StudyText: autoDraw = True
1.7986 	EXP 	Studyslider: autoDraw = True
3.4167 	DATA 	Mouse: Left button down, pos=(368,246)
3.4321 	EXP 	Studyslider: markerPos = np.float64(1.0266666666666666)
3.4490 	EXP 	Studyslider: markerPos = np.float64(1.0266666666666666)
3.4656 	EXP 	Studyslider: markerPos = np.float64(1.0266666666666666)
3.4819 	EXP 	Studyslider: markerPos = np.float64(1.0266666666666666)
3.4989 	EXP 	Studyslider: markerPos = np.float64(1.0266666666666666)
3.5156 	EXP 	Studyslider: markerPos = np.float64(1.0266666666666666)
3.5320 	EXP 	Studyslider: markerPos = np.float64(1.0266666666666666)
3.5489 	EXP 	Studyslider: markerPos = np.float64(1.0266666666666666)
3.5655 	EXP 	Studyslider: markerPos = np.float64(1.0266666666666666)
3.5820 	EXP 	Studyslider: markerPos = np.float64(1.0266666666666666)
3.5989 	EXP 	Studyslider: markerPos = np.float64(1.0266666666666666)
3.6156 	EXP 	Studyslider: markerPos = np.float64(1.0266666666666666)
3.6320 	EXP 	Studyslider: markerPos = np.float64(1.0266666666666666)
3.6343 	DATA 	Mouse:  Left button up, pos=(368,246)
3.6489 	EXP 	Studyslider: markerPos = np.float64(1.0266666666666666)
3.6501 	EXP 	New trial (rep=0, index=2): <Trial 2 (2 in rep 0) data={'study_word': 'keys', 'thisN': 2, 'thisTrialN': 2, 'thisRepN': 0}>
3.6654 	EXP 	StudyText: autoDraw = False
3.6654 	EXP 	Studyslider: autoDraw = False
3.6654 	EXP 	StudyText: height = np.float64(0.05)
3.6654 	EXP 	StudyText: height = np.float64(0.05)
3.6654 	EXP 	StudyText: height = np.float64(0.05)
3.6654 	EXP 	StudyText: text = 'keys'
3.6654 	EXP 	Studyslider: markerPos = None
3.6654 	EXP 	Studyslider: markerPos = None
3.6654 	EXP 	StudyText: autoDraw = True
3.6654 	EXP 	Studyslider: autoDraw = True
4.2416 	DATA 	Mouse: Left button down, pos=(368,246)
4.2654 	EXP 	Studyslider: markerPos = np.float64(1.0266666666666666)
4.2821 	EXP 	Studyslider: markerPos = np.float64(1.0266666666666666)
4.2987 	EXP 	Studyslider: markerPos = np.float64(1.0266666666666666)
4.3153 	EXP 	Studyslider: markerPos = np.float64(1.0266666666666666)
4.3323 	EXP 	Studyslider: markerPos = np.float64(1.0266666666666666)
4.3487 	EXP 	Studyslider: markerPos = np.float64(1.0266666666666666)
4.3653 	EXP 	Studyslider: markerPos = np.float64(1.0266666666666666)
4.3823 	EXP 	Studyslider: markerPos = np.float64(1.0266666666666666)
4.3989 	EXP 	Studyslider: markerPos = np.float64(1.0266666666666666)
4.4155 	EXP 	Studyslider: markerPos = np.float64(1.0266666666666666)
4.4323 	EXP 	Studyslider: markerPos = np.float64(1.0266666666666666)
4.4487 	EXP 	Studyslider: markerPos = np.float64(1.0266666666666666)
4.4571 	DATA 	Mouse:  Left button up, pos=(368,246)
4.4654 	EXP 	Studyslider: markerPos = np.float64(1.0266666666666666)
4.4823 	EXP 	Studyslider: markerPos = np.float64(1.0266666666666666)
4.4836 	EXP 	New trial (rep=0, index=3): <Trial 3 (3 in rep 0) data={'study_word': 'marble', 'thisN': 3, 'thisTrialN': 3, 'thisRepN': 0}>
4.4988 	EXP 	StudyText: autoDraw = False
4.4988 	EXP 	Studyslider: autoDraw = False
4.4988 	EXP 	StudyText: height = np.float64(0.05)
4.4988 	EXP 	StudyText: height = np.float64(0.05)
4.4988 	EXP 	StudyText: height = np.float64(0.05)
4.4988 	EXP 	StudyText: text = 'marble'
4.4988 	EXP 	Studyslider: markerPos = None
4.4988 	EXP 	Studyslider: markerPos = None
4.4988 	EXP 	StudyText: autoDraw = True
4.4988 	EXP 	Studyslider: autoDraw = True
4.9221 	DATA 	Mouse: Left button down, pos=(368,246)
4.9487 	EXP 	Studyslider: markerPos = np.float64(1.0266666666666666)
4.9655 	EXP 	Studyslider: markerPos = np.float64(1.0266666666666666)
4.9820 	EXP 	Studyslider: markerPos = np.float64(1.0266666666666666)
4.9988 	EXP 	Studyslider: markerPos = np.float64(1.0266666666666666)
5.0153 	EXP 	Studyslider: markerPos = np.float64(1.0266666666666666)
5.0318 	EXP 	Studyslider: markerPos = np.float64(1.0266666666666666)
