pos,corr_resp,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,fixation.started,line1.started,line2.started,line3.started,line4.started,fixation.stopped,probe.started,key_resp.started,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,trials_2.key_resp.keys,trials_2.key_resp.corr,trials_2.key_resp.rt,trials_2.key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
-50,x,0,0,0,x,1,0.8891869999933988,None,0,0,0,0,,,,,0.012864999996963888,,0.008977899997262284,0.012864999996963888,1.0009661000076449,1.0009661000076449,1.0009661000076449,1.0009661000076449,1.0177599000016926,2.0007588000007672,2.0007588000007672,2.913239400004386,x,1,0.8891869999933988,None,,,,,participant1,001,2025-10-04_21h35.37.853,11102024_4.0_Motor Sequence Learning,,2025.1.1,60.219959423152886,2025-10-04 21h35.50.971619 +0530,
150,v,1,1,0,v,1,0.7246327999891946,None,0,1,1,1,,,,,2.917523700001766,,2.9134880000056,2.917523700001766,3.917330399999628,3.917330399999628,3.917330399999628,3.917330399999628,3.917330399999628,4.9174511000019265,4.9174511000019265,5.651823000007425,v,1,0.7246327999891946,None,,,,,participant1,001,2025-10-04_21h35.37.853,11102024_4.0_Motor Sequence Learning,,2025.1.1,60.219959423152886,2025-10-04 21h35.50.971619 +0530,
50,c,2,2,0,c,1,0.9221457999956328,None,0,2,2,2,,,,,5.667418400000315,,5.652050500008045,5.667418400000315,6.667569800003548,6.667569800003548,6.667569800003548,6.667569800003548,6.667569800003548,7.667312100005802,7.667312100005802,8.602117100002943,c,1,0.9221457999956328,None,,,,,participant1,001,2025-10-04_21h35.37.853,11102024_4.0_Motor Sequence Learning,,2025.1.1,60.219959423152886,2025-10-04 21h35.50.971619 +0530,
-150,z,3,3,0,z,1,0.5624281000054907,None,0,3,3,3,,,,,8.61738029999833,,8.602418399997987,8.61738029999833,9.617226100002881,9.617226100002881,9.617226100002881,9.617226100002881,9.617226100002881,10.617520600004354,10.617520600004354,11.18759489999502,z,1,0.5624281000054907,None,,,,,participant1,001,2025-10-04_21h35.37.853,11102024_4.0_Motor Sequence Learning,,2025.1.1,60.219959423152886,2025-10-04 21h35.50.971619 +0530,
-50,x,4,0,1,x,1,0.7776408000063384,None,1,0,4,0,,,,,11.201723599995603,,11.188240100003895,11.201723599995603,12.201382600003853,12.201382600003853,12.201382600003853,12.201382600003853,12.201382600003853,13.201344600005541,13.201344600005541,13.98742879999918,x,1,0.7776408000063384,None,,,,,participant1,001,2025-10-04_21h35.37.853,11102024_4.0_Motor Sequence Learning,,2025.1.1,60.219959423152886,2025-10-04 21h35.50.971619 +0530,
150,v,5,1,1,v,1,0.5797907000087434,None,1,1,5,1,,,,,14.001334100001259,,13.987896100006765,14.001334100001259,15.001384899995173,15.001384899995173,15.001384899995173,15.001384899995173,15.001384899995173,16.00125040000421,16.00125040000421,16.58701750000182,v,1,0.5797907000087434,None,,,,,participant1,001,2025-10-04_21h35.37.853,11102024_4.0_Motor Sequence Learning,,2025.1.1,60.219959423152886,2025-10-04 21h35.50.971619 +0530,
50,c,6,2,1,c,1,0.5952720000059344,None,1,2,6,2,,,,,16.601380499996594,,16.587452200008556,16.601380499996594,17.600628800006234,17.600628800006234,17.600628800006234,17.600628800006234,17.600628800006234,18.60102360000019,18.60102360000019,19.207190200002515,c,1,0.5952720000059344,None,,,,,participant1,001,2025-10-04_21h35.37.853,11102024_4.0_Motor Sequence Learning,,2025.1.1,60.219959423152886,2025-10-04 21h35.50.971619 +0530,
-150,z,7,3,1,z,1,0.40299279999453574,None,1,3,7,3,,,,,19.221511299998383,,19.2074641000072,19.221511299998383,20.20655460000853,20.20655460000853,20.20655460000853,20.20655460000853,20.22366730000067,21.206099200004246,21.206099200004246,21.626724900008412,z,1,0.40299279999453574,None,,,,,participant1,001,2025-10-04_21h35.37.853,11102024_4.0_Motor Sequence Learning,,2025.1.1,60.219959423152886,2025-10-04 21h35.50.971619 +0530,
-50,x,8,0,2,x,1,0.6795504000037909,None,2,0,8,0,,,,,21.6390195999993,,21.62724430000526,21.6390195999993,22.634437700005947,22.634437700005947,22.634437700005947,22.634437700005947,22.65112880000379,23.63410969999677,23.63410969999677,24.319984400004614,x,1,0.6795504000037909,None,,,,,participant1,001,2025-10-04_21h35.37.853,11102024_4.0_Motor Sequence Learning,,2025.1.1,60.219959423152886,2025-10-04 21h35.50.971619 +0530,
150,v,9,1,2,v,1,0.42131700000027195,None,2,1,9,1,,,,,24.334279200003948,,24.32043780000822,24.334279200003948,25.334551899999497,25.334551899999497,25.334551899999497,25.334551899999497,25.334551899999497,26.33430309999676,26.33430309999676,26.769941499995184,v,1,0.42131700000027195,None,,,,,participant1,001,2025-10-04_21h35.37.853,11102024_4.0_Motor Sequence Learning,,2025.1.1,60.219959423152886,2025-10-04 21h35.50.971619 +0530,
