testAnger,thisN,thisTrialN,thisRepN,lureCold,lureSleep,final_test,corrAns,key_resp_test.keys,key_resp_test.corr,key_resp_test.rt,key_resp_test.duration,trialsAnger.thisRepN,trialsAnger.thisTrialN,trialsAnger.thisN,trialsAnger.thisIndex,trialsCold.thisRepN,trialsCold.thisTrialN,trialsCold.thisN,trialsCold.thisIndex,trialsSleep.thisRepN,trialsSleep.thisTrialN,trialsSleep.thisN,trialsSleep.thisIndex,trialsTest.thisRepN,trialsTest.thisTrialN,trialsTest.thisN,trialsTest.thisIndex,thisRow.t,notes,welcome.started,text_welcome.started,text_welcome.stopped,welcome.stopped,instr.started,text_instr.started,key_resp_instr1.started,instr.stopped,key_resp_instr1.keys,key_resp_instr1.rt,key_resp_instr1.duration,lureAnger.started,textAnger.started,lureAnger.stopped,blank.started,textBlank.started,blank.stopped,lureCold_2.started,textCold.started,lureCold_2.stopped,lureSleep_2.started,textSleep.started,lureSleep_2.stopped,instr2.started,text_instr2.started,key_resp_instr2.started,instr2.stopped,key_resp_instr2.keys,key_resp_instr2.rt,key_resp_instr2.duration,math.started,textMath.started,key_resp_math.started,math.stopped,key_resp_math.keys,key_resp_math.rt,key_resp_math.duration,instr3.started,text_instr3.started,key_resp_instr3.started,instr3.stopped,key_resp_instr3.keys,key_resp_instr3.rt,key_resp_instr3.duration,test.started,textTest.started,key_resp_test.started,test.stopped,trialsTest.key_resp_test.keys,trialsTest.key_resp_test.corr,trialsTest.key_resp_test.rt,trialsTest.key_resp_test.duration,textBlank.stopped,thanks.started,textThanks.started,key_resp_exit.started,thanks.stopped,key_resp_exit.keys,key_resp_exit.rt,key_resp_exit.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,4,4,0,wet,,,,,,,,,,,,0,4,4,3,,,,,,,,,42.689164000039455,,,,,,,,,,,,,,,,43.67261230002623,43.68878990004305,44.172440900001675,42.675145100045484,42.689164000039455,43.67252970003756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,001,2025-11-19_16h02.52.350,solo_project_drm,,2025.1.1,60.2094808296805,2025-11-19 16h03.36.757816 +0530,
,5,5,0,air,,,,,,,,,,,,0,5,5,5,,,,,,,,,44.18887380004162,,,,,,,,,,,,,,,,45.17284470004961,45.18923610000638,45.67217640002491,44.177174300013576,44.18887380004162,45.17276420001872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,001,2025-11-19_16h02.52.350,solo_project_drm,,2025.1.1,60.2094808296805,2025-11-19 16h03.36.757816 +0530,
,6,6,0,freeze,,,,,,,,,,,,0,6,6,6,,,,,,,,,45.68897120002657,,,,,,,,,,,,,,,,46.67251699999906,46.68861420004396,47.1725050000241,45.67463790002512,45.68897120002657,46.67244210001081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,001,2025-11-19_16h02.52.350,solo_project_drm,,2025.1.1,60.2094808296805,2025-11-19 16h03.36.757816 +0530,
,7,7,0,hot,,,,,,,,,,,,0,7,7,9,,,,,,,,,47.18897529999958,,,,,,,,,,,,,,,,48.17260780005017,48.18891570001142,48.672219200001564,47.175692500022706,47.18897529999958,48.17254690005211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,001,2025-11-19_16h02.52.350,solo_project_drm,,2025.1.1,60.2094808296805,2025-11-19 16h03.36.757816 +0530,
,8,8,0,chilly,,,,,,,,,,,,0,8,8,4,,,,,,,,,48.6889256000286,,,,,,,,,,,,,,,,49.672610500012524,49.68868180003483,50.17221820005216,48.67497320001712,48.6889256000286,49.67253790004179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,001,2025-11-19_16h02.52.350,solo_project_drm,,2025.1.1,60.2094808296805,2025-11-19 16h03.36.757816 +0530,
,9,9,0,winter,,,,,,,,,,,,0,9,9,1,,,,,,,,,50.1886974000372,,,,,,,,,,,,,,,,51.17240480001783,51.18866900005378,51.67198250000365,50.17622040002607,50.1886974000372,51.17235140001867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,001,2025-11-19_16h02.52.350,solo_project_drm,,2025.1.1,60.2094808296805,2025-11-19 16h03.36.757816 +0530,
,0,0,0,,awake,,,,,,,,,,,,,,,0,0,0,2,,,,,51.7469504000037,,,,,,,,,,,,,,,,52.672197900014,52.68848030001391,53.17182110005524,,,,51.743755400006194,51.7469504000037,52.67214610002702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,001,2025-11-19_16h02.52.350,solo_project_drm,,2025.1.1,60.2094808296805,2025-11-19 16h03.36.757816 +0530,
,1,1,0,,blanket,,,,,,,,,,,,,,,0,1,1,7,,,,,53.188789600040764,,,,,,,,,,,,,,,,54.17238940001698,54.18907130003208,54.67170570004964,,,,53.17373620002763,53.188789600040764,54.172319200006314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,001,2025-11-19_16h02.52.350,solo_project_drm,,2025.1.1,60.2094808296805,2025-11-19 16h03.36.757816 +0530,
,2,2,0,,slumber,,,,,,,,,,,,,,,0,2,2,8,,,,,54.68893650005339,,,,,,,,,,,,,,,,55.67195000004722,55.68855980003718,56.17277640005341,,,,54.67346650001127,54.68893650005339,55.671914600010496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,001,2025-11-19_16h02.52.350,solo_project_drm,,2025.1.1,60.2094808296805,2025-11-19 16h03.36.757816 +0530,
,3,3,0,,bed,,,,,,,,,,,,,,,0,3,3,0,,,,,56.18899140000576,,,,,,,,,,,,,,,,57.172583600040525,57.18906460003927,57.671712700044736,,,,56.17711870005587,56.18899140000576,57.172511900018435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,001,2025-11-19_16h02.52.350,solo_project_drm,,2025.1.1,60.2094808296805,2025-11-19 16h03.36.757816 +0530,
,4,4,0,,rest,,,,,,,,,,,,,,,0,4,4,1,,,,,57.68873810005607,,,,,,,,,,,,,,,,58.67259650002234,58.688516000052914,59.17247230000794,,,,57.6733055000077,57.68873810005607,58.67253750003874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,001,2025-11-19_16h02.52.350,solo_project_drm,,2025.1.1,60.2094808296805,2025-11-19 16h03.36.757816 +0530,
,5,5,0,,tired,,,,,,,,,,,,,,,0,5,5,4,,,,,59.18901580001693,,,,,,,,,,,,,,,,60.172729600046296,60.189170800033025,60.6727213000413,,,,59.17696870001964,59.18901580001693,60.1726587000303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,001,2025-11-19_16h02.52.350,solo_project_drm,,2025.1.1,60.2094808296805,2025-11-19 16h03.36.757816 +0530,
,6,6,0,,snore,,,,,,,,,,,,,,,0,6,6,5,,,,,60.68892929999856,,,,,,,,,,,,,,,,61.672132200037595,61.68872510001529,62.1725407000049,,,,60.676324100000784,60.68892929999856,61.672078800038435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,001,2025-11-19_16h02.52.350,solo_project_drm,,2025.1.1,60.2094808296805,2025-11-19 16h03.36.757816 +0530,
,7,7,0,,yawn,,,,,,,,,,,,,,,0,7,7,9,,,,,62.18906180001795,,,,,,,,,,,,,,,,63.17262440000195,63.18864340003347,63.67235150001943,,,,62.17689700005576,62.18906180001795,63.17255750001641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,001,2025-11-19_16h02.52.350,solo_project_drm,,2025.1.1,60.2094808296805,2025-11-19 16h03.36.757816 +0530,
,8,8,0,,dream,,,,,,,,,,,,,,,0,8,8,3,,,,,63.688506500038784,,,,,,,,,,,,,,,,64.6722693000338,64.68853120005224,65.17222150001908,,,,63.67665580002358,63.688506500038784,64.67221950000385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,001,2025-11-19_16h02.52.350,solo_project_drm,,2025.1.1,60.2094808296805,2025-11-19 16h03.36.757816 +0530,
,9,9,0,,nap,,,,,,,,,,,,,,,0,9,9,6,,,,,65.18887310003629,,,,,,,,,,,,,,,,66.1727684000507,66.18891710002208,66.67220750002889,,,,65.17577930004336,65.18887310003629,66.17267540004104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,001,2025-11-19_16h02.52.350,solo_project_drm,,2025.1.1,60.2094808296805,2025-11-19 16h03.36.757816 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.6723384000361,66.68866730004083,66.68866730004083,70.37273870001081,space,3.673022700008005,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,001,2025-11-19_16h02.52.350,solo_project_drm,,2025.1.1,60.2094808296805,2025-11-19 16h03.36.757816 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.37281510001048,70.38871420000214,70.38871420000214,81.8055113000446,3,11.40246680000564,None,,,,,,,,,,,,,,,,,,,,,,,,3,001,2025-11-19_16h02.52.350,solo_project_drm,,2025.1.1,60.2094808296805,2025-11-19 16h03.36.757816 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.80558949999977,81.82218810002087,81.82218810002087,85.40585870004725,space,3.5829692000406794,None,,,,,,,,,,,,,,,,,3,001,2025-11-19_16h02.52.350,solo_project_drm,,2025.1.1,60.2094808296805,2025-11-19 16h03.36.757816 +0530,
,0,0,0,,,anger,n,y,0,3.660183100029826,None,,,,,,,,,,,,,0,0,0,0,85.42134070000611,,,,,,,,,,,,,,,,89.08926910004811,89.10495970002376,89.58877900004154,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.41791950003244,85.42134070000611,85.42134070000611,89.08915360004175,y,0,3.660183100029826,None,89.60514400003012,,,,,,,,3,001,2025-11-19_16h02.52.350,solo_project_drm,,2025.1.1,60.2094808296805,2025-11-19 16h03.36.757816 +0530,
,1,1,0,,,dream,y,y,1,0.6896691999863833,None,,,,,,,,,,,,,0,1,1,6,89.60514400003012,,,,,,,,,,,,,,,,90.30590810003923,90.32190760003868,90.80549090000568,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.59464970004046,89.60514400003012,89.60514400003012,90.30578380002407,y,1,0.6896691999863833,None,90.82172700000228,,,,,,,,3,001,2025-11-19_16h02.52.350,solo_project_drm,,2025.1.1,60.2094808296805,2025-11-19 16h03.36.757816 +0530,
,2,2,0,,,mad,y,y,1,0.5548619999899529,None,,,,,,,,,,,,,0,2,2,3,90.82172700000228,,,,,,,,,,,,,,,,91.38916770002106,91.4049292000127,91.88873130001593,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.80955150001682,90.82172700000228,90.82172700000228,91.38902040000539,y,1,0.5548619999899529,None,91.90468570002122,,,,,,,,3,001,2025-11-19_16h02.52.350,solo_project_drm,,2025.1.1,60.2094808296805,2025-11-19 16h03.36.757816 +0530,
,3,3,0,,,sleep,n,y,0,0.6630709000164643,None,,,,,,,,,,,,,0,3,3,2,91.90468570002122,,,,,,,,,,,,,,,,92.57191140000941,92.58789210004034,93.07155150000472,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.89316370000597,91.90468570002122,91.90468570002122,92.57181480003055,y,0,0.6630709000164643,None,93.08844180003507,,,,,,,,3,001,2025-11-19_16h02.52.350,solo_project_drm,,2025.1.1,60.2094808296805,2025-11-19 16h03.36.757816 +0530,
,4,4,0,,,bed,y,y,1,0.5539083000039682,None,,,,,,,,,,,,,0,4,4,5,93.08844180003507,,,,,,,,,,,,,,,,93.65591150004184,93.67129930004012,94.15495480003301,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.07457040000008,93.08844180003507,93.08844180003507,93.65576410002541,y,1,0.5539083000039682,None,94.17132860003039,,,,,,,,3,001,2025-11-19_16h02.52.350,solo_project_drm,,2025.1.1,60.2094808296805,2025-11-19 16h03.36.757816 +0530,
,5,5,0,,,guitar,n,n,1,1.1477902999613434,None,,,,,,,,,,,,,0,5,5,8,94.17132860003039,,,,,,,,,,,,,,,,95.3222651000251,95.33898110000882,95.82171050005127,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.15840300003765,94.17132860003039,94.17132860003039,95.3221523000393,n,1,1.1477902999613434,None,95.83811090001836,,,,,,,,3,001,2025-11-19_16h02.52.350,solo_project_drm,,2025.1.1,60.2094808296805,2025-11-19 16h03.36.757816 +0530,
,6,6,0,,,cold,n,y,0,0.7372337999986485,None,,,,,,,,,,,,,0,6,6,1,95.83811090001836,,,,,,,,,,,,,,,,96.58917840005597,96.60501820000354,97.08860800002003,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.82462830003351,95.83811090001836,95.83811090001836,96.58906510000816,y,0,0.7372337999986485,None,97.10471890005283,,,,,,,,3,001,2025-11-19_16h02.52.350,solo_project_drm,,2025.1.1,60.2094808296805,2025-11-19 16h03.36.757816 +0530,
,7,7,0,,,ocean,n,n,1,1.0705042000045069,None,,,,,,,,,,,,,0,7,7,9,97.10471890005283,,,,,,,,,,,,,,,,98.18876790005015,98.20486860000528,98.68827520002378,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.09178610000527,97.10471890005283,97.10471890005283,98.18867890001275,n,1,1.0705042000045069,None,98.70469930005493,,,,,,,,3,001,2025-11-19_16h02.52.350,solo_project_drm,,2025.1.1,60.2094808296805,2025-11-19 16h03.36.757816 +0530,
,8,8,0,,,snow,y,y,1,0.7363342000171542,None,,,,,,,,,,,,,0,8,8,4,98.70469930005493,,,,,,,,,,,,,,,,99.45611040003132,99.47126760001993,99.95523410005262,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.69028940005228,98.70469930005493,98.70469930005493,99.45596430002479,y,1,0.7363342000171542,None,99.97154150001006,,,,,,,,3,001,2025-11-19_16h02.52.350,solo_project_drm,,2025.1.1,60.2094808296805,2025-11-19 16h03.36.757816 +0530,
,9,9,0,,,apple,n,n,1,0.6562874999945052,None,,,,,,,,,,,,,0,9,9,7,99.97154150001006,,,,,,,,,,,,,,,,100.63870440004393,100.65490900003351,101.13877600000706,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.95993430004455,99.97154150001006,99.97154150001006,100.63858480000636,n,1,0.6562874999945052,None,101.155004500004,,,,,,,,3,001,2025-11-19_16h02.52.350,solo_project_drm,,2025.1.1,60.2094808296805,2025-11-19 16h03.36.757816 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.13899240002502,101.155004500004,101.155004500004,108.73853180004517,space,7.579705799988005,None,3,001,2025-11-19_16h02.52.350,solo_project_drm,,2025.1.1,60.2094808296805,2025-11-19 16h03.36.757816 +0530,
