testAnger,thisN,thisTrialN,thisRepN,lureCold,lureSleep,final_test,corrAns,key_resp_test.keys,key_resp_test.corr,key_resp_test.rt,key_resp_test.duration,trialsAnger.thisRepN,trialsAnger.thisTrialN,trialsAnger.thisN,trialsAnger.thisIndex,trialsCold.thisRepN,trialsCold.thisTrialN,trialsCold.thisN,trialsCold.thisIndex,trialsSleep.thisRepN,trialsSleep.thisTrialN,trialsSleep.thisN,trialsSleep.thisIndex,trialsTest.thisRepN,trialsTest.thisTrialN,trialsTest.thisN,trialsTest.thisIndex,thisRow.t,notes,welcome.started,text_welcome.started,welcome.stopped,instr.started,text_instr.started,key_resp_instr1.started,instr.stopped,key_resp_instr1.keys,key_resp_instr1.rt,key_resp_instr1.duration,lureAnger.started,textAnger.started,lureAnger.stopped,blank.started,textBlank.started,blank.stopped,lureCold_2.started,textCold.started,lureCold_2.stopped,lureSleep_2.started,textSleep.started,lureSleep_2.stopped,instr2.started,text_instr2.started,key_resp_instr2.started,instr2.stopped,key_resp_instr2.keys,key_resp_instr2.rt,key_resp_instr2.duration,math.started,textMath.started,key_resp_math.started,math.stopped,key_resp_math.keys,key_resp_math.rt,key_resp_math.duration,instr3.started,text_instr3.started,key_resp_instr3.started,instr3.stopped,key_resp_instr3.keys,key_resp_instr3.rt,key_resp_instr3.duration,test.started,textTest.started,key_resp_test.started,test.stopped,trialsTest.key_resp_test.keys,trialsTest.key_resp_test.corr,trialsTest.key_resp_test.rt,trialsTest.key_resp_test.duration,textBlank.stopped,thanks.started,textThanks.started,key_resp_exit.started,thanks.stopped,key_resp_exit.keys,key_resp_exit.rt,key_resp_exit.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
wrath,8,8,0,,,,,,,,,0,8,8,6,,,,,,,,,,,,,19.523025500006042,,,,,,,,,,,,19.511189300043043,19.523025500006042,20.50782200001413,20.5079072000226,20.524048699997365,21.007598099997267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,001,2025-11-19_17h00.13.848,solo_project_drm,,2025.1.1,59.81827209140924,2025-11-19 17h02.22.696517 +0530,
mean,9,9,0,,,,,,,,,0,9,9,8,,,,,,,,,,,,,21.023179100011475,,,,,,,,,,,,21.012452800001483,21.023179100011475,22.008304900024086,22.0084112000186,22.023735099995974,22.508157500007655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,001,2025-11-19_17h00.13.848,solo_project_drm,,2025.1.1,59.81827209140924,2025-11-19 17h02.22.696517 +0530,
,0,0,0,winter,,,,,,,,,,,,0,0,0,1,,,,,,,,,22.52784120000433,,,,,,,,,,,,,,,23.506592100020498,23.522142100031488,24.00707049999619,22.52450510003837,22.52784120000433,23.506494500034023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,001,2025-11-19_17h00.13.848,solo_project_drm,,2025.1.1,59.81827209140924,2025-11-19 17h02.22.696517 +0530,
,1,1,0,hot,,,,,,,,,,,,0,1,1,9,,,,,,,,,24.02307600004133,,,,,,,,,,,,,,,25.006218200025614,25.02314689999912,25.505539700039662,24.01111010002205,24.02307600004133,25.00616530003026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,001,2025-11-19_17h00.13.848,solo_project_drm,,2025.1.1,59.81827209140924,2025-11-19 17h02.22.696517 +0530,
,2,2,0,shiver,,,,,,,,,,,,0,2,2,7,,,,,,,,,25.52196450001793,,,,,,,,,,,,,,,26.506387900037225,26.521932300005574,27.005237000004854,25.5082631999976,25.52196450001793,26.506312000041362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,001,2025-11-19_17h00.13.848,solo_project_drm,,2025.1.1,59.81827209140924,2025-11-19 17h02.22.696517 +0530,
,3,3,0,air,,,,,,,,,,,,0,3,3,5,,,,,,,,,27.0219563000137,,,,,,,,,,,,,,,28.007396100030746,28.0234626000165,28.505791200033855,27.00724500004435,27.0219563000137,28.007305000035558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,001,2025-11-19_17h00.13.848,solo_project_drm,,2025.1.1,59.81827209140924,2025-11-19 17h02.22.696517 +0530,
,4,4,0,freeze,,,,,,,,,,,,0,4,4,6,,,,,,,,,28.522101300011855,,,,,,,,,,,,,,,29.5057220000308,29.521755399997346,30.005827700020745,28.50882139999885,28.522101300011855,29.50566780002555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,001,2025-11-19_17h00.13.848,solo_project_drm,,2025.1.1,59.81827209140924,2025-11-19 17h02.22.696517 +0530,
,5,5,0,ice,,,,,,,,,,,,0,5,5,2,,,,,,,,,30.02169100003084,,,,,,,,,,,,,,,31.006565599993337,31.022423600021284,31.50703690003138,30.00787410000339,30.02169100003084,31.00641040003393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,001,2025-11-19_17h00.13.848,solo_project_drm,,2025.1.1,59.81827209140924,2025-11-19 17h02.22.696517 +0530,
,6,6,0,weather,,,,,,,,,,,,0,6,6,8,,,,,,,,,31.523181000025943,,,,,,,,,,,,,,,32.50556860002689,32.52270640002098,33.00724140001694,31.512067100033164,31.523181000025943,32.505517600046005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,001,2025-11-19_17h00.13.848,solo_project_drm,,2025.1.1,59.81827209140924,2025-11-19 17h02.22.696517 +0530,
,7,7,0,wet,,,,,,,,,,,,0,7,7,3,,,,,,,,,33.02311030001147,,,,,,,,,,,,,,,34.00581120001152,34.023611600045115,34.50712050002767,33.01136070000939,33.02311030001147,34.00576329999603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,001,2025-11-19_17h00.13.848,solo_project_drm,,2025.1.1,59.81827209140924,2025-11-19 17h02.22.696517 +0530,
,8,8,0,snow,,,,,,,,,,,,0,8,8,0,,,,,,,,,34.52414240001235,,,,,,,,,,,,,,,35.50603700004285,35.523435300041456,36.007371000014246,34.5109444000409,34.52414240001235,35.50597110000672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,001,2025-11-19_17h00.13.848,solo_project_drm,,2025.1.1,59.81827209140924,2025-11-19 17h02.22.696517 +0530,
,9,9,0,chilly,,,,,,,,,,,,0,9,9,4,,,,,,,,,36.023184499994386,,,,,,,,,,,,,,,37.00737130001653,37.02359320002142,37.50703570002224,36.01183850003872,36.023184499994386,37.007268300047144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,001,2025-11-19_17h00.13.848,solo_project_drm,,2025.1.1,59.81827209140924,2025-11-19 17h02.22.696517 +0530,
,0,0,0,,dream,,,,,,,,,,,,,,,0,0,0,3,,,,,37.58250540000154,,,,,,,,,,,,,,,38.51070590002928,38.52369719999842,39.007322999997996,,,,37.578974800009746,37.58250540000154,38.51062430004822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,001,2025-11-19_17h00.13.848,solo_project_drm,,2025.1.1,59.81827209140924,2025-11-19 17h02.22.696517 +0530,
,1,1,0,,awake,,,,,,,,,,,,,,,0,1,1,2,,,,,39.02276590000838,,,,,,,,,,,,,,,40.00607110001147,40.023117600008845,40.50683500000741,,,,39.01225150004029,39.02276590000838,40.005998600041494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,001,2025-11-19_17h00.13.848,solo_project_drm,,2025.1.1,59.81827209140924,2025-11-19 17h02.22.696517 +0530,
,2,2,0,,rest,,,,,,,,,,,,,,,0,2,2,1,,,,,40.523193300003186,,,,,,,,,,,,,,,41.506265600037295,41.52316790004261,42.00788490002742,,,,40.51022610004293,40.523193300003186,41.50620900001377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,001,2025-11-19_17h00.13.848,solo_project_drm,,2025.1.1,59.81827209140924,2025-11-19 17h02.22.696517 +0530,
,3,3,0,,nap,,,,,,,,,,,,,,,0,3,3,6,,,,,42.02372180001112,,,,,,,,,,,,,,,43.008309400000144,43.02399640000658,43.50669559999369,,,,42.012761700025294,42.02372180001112,43.008205400023144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,001,2025-11-19_17h00.13.848,solo_project_drm,,2025.1.1,59.81827209140924,2025-11-19 17h02.22.696517 +0530,
,4,4,0,,slumber,,,,,,,,,,,,,,,0,4,4,8,,,,,43.52253000001656,,,,,,,,,,,,,,,44.5070842000423,44.522268200002145,45.00719219999155,,,,43.51154870004393,43.52253000001656,44.50700290000532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,001,2025-11-19_17h00.13.848,solo_project_drm,,2025.1.1,59.81827209140924,2025-11-19 17h02.22.696517 +0530,
,5,5,0,,tired,,,,,,,,,,,,,,,0,5,5,4,,,,,45.0231956000207,,,,,,,,,,,,,,,46.00717260001693,46.023032500001136,46.508247299992945,,,,45.01191659999313,45.0231956000207,46.00708020001184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,001,2025-11-19_17h00.13.848,solo_project_drm,,2025.1.1,59.81827209140924,2025-11-19 17h02.22.696517 +0530,
,6,6,0,,blanket,,,,,,,,,,,,,,,0,6,6,7,,,,,46.5235868000309,,,,,,,,,,,,,,,47.50849350000499,47.52414069999941,48.00804980000248,,,,46.5136662000441,46.5235868000309,47.508400599996094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,001,2025-11-19_17h00.13.848,solo_project_drm,,2025.1.1,59.81827209140924,2025-11-19 17h02.22.696517 +0530,
,7,7,0,,snore,,,,,,,,,,,,,,,0,7,7,5,,,,,48.02389110001968,,,,,,,,,,,,,,,49.007689099991694,49.02395170001546,49.508250100014266,,,,48.01300199999241,48.02389110001968,49.007587900036015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,001,2025-11-19_17h00.13.848,solo_project_drm,,2025.1.1,59.81827209140924,2025-11-19 17h02.22.696517 +0530,
,8,8,0,,yawn,,,,,,,,,,,,,,,0,8,8,9,,,,,49.52423640002962,,,,,,,,,,,,,,,50.50771150004584,50.52439850004157,51.00738160003675,,,,49.51273110002512,49.52423640002962,50.50759500003187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,001,2025-11-19_17h00.13.848,solo_project_drm,,2025.1.1,59.81827209140924,2025-11-19 17h02.22.696517 +0530,
,9,9,0,,bed,,,,,,,,,,,,,,,0,9,9,0,,,,,51.023206900048535,,,,,,,,,,,,,,,52.00815860001603,52.024260200036224,52.507131099991966,,,,51.012024499999825,51.023206900048535,52.008045300026424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,001,2025-11-19_17h00.13.848,solo_project_drm,,2025.1.1,59.81827209140924,2025-11-19 17h02.22.696517 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.507428500044625,52.52444380003726,52.52444380003726,55.50827280001249,space,2.9689645000034943,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,001,2025-11-19_17h00.13.848,solo_project_drm,,2025.1.1,59.81827209140924,2025-11-19 17h02.22.696517 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.50838830001885,55.52417680004146,55.52417680004146,59.25708350003697,3,3.724454900017008,None,,,,,,,,,,,,,,,,,,,,,,,,4,001,2025-11-19_17h00.13.848,solo_project_drm,,2025.1.1,59.81827209140924,2025-11-19 17h02.22.696517 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.257184399990365,59.27286070003174,59.27286070003174,68.57420690002618,space,9.294169000000693,None,,,,,,,,,,,,,,,,,4,001,2025-11-19_17h00.13.848,solo_project_drm,,2025.1.1,59.81827209140924,2025-11-19 17h02.22.696517 +0530,
,0,0,0,,,ocean,n,n,1,1.0576427999767475,None,,,,,,,,,,,,,0,0,0,9,68.59843650000403,,,,,,,,,,,,,,,69.65829350001877,69.67348130000755,70.15673320001224,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.5932090000133,68.59843650000403,68.59843650000403,69.65814930002671,n,1,1.0576427999767475,None,70.17335220001405,,,,,,,,4,001,2025-11-19_17h00.13.848,solo_project_drm,,2025.1.1,59.81827209140924,2025-11-19 17h02.22.696517 +0530,
,1,1,0,,,dream,y,n,0,1.1553494000108913,None,,,,,,,,,,,,,0,1,1,6,70.17335220001405,,,,,,,,,,,,,,,71.34155680000549,71.35760109999683,71.84096570004476,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.16173870000057,70.17335220001405,70.17335220001405,71.34136730001774,n,0,1.1553494000108913,None,71.85688110004412,,,,,,,,4,001,2025-11-19_17h00.13.848,solo_project_drm,,2025.1.1,59.81827209140924,2025-11-19 17h02.22.696517 +0530,
,2,2,0,,,bed,y,y,1,0.8100805000285618,None,,,,,,,,,,,,,0,2,2,5,71.85688110004412,,,,,,,,,,,,,,,72.67428540001856,72.69037150003714,73.1742923000129,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.8455875000218,71.85688110004412,71.85688110004412,72.67413180001313,y,1,0.8100805000285618,None,73.18968320003478,,,,,,,,4,001,2025-11-19_17h00.13.848,solo_project_drm,,2025.1.1,59.81827209140924,2025-11-19 17h02.22.696517 +0530,
,3,3,0,,,apple,n,n,1,0.9263748999801464,None,,,,,,,,,,,,,0,3,3,7,73.18968320003478,,,,,,,,,,,,,,,74.12431430001743,74.13992940000026,74.62342710001394,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.17897150001954,73.18968320003478,73.18968320003478,74.12418959999923,n,1,0.9263748999801464,None,74.63947700004792,,,,,,,,4,001,2025-11-19_17h00.13.848,solo_project_drm,,2025.1.1,59.81827209140924,2025-11-19 17h02.22.696517 +0530,
,4,4,0,,,mad,y,n,0,0.8998528000083752,None,,,,,,,,,,,,,0,4,4,3,74.63947700004792,,,,,,,,,,,,,,,75.5429839999997,75.55675139999948,76.04124260001117,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.62820650002686,74.63947700004792,74.63947700004792,75.54285190004157,n,0,0.8998528000083752,None,76.05610330001218,,,,,,,,4,001,2025-11-19_17h00.13.848,solo_project_drm,,2025.1.1,59.81827209140924,2025-11-19 17h02.22.696517 +0530,
,5,5,0,,,guitar,n,n,1,0.8338617999688722,None,,,,,,,,,,,,,0,5,5,8,76.05610330001218,,,,,,,,,,,,,,,76.89134160004323,76.907649700006,77.3912400000263,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.04603050003061,76.05610330001218,76.05610330001218,76.89121329999762,n,1,0.8338617999688722,None,77.40659420000156,,,,,,,,4,001,2025-11-19_17h00.13.848,solo_project_drm,,2025.1.1,59.81827209140924,2025-11-19 17h02.22.696517 +0530,
,6,6,0,,,anger,n,n,1,1.2757256999611855,None,,,,,,,,,,,,,0,6,6,0,77.40659420000156,,,,,,,,,,,,,,,78.69205060001696,78.70795589999761,79.19150240003364,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.39594160002889,77.40659420000156,77.40659420000156,78.69187149999198,n,1,1.2757256999611855,None,79.20632670004852,,,,,,,,4,001,2025-11-19_17h00.13.848,solo_project_drm,,2025.1.1,59.81827209140924,2025-11-19 17h02.22.696517 +0530,
,7,7,0,,,snow,y,n,0,0.6402284999494441,None,,,,,,,,,,,,,0,7,7,4,79.20632670004852,,,,,,,,,,,,,,,79.85817409999436,79.87301090004621,80.35685110004852,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.19555659999605,79.20632670004852,79.20632670004852,79.85802640003385,n,0,0.6402284999494441,None,80.37254480004776,,,,,,,,4,001,2025-11-19_17h00.13.848,solo_project_drm,,2025.1.1,59.81827209140924,2025-11-19 17h02.22.696517 +0530,
,8,8,0,,,cold,n,n,1,0.8643034999840893,None,,,,,,,,,,,,,0,8,8,1,80.37254480004776,,,,,,,,,,,,,,,81.2380937000271,81.25461340002948,81.73821660003159,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.36024760000873,80.37254480004776,80.37254480004776,81.23803300003055,n,1,0.8643034999840893,None,81.75452479999512,,,,,,,,4,001,2025-11-19_17h00.13.848,solo_project_drm,,2025.1.1,59.81827209140924,2025-11-19 17h02.22.696517 +0530,
,9,9,0,,,sleep,n,n,1,0.7857096999650821,None,,,,,,,,,,,,,0,9,9,2,81.75452479999512,,,,,,,,,,,,,,,82.5564647000283,82.57245080004213,83.05575430003228,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.74099600000773,81.75452479999512,81.75452479999512,82.55632830003742,n,1,0.7857096999650821,None,83.07249260001117,,,,,,,,4,001,2025-11-19_17h00.13.848,solo_project_drm,,2025.1.1,59.81827209140924,2025-11-19 17h02.22.696517 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.05595579999499,83.07249260001117,83.07249260001117,88.05846150004072,space,4.983486699988134,None,4,001,2025-11-19_17h00.13.848,solo_project_drm,,2025.1.1,59.81827209140924,2025-11-19 17h02.22.696517 +0530,
