thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
10,0,10,[np.float64(0.30666666666666664)],[np.float64(0.41)],[1],[0],[0],[2.098461800000223],['target'],10,0,10,0,23.128061600000365,,10,23.114030199998524,23.128061600000365,23.128061600000365,0.0330257999994501,25.213252500001545,[np.float64(0.30666666666666664)],[np.float64(0.41)],[1],[0],[0],[2.098461800000223],['target'],p1,001,2025-09-30_21h01.25.504,04102024_3.0_Visual Search Task,,2025.1.1,60.10131880246621,2025-09-30 21h01.43.222909 +0530,
11,0,11,[np.float64(0.02666666666666667)],[np.float64(0.3875)],[1],[0],[0],[1.713183100000606],['target'],11,0,11,0,25.242136400000163,,5,25.233420900000056,25.242136400000163,25.242136400000163,0.019858600000588922,26.947501999999076,[np.float64(0.02666666666666667)],[np.float64(0.3875)],[1],[0],[0],[1.713183100000606],['target'],p1,001,2025-09-30_21h01.25.504,04102024_3.0_Visual Search Task,,2025.1.1,60.10131880246621,2025-09-30 21h01.43.222909 +0530,
12,0,12,[np.float64(0.3375)],[np.float64(0.1125)],[1],[0],[0],[2.2807298000006995],['target'],12,0,12,0,27.014428300000873,,10,26.99788610000178,27.014428300000873,27.014428300000873,0.050103699999453966,29.279793800000334,[np.float64(0.3375)],[np.float64(0.1125)],[1],[0],[0],[2.2807298000006995],['target'],p1,001,2025-09-30_21h01.25.504,04102024_3.0_Visual Search Task,,2025.1.1,60.10131880246621,2025-09-30 21h01.43.222909 +0530,
13,0,13,[np.float64(-0.37333333333333335)],[np.float64(-0.07166666666666667)],[1],[0],[0],[1.8386534999990545],['target'],13,0,13,0,29.316191599999,,10,29.308403800001543,29.316191599999,29.316191599999,0.028306100000918377,31.14787939999951,[np.float64(-0.37333333333333335)],[np.float64(-0.07166666666666667)],[1],[0],[0],[1.8386534999990545],['target'],p1,001,2025-09-30_21h01.25.504,04102024_3.0_Visual Search Task,,2025.1.1,60.10131880246621,2025-09-30 21h01.43.222909 +0530,
14,0,14,[np.float64(0.23916666666666667)],[np.float64(-0.2475)],[1],[0],[0],[2.328395399999863],['target'],14,0,14,0,31.174706300000253,,10,31.166601299999456,31.174706300000253,31.174706300000253,0.018532299996877555,33.495566400000826,[np.float64(0.23916666666666667)],[np.float64(-0.2475)],[1],[0],[0],[2.328395399999863],['target'],p1,001,2025-09-30_21h01.25.504,04102024_3.0_Visual Search Task,,2025.1.1,60.10131880246621,2025-09-30 21h01.43.222909 +0530,
15,0,15,[np.float64(-0.46166666666666667)],[np.float64(-0.38916666666666666)],[1],[0],[0],[2.0314684999975725],['target'],15,0,15,0,33.52408310000101,,10,33.515114599998924,33.52408310000101,33.52408310000101,0.01942620000045281,35.547529499999655,[np.float64(-0.46166666666666667)],[np.float64(-0.38916666666666666)],[1],[0],[0],[2.0314684999975725],['target'],p1,001,2025-09-30_21h01.25.504,04102024_3.0_Visual Search Task,,2025.1.1,60.10131880246621,2025-09-30 21h01.43.222909 +0530,
16,0,16,[np.float64(0.4625)],[np.float64(-0.135)],[1],[0],[0],[1.817009499998676],['target'],16,0,16,0,35.5662642999996,,5,35.56157339999845,35.5662642999996,35.5662642999996,0.01374500000019907,37.37914219999948,[np.float64(0.4625)],[np.float64(-0.135)],[1],[0],[0],[1.817009499998676],['target'],p1,001,2025-09-30_21h01.25.504,04102024_3.0_Visual Search Task,,2025.1.1,60.10131880246621,2025-09-30 21h01.43.222909 +0530,
17,0,17,[np.float64(-0.23166666666666666)],[np.float64(-0.33666666666666667)],[1],[0],[0],[1.8340630999991845],['target'],17,0,17,0,37.40297759999885,,5,37.395372099999804,37.40297759999885,37.40297759999885,0.016090500001155306,39.230141200001526,[np.float64(-0.23166666666666666)],[np.float64(-0.33666666666666667)],[1],[0],[0],[1.8340630999991845],['target'],p1,001,2025-09-30_21h01.25.504,04102024_3.0_Visual Search Task,,2025.1.1,60.10131880246621,2025-09-30 21h01.43.222909 +0530,
18,0,18,[np.float64(-0.3616666666666667)],[np.float64(-0.24666666666666667)],[1],[0],[0],[1.714929800000391],['target'],18,0,18,0,39.256540599999425,,5,39.24744439999995,39.256540599999425,39.256540599999425,0.017135100002633408,40.96361690000049,[np.float64(-0.3616666666666667)],[np.float64(-0.24666666666666667)],[1],[0],[0],[1.714929800000391],['target'],p1,001,2025-09-30_21h01.25.504,04102024_3.0_Visual Search Task,,2025.1.1,60.10131880246621,2025-09-30 21h01.43.222909 +0530,
19,0,19,[np.float64(-0.1575)],[np.float64(0.49583333333333335)],[1],[0],[0],[1.7579642999990028],['target'],19,0,19,0,40.995641099998466,,10,40.98672219999935,40.995641099998466,40.995641099998466,0.0228690000003553,42.74515070000052,[np.float64(-0.1575)],[np.float64(0.49583333333333335)],[1],[0],[0],[1.7579642999990028],['target'],p1,001,2025-09-30_21h01.25.504,04102024_3.0_Visual Search Task,,2025.1.1,60.10131880246621,2025-09-30 21h01.43.222909 +0530,
20,0,20,[np.float64(-0.055)],[np.float64(0.25916666666666666)],[1],[0],[0],[1.3615967000005185],['target'],20,0,20,0,42.77571629999875,,10,42.766932800001086,42.77571629999875,42.77571629999875,0.02161530000012135,44.129035300000396,[np.float64(-0.055)],[np.float64(0.25916666666666666)],[1],[0],[0],[1.3615967000005185],['target'],p1,001,2025-09-30_21h01.25.504,04102024_3.0_Visual Search Task,,2025.1.1,60.10131880246621,2025-09-30 21h01.43.222909 +0530,
21,0,21,[np.float64(0.38666666666666666)],[np.float64(0.48833333333333334)],[1],[0],[0],[4.078168100000767],['target'],21,0,21,0,44.159732399999484,,10,44.15046219999931,44.159732399999484,44.159732399999484,0.02123810000193771,48.22970400000122,[np.float64(0.38666666666666666)],[np.float64(0.48833333333333334)],[1],[0],[0],[4.078168100000767],['target'],p1,001,2025-09-30_21h01.25.504,04102024_3.0_Visual Search Task,,2025.1.1,60.10131880246621,2025-09-30 21h01.43.222909 +0530,
22,0,22,[np.float64(0.4575)],[np.float64(-0.32)],[1],[0],[0],[2.801771099999314],['target'],22,0,22,0,48.24876640000002,,5,48.2434949999988,48.24876640000002,48.24876640000002,0.013361799999984214,51.046116900000925,[np.float64(0.4575)],[np.float64(-0.32)],[1],[0],[0],[2.801771099999314],['target'],p1,001,2025-09-30_21h01.25.504,04102024_3.0_Visual Search Task,,2025.1.1,60.10131880246621,2025-09-30 21h01.43.222909 +0530,
23,0,23,[np.float64(0.31916666666666665)],[np.float64(-0.25083333333333335)],[1],[0],[0],[1.7888702999989619],['target'],23,0,23,0,51.06244439999864,,5,51.057394399998884,51.06244439999864,51.06244439999864,0.010896699997829273,52.847111200000654,[np.float64(0.31916666666666665)],[np.float64(-0.25083333333333335)],[1],[0],[0],[1.7888702999989619],['target'],p1,001,2025-09-30_21h01.25.504,04102024_3.0_Visual Search Task,,2025.1.1,60.10131880246621,2025-09-30 21h01.43.222909 +0530,
24,0,24,[np.float64(0.23583333333333334)],[np.float64(0.4666666666666667)],[1],[0],[0],[2.6332408000016585],['target'],24,0,24,0,52.86821989999953,,5,52.863035900001705,52.86821989999953,52.86821989999953,0.01570939999874099,55.49745370000164,[np.float64(0.23583333333333334)],[np.float64(0.4666666666666667)],[1],[0],[0],[2.6332408000016585],['target'],p1,001,2025-09-30_21h01.25.504,04102024_3.0_Visual Search Task,,2025.1.1,60.10131880246621,2025-09-30 21h01.43.222909 +0530,
25,0,25,[np.float64(0.2275)],[np.float64(-0.09083333333333334)],[1],[0],[0],[1.895891500000289],['target'],25,0,25,0,55.52582379999876,,10,55.518759200000204,55.52582379999876,55.52582379999876,0.02110290000200621,57.41538980000041,[np.float64(0.2275)],[np.float64(-0.09083333333333334)],[1],[0],[0],[1.895891500000289],['target'],p1,001,2025-09-30_21h01.25.504,04102024_3.0_Visual Search Task,,2025.1.1,60.10131880246621,2025-09-30 21h01.43.222909 +0530,
26,0,26,[np.float64(-0.16416666666666666)],[np.float64(-0.2325)],[1],[0],[0],[2.2831511000003957],['target'],26,0,26,0,57.43556620000163,,5,57.42860540000038,57.43556620000163,57.43556620000163,0.012951000000612112,59.71296280000024,[np.float64(-0.16416666666666666)],[np.float64(-0.2325)],[1],[0],[0],[2.2831511000003957],['target'],p1,001,2025-09-30_21h01.25.504,04102024_3.0_Visual Search Task,,2025.1.1,60.10131880246621,2025-09-30 21h01.43.222909 +0530,
27,0,27,[np.float64(0.4558333333333333)],[np.float64(0.095)],[1],[0],[0],[1.6828745999991952],['target'],27,0,27,0,59.735375000000204,,5,59.72928200000024,59.735375000000204,59.735375000000204,0.015943300000799354,61.413299100000586,[np.float64(0.4558333333333333)],[np.float64(0.095)],[1],[0],[0],[1.6828745999991952],['target'],p1,001,2025-09-30_21h01.25.504,04102024_3.0_Visual Search Task,,2025.1.1,60.10131880246621,2025-09-30 21h01.43.222909 +0530,
28,0,28,[np.float64(-0.05333333333333334)],[np.float64(-0.03166666666666667)],[1],[0],[0],[1.786730699997861],['target'],28,0,28,0,61.431821400001354,,5,61.42619389999891,61.431821400001354,61.431821400001354,0.012542199998279102,63.213887999998406,[np.float64(-0.05333333333333334)],[np.float64(-0.03166666666666667)],[1],[0],[0],[1.786730699997861],['target'],p1,001,2025-09-30_21h01.25.504,04102024_3.0_Visual Search Task,,2025.1.1,60.10131880246621,2025-09-30 21h01.43.222909 +0530,
29,0,29,[np.float64(0.36666666666666664)],[np.float64(0.37916666666666665)],[1],[0],[0],[1.9098643999968772],['target'],29,0,29,0,63.24533689999953,,10,63.23472010000114,63.24533689999953,63.24533689999953,0.020626899997296277,65.1457584000018,[np.float64(0.36666666666666664)],[np.float64(0.37916666666666665)],[1],[0],[0],[1.9098643999968772],['target'],p1,001,2025-09-30_21h01.25.504,04102024_3.0_Visual Search Task,,2025.1.1,60.10131880246621,2025-09-30 21h01.43.222909 +0530,
30,0,30,[np.float64(-0.3333333333333333)],[np.float64(0.0075)],[1],[0],[0],[2.13006349999705],['target'],30,0,30,0,65.17400130000169,,10,65.16609460000109,65.17400130000169,65.17400130000169,0.019942099999752827,67.29678069999864,[np.float64(-0.3333333333333333)],[np.float64(0.0075)],[1],[0],[0],[2.13006349999705],['target'],p1,001,2025-09-30_21h01.25.504,04102024_3.0_Visual Search Task,,2025.1.1,60.10131880246621,2025-09-30 21h01.43.222909 +0530,
31,0,31,[np.float64(-0.46166666666666667)],[np.float64(0.1075)],[1],[0],[0],[1.9400482999990345],['target'],31,0,31,0,67.31293089999963,,5,67.30749060000016,67.31293089999963,67.31293089999963,0.010599100001854822,69.2486714000006,[np.float64(-0.46166666666666667)],[np.float64(0.1075)],[1],[0],[0],[1.9400482999990345],['target'],p1,001,2025-09-30_21h01.25.504,04102024_3.0_Visual Search Task,,2025.1.1,60.10131880246621,2025-09-30 21h01.43.222909 +0530,
32,0,32,[np.float64(-0.34)],[np.float64(-0.46)],[1],[0],[0],[2.1749127999974007],['target'],32,0,32,0,69.27789230000053,,10,69.26994170000035,69.27789230000053,69.27789230000053,0.021024300000135554,71.44568699999945,[np.float64(-0.34)],[np.float64(-0.46)],[1],[0],[0],[2.1749127999974007],['target'],p1,001,2025-09-30_21h01.25.504,04102024_3.0_Visual Search Task,,2025.1.1,60.10131880246621,2025-09-30 21h01.43.222909 +0530,
33,0,33,[np.float64(0.29)],[np.float64(-0.42)],[1],[0],[0],[1.7645082000017283],['target'],33,0,33,0,71.4726370999997,,10,71.46404489999986,71.4726370999997,71.4726370999997,0.018202899998868816,73.22957260000112,[np.float64(0.29)],[np.float64(-0.42)],[1],[0],[0],[1.7645082000017283],['target'],p1,001,2025-09-30_21h01.25.504,04102024_3.0_Visual Search Task,,2025.1.1,60.10131880246621,2025-09-30 21h01.43.222909 +0530,
34,0,34,[np.float64(-0.41083333333333333)],[np.float64(-0.0008333333333333334)],[1],[0],[0],[1.5282182000009925],['target'],34,0,34,0,73.25846000000092,,10,73.24965990000055,73.25846000000092,73.25846000000092,0.01978139999846462,74.77831399999923,[np.float64(-0.41083333333333333)],[np.float64(-0.0008333333333333334)],[1],[0],[0],[1.5282182000009925],['target'],p1,001,2025-09-30_21h01.25.504,04102024_3.0_Visual Search Task,,2025.1.1,60.10131880246621,2025-09-30 21h01.43.222909 +0530,
35,0,35,[np.float64(0.10583333333333333)],[np.float64(-0.13666666666666666)],[1],[0],[0],[2.125575400001253],['target'],35,0,35,0,74.79336089999924,,5,74.78791679999995,74.79336089999924,74.79336089999924,0.009482900000875816,76.91455240000141,[np.float64(0.10583333333333333)],[np.float64(-0.13666666666666666)],[1],[0],[0],[2.125575400001253],['target'],p1,001,2025-09-30_21h01.25.504,04102024_3.0_Visual Search Task,,2025.1.1,60.10131880246621,2025-09-30 21h01.43.222909 +0530,
36,0,36,[np.float64(-0.29333333333333333)],[np.float64(-0.32916666666666666)],[1],[0],[0],[2.8801048999994237],['target'],36,0,36,0,76.93897959999958,,5,76.93125430000146,76.93897959999958,76.93897959999958,0.016443900000012945,79.81229950000125,[np.float64(-0.29333333333333333)],[np.float64(-0.32916666666666666)],[1],[0],[0],[2.8801048999994237],['target'],p1,001,2025-09-30_21h01.25.504,04102024_3.0_Visual Search Task,,2025.1.1,60.10131880246621,2025-09-30 21h01.43.222909 +0530,
37,0,37,[np.float64(-0.22333333333333333)],[np.float64(-0.415)],[1],[0],[0],[1.837346800002706],['target'],37,0,37,0,79.82934580000074,,5,79.82344620000003,79.82934580000074,79.82934580000074,0.010759900000266498,81.66143469999952,[np.float64(-0.22333333333333333)],[np.float64(-0.415)],[1],[0],[0],[1.837346800002706],['target'],p1,001,2025-09-30_21h01.25.504,04102024_3.0_Visual Search Task,,2025.1.1,60.10131880246621,2025-09-30 21h01.43.222909 +0530,
38,0,38,[np.float64(-0.4116666666666667)],[np.float64(0.023333333333333334)],[1],[0],[0],[1.7994412000007287],['target'],38,0,38,0,81.68635690000156,,5,81.67816529999982,81.68635690000156,81.68635690000156,0.016647500000544824,83.47840599999836,[np.float64(-0.4116666666666667)],[np.float64(0.023333333333333334)],[1],[0],[0],[1.7994412000007287],['target'],p1,001,2025-09-30_21h01.25.504,04102024_3.0_Visual Search Task,,2025.1.1,60.10131880246621,2025-09-30 21h01.43.222909 +0530,
39,0,39,[np.float64(-0.34833333333333333)],[np.float64(-0.15916666666666668)],[1],[0],[0],[1.2664507999979833],['target'],39,0,39,0,83.5020270999994,,5,83.49419630000193,83.5020270999994,83.5020270999994,0.01564390000203275,84.76104130000022,[np.float64(-0.34833333333333333)],[np.float64(-0.15916666666666668)],[1],[0],[0],[1.2664507999979833],['target'],p1,001,2025-09-30_21h01.25.504,04102024_3.0_Visual Search Task,,2025.1.1,60.10131880246621,2025-09-30 21h01.43.222909 +0530,
40,0,40,[np.float64(-0.27166666666666667)],[np.float64(0.2425)],[1],[0],[0],[1.5370667000024696],['target'],40,0,40,0,84.79839930000162,,10,84.79076980000173,84.79839930000162,84.79839930000162,0.029585700001916848,86.32891899999959,[np.float64(-0.27166666666666667)],[np.float64(0.2425)],[1],[0],[0],[1.5370667000024696],['target'],p1,001,2025-09-30_21h01.25.504,04102024_3.0_Visual Search Task,,2025.1.1,60.10131880246621,2025-09-30 21h01.43.222909 +0530,
41,0,41,[np.float64(-0.03833333333333333)],[np.float64(0.035833333333333335)],[1],[0],[0],[1.694277599999623],['target'],41,0,41,0,86.35855420000007,,10,86.35080820000076,86.35855420000007,86.35855420000007,0.02161789999809116,88.04581500000131,[np.float64(-0.03833333333333333)],[np.float64(0.035833333333333335)],[1],[0],[0],[1.694277599999623],['target'],p1,001,2025-09-30_21h01.25.504,04102024_3.0_Visual Search Task,,2025.1.1,60.10131880246621,2025-09-30 21h01.43.222909 +0530,
42,0,42,[np.float64(-0.43916666666666665)],[np.float64(-0.16166666666666665)],[1],[0],[0],[2.079686799999763],['target'],42,0,42,0,88.07396430000153,,10,88.06613519999883,88.07396430000153,88.07396430000153,0.020053500000358326,90.14674300000115,[np.float64(-0.43916666666666665)],[np.float64(-0.16166666666666665)],[1],[0],[0],[2.079686799999763],['target'],p1,001,2025-09-30_21h01.25.504,04102024_3.0_Visual Search Task,,2025.1.1,60.10131880246621,2025-09-30 21h01.43.222909 +0530,
43,0,43,[np.float64(-0.08333333333333333)],[np.float64(0.4483333333333333)],[1],[0],[0],[1.9854169000027468],['target'],43,0,43,0,90.16451439999946,,5,90.1595027000003,90.16451439999946,90.16451439999946,0.012521599997853627,92.14620260000083,[np.float64(-0.08333333333333333)],[np.float64(0.4483333333333333)],[1],[0],[0],[1.9854169000027468],['target'],p1,001,2025-09-30_21h01.25.504,04102024_3.0_Visual Search Task,,2025.1.1,60.10131880246621,2025-09-30 21h01.43.222909 +0530,
44,0,44,[np.float64(0.0025)],[np.float64(-0.0175)],[1],[0],[0],[2.1017419999989215],['target'],44,0,44,0,92.1643026999991,,5,92.15903210000033,92.1643026999991,92.1643026999991,0.01258859999870765,94.26199180000185,[np.float64(0.0025)],[np.float64(-0.0175)],[1],[0],[0],[2.1017419999989215],['target'],p1,001,2025-09-30_21h01.25.504,04102024_3.0_Visual Search Task,,2025.1.1,60.10131880246621,2025-09-30 21h01.43.222909 +0530,
45,0,45,[np.float64(-0.2775)],[np.float64(-0.24416666666666667)],[1],[0],[0],[3.0214494000028935],['target'],45,0,45,0,94.27989199999865,,5,94.274682700001,94.27989199999865,94.27989199999865,0.012372699999104952,97.29710079999859,[np.float64(-0.2775)],[np.float64(-0.24416666666666667)],[1],[0],[0],[3.0214494000028935],['target'],p1,001,2025-09-30_21h01.25.504,04102024_3.0_Visual Search Task,,2025.1.1,60.10131880246621,2025-09-30 21h01.43.222909 +0530,
46,0,46,[np.float64(-0.205)],[np.float64(0.38333333333333336)],[1],[0],[0],[1.8816514999998617],['target'],46,0,46,0,97.32360329999938,,5,97.31510129999879,97.32360329999938,97.32360329999938,0.017673300000751624,99.19783530000132,[np.float64(-0.205)],[np.float64(0.38333333333333336)],[1],[0],[0],[1.8816514999998617],['target'],p1,001,2025-09-30_21h01.25.504,04102024_3.0_Visual Search Task,,2025.1.1,60.10131880246621,2025-09-30 21h01.43.222909 +0530,
47,0,47,[np.float64(0.05583333333333333)],[np.float64(-0.36583333333333334)],[1],[0],[0],[1.9311530999984825],['target'],47,0,47,0,99.24383170000146,,10,99.22992100000192,99.24383170000146,99.24383170000146,0.031851399999140995,101.16226739999911,[np.float64(0.05583333333333333)],[np.float64(-0.36583333333333334)],[1],[0],[0],[1.9311530999984825],['target'],p1,001,2025-09-30_21h01.25.504,04102024_3.0_Visual Search Task,,2025.1.1,60.10131880246621,2025-09-30 21h01.43.222909 +0530,
48,0,48,[np.float64(0.3358333333333333)],[np.float64(-0.26666666666666666)],[1],[0],[0],[2.068731300001673],['target'],48,0,48,0,101.18080900000132,,5,101.17576909999843,101.18080900000132,101.18080900000132,0.013170099999115337,103.24560180000117,[np.float64(0.3358333333333333)],[np.float64(-0.26666666666666666)],[1],[0],[0],[2.068731300001673],['target'],p1,001,2025-09-30_21h01.25.504,04102024_3.0_Visual Search Task,,2025.1.1,60.10131880246621,2025-09-30 21h01.43.222909 +0530,
49,0,49,[np.float64(0.3466666666666667)],[np.float64(0.5)],[1],[0],[0],[2.6350054000031378],['target'],49,0,49,0,103.26377560000037,,5,103.25894870000047,103.26377560000037,103.26377560000037,0.013126100002409657,105.89447790000122,[np.float64(0.3466666666666667)],[np.float64(0.5)],[1],[0],[0],[2.6350054000031378],['target'],p1,001,2025-09-30_21h01.25.504,04102024_3.0_Visual Search Task,,2025.1.1,60.10131880246621,2025-09-30 21h01.43.222909 +0530,
50,0,50,[np.float64(0.49166666666666664)],[np.float64(0.23916666666666667)],[1],[0],[0],[2.0617532999967807],['target'],50,0,50,0,105.92825409999932,,10,105.9157367000007,105.92825409999932,105.92825409999932,0.021174500001507113,107.97854519999964,[np.float64(0.49166666666666664)],[np.float64(0.23916666666666667)],[1],[0],[0],[2.0617532999967807],['target'],p1,001,2025-09-30_21h01.25.504,04102024_3.0_Visual Search Task,,2025.1.1,60.10131880246621,2025-09-30 21h01.43.222909 +0530,
51,0,51,[np.float64(-0.10083333333333333)],[np.float64(-0.37583333333333335)],[1],[0],[0],[1.8625143000026583],['target'],51,0,51,0,108.00716960000136,,5,107.99895839999954,108.00716960000136,108.00716960000136,0.01994879999983823,109.86225299999933,[np.float64(-0.10083333333333333)],[np.float64(-0.37583333333333335)],[1],[0],[0],[1.8625143000026583],['target'],p1,001,2025-09-30_21h01.25.504,04102024_3.0_Visual Search Task,,2025.1.1,60.10131880246621,2025-09-30 21h01.43.222909 +0530,
52,0,52,[np.float64(-0.43)],[np.float64(0.405)],[1],[0],[0],[2.6131904000030772],['target'],52,0,52,0,109.90824950000024,,10,109.89675500000158,109.90824950000024,109.90824950000024,0.034205199997813907,112.51036810000005,[np.float64(-0.43)],[np.float64(0.405)],[1],[0],[0],[2.6131904000030772],['target'],p1,001,2025-09-30_21h01.25.504,04102024_3.0_Visual Search Task,,2025.1.1,60.10131880246621,2025-09-30 21h01.43.222909 +0530,
53,0,53,[np.float64(-0.0425)],[np.float64(0.1)],[1],[0],[0],[2.0965648999990663],['target'],53,0,53,0,112.53904310000144,,10,112.52976699999999,112.53904310000144,112.53904310000144,0.019279799998912495,114.6267637000019,[np.float64(-0.0425)],[np.float64(0.1)],[1],[0],[0],[2.0965648999990663],['target'],p1,001,2025-09-30_21h01.25.504,04102024_3.0_Visual Search Task,,2025.1.1,60.10131880246621,2025-09-30 21h01.43.222909 +0530,
54,0,54,[np.float64(-0.0425)],[np.float64(0.25583333333333336)],[1],[0],[0],[1.883680800001457],['target'],54,0,54,0,114.65479680000135,,10,114.64471570000023,114.65479680000135,114.65479680000135,0.017830900000262773,116.52956619999895,[np.float64(-0.0425)],[np.float64(0.25583333333333336)],[1],[0],[0],[1.883680800001457],['target'],p1,001,2025-09-30_21h01.25.504,04102024_3.0_Visual Search Task,,2025.1.1,60.10131880246621,2025-09-30 21h01.43.222909 +0530,
