thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
133,0,133,[np.float64(-0.5041666666666667)],[np.float64(0.3983333333333333)],[1],[0],[0],[1.6243484999977227],['target'],133,0,133,0,257.6679663000032,,5,257.6611018000003,257.6679663000032,257.6679663000032,0.01092150000113179,259.28696280000077,[np.float64(-0.5041666666666667)],[np.float64(0.3983333333333333)],[1],[0],[0],[1.6243484999977227],['target'],p3,001,2025-09-30_21h16.53.302,04102024_3.0_Visual Search Task,,2025.1.1,59.99840404252334,2025-09-30 21h17.06.118439 +0530,
134,0,134,[np.float64(0.1825)],[np.float64(0.3725)],[1],[0],[0],[1.4736049999992247],['target'],134,0,134,0,259.31923240000106,,10,259.3104927000022,259.31923240000106,259.31923240000106,0.023303899997699773,260.7849145,[np.float64(0.1825)],[np.float64(0.3725)],[1],[0],[0],[1.4736049999992247],['target'],p3,001,2025-09-30_21h16.53.302,04102024_3.0_Visual Search Task,,2025.1.1,59.99840404252334,2025-09-30 21h17.06.118439 +0530,
135,0,135,[np.float64(-0.22666666666666666)],[np.float64(-0.29333333333333333)],[1],[0],[0],[1.688969000002544],['target'],135,0,135,0,260.8014862000018,,5,260.79572010000265,260.8014862000018,260.8014862000018,0.010597099997539772,262.48577210000076,[np.float64(-0.22666666666666666)],[np.float64(-0.29333333333333333)],[1],[0],[0],[1.688969000002544],['target'],p3,001,2025-09-30_21h16.53.302,04102024_3.0_Visual Search Task,,2025.1.1,59.99840404252334,2025-09-30 21h17.06.118439 +0530,
136,0,136,[np.float64(0.0033333333333333335)],[np.float64(0.30416666666666664)],[1],[0],[0],[1.8508146999993187],['target'],136,0,136,0,262.50538150000284,,5,262.499553200003,262.50538150000284,262.50538150000284,0.01358540000001085,264.35184960000333,[np.float64(0.0033333333333333335)],[np.float64(0.30416666666666664)],[1],[0],[0],[1.8508146999993187],['target'],p3,001,2025-09-30_21h16.53.302,04102024_3.0_Visual Search Task,,2025.1.1,59.99840404252334,2025-09-30 21h17.06.118439 +0530,
137,0,137,[np.float64(0.34)],[np.float64(-0.3575)],[1],[0],[0],[1.916288299998996],['target'],137,0,137,0,264.3969167000032,,10,264.3848567000023,264.3969167000032,264.3969167000032,0.0327638000017032,266.30214380000325,[np.float64(0.34)],[np.float64(-0.3575)],[1],[0],[0],[1.916288299998996],['target'],p3,001,2025-09-30_21h16.53.302,04102024_3.0_Visual Search Task,,2025.1.1,59.99840404252334,2025-09-30 21h17.06.118439 +0530,
138,0,138,[np.float64(-0.38166666666666665)],[np.float64(-0.058333333333333334)],[1],[0],[0],[3.433816699998715],['target'],138,0,138,0,266.34913210000013,,10,266.3344246000015,266.34913210000013,266.34913210000013,0.032042700000602053,269.7692522000034,[np.float64(-0.38166666666666665)],[np.float64(-0.058333333333333334)],[1],[0],[0],[3.433816699998715],['target'],p3,001,2025-09-30_21h16.53.302,04102024_3.0_Visual Search Task,,2025.1.1,59.99840404252334,2025-09-30 21h17.06.118439 +0530,
139,0,139,[np.float64(0.4691666666666667)],[np.float64(0.004166666666666667)],[1],[0],[0],[1.887469900000724],['target'],139,0,139,0,269.80527040000015,,10,269.79601790000015,269.80527040000015,269.80527040000015,0.0265099000025657,271.68417300000146,[np.float64(0.4691666666666667)],[np.float64(0.004166666666666667)],[1],[0],[0],[1.887469900000724],['target'],p3,001,2025-09-30_21h16.53.302,04102024_3.0_Visual Search Task,,2025.1.1,59.99840404252334,2025-09-30 21h17.06.118439 +0530,
140,0,140,[np.float64(0.37666666666666665)],[np.float64(0.10583333333333333)],[1],[0],[0],[1.3529096000020218],['target'],140,0,140,0,271.7078188000014,,5,271.6996356000018,271.7078188000014,271.7078188000014,0.015321200000471435,273.05391560000135,[np.float64(0.37666666666666665)],[np.float64(0.10583333333333333)],[1],[0],[0],[1.3529096000020218],['target'],p3,001,2025-09-30_21h16.53.302,04102024_3.0_Visual Search Task,,2025.1.1,59.99840404252334,2025-09-30 21h17.06.118439 +0530,
141,0,141,[np.float64(0.0925)],[np.float64(0.21333333333333335)],[1],[0],[0],[4.030627500000264],['target'],141,0,141,0,273.10019060000195,,10,273.0864658999999,273.10019060000195,273.10019060000195,0.0322946000014781,277.1187067000028,[np.float64(0.0925)],[np.float64(0.21333333333333335)],[1],[0],[0],[4.030627500000264],['target'],p3,001,2025-09-30_21h16.53.302,04102024_3.0_Visual Search Task,,2025.1.1,59.99840404252334,2025-09-30 21h17.06.118439 +0530,
142,0,142,[np.float64(0.22333333333333333)],[np.float64(-0.4275)],[1],[0],[0],[2.46620559999792],['target'],142,0,142,0,277.1650452000031,,10,277.15155980000054,277.1650452000031,277.1650452000031,0.03258149999965099,279.6188525000034,[np.float64(0.22333333333333333)],[np.float64(-0.4275)],[1],[0],[0],[2.46620559999792],['target'],p3,001,2025-09-30_21h16.53.302,04102024_3.0_Visual Search Task,,2025.1.1,59.99840404252334,2025-09-30 21h17.06.118439 +0530,
143,0,143,[np.float64(0.47)],[np.float64(0.24666666666666667)],[1],[0],[0],[1.675330500002019],['target'],143,0,143,0,279.6492046000021,,10,279.64097050000055,279.6492046000021,279.6492046000021,0.021863400001166156,281.31678060000195,[np.float64(0.47)],[np.float64(0.24666666666666667)],[1],[0],[0],[1.675330500002019],['target'],p3,001,2025-09-30_21h16.53.302,04102024_3.0_Visual Search Task,,2025.1.1,59.99840404252334,2025-09-30 21h17.06.118439 +0530,
144,0,144,[np.float64(0.18083333333333335)],[np.float64(-0.27416666666666667)],[1],[0],[0],[1.6975728000033996],['target'],144,0,144,0,281.3684867000011,,10,281.3546015000029,281.3684867000011,281.3684867000011,0.03766969999924186,283.0532299000006,[np.float64(0.18083333333333335)],[np.float64(-0.27416666666666667)],[1],[0],[0],[1.6975728000033996],['target'],p3,001,2025-09-30_21h16.53.302,04102024_3.0_Visual Search Task,,2025.1.1,59.99840404252334,2025-09-30 21h17.06.118439 +0530,
145,0,145,[np.float64(-0.31916666666666665)],[np.float64(0.4675)],[1],[0],[0],[3.6097976000019116],['target'],145,0,145,0,283.10264980000284,,10,283.0899617000032,283.10264980000284,283.10264980000284,0.0364597000007052,286.70100640000237,[np.float64(-0.31916666666666665)],[np.float64(0.4675)],[1],[0],[0],[3.6097976000019116],['target'],p3,001,2025-09-30_21h16.53.302,04102024_3.0_Visual Search Task,,2025.1.1,59.99840404252334,2025-09-30 21h17.06.118439 +0530,
146,0,146,[np.float64(-0.2916666666666667)],[np.float64(-0.175)],[1],[0],[0],[2.101970399999118],['target'],146,0,146,0,286.7193600000028,,5,286.71412000000055,286.7193600000028,286.7193600000028,0.012834699999075383,288.81670080000185,[np.float64(-0.2916666666666667)],[np.float64(-0.175)],[1],[0],[0],[2.101970399999118],['target'],p3,001,2025-09-30_21h16.53.302,04102024_3.0_Visual Search Task,,2025.1.1,59.99840404252334,2025-09-30 21h17.06.118439 +0530,
147,0,147,[np.float64(-0.375)],[np.float64(0.10333333333333333)],[1],[0],[0],[1.4392321000013908],['target'],147,0,147,0,288.8339631000017,,5,288.82806710000295,288.8339631000017,288.8339631000017,0.011201099998288555,290.2680125000006,[np.float64(-0.375)],[np.float64(0.10333333333333333)],[1],[0],[0],[1.4392321000013908],['target'],p3,001,2025-09-30_21h16.53.302,04102024_3.0_Visual Search Task,,2025.1.1,59.99840404252334,2025-09-30 21h17.06.118439 +0530,
148,0,148,[np.float64(0.255)],[np.float64(0.38166666666666665)],[1],[0],[0],[1.5536836000028416],['target'],148,0,148,0,290.28543880000143,,5,290.2804114999999,290.28543880000143,290.28543880000143,0.012199400000099558,291.83457570000246,[np.float64(0.255)],[np.float64(0.38166666666666665)],[1],[0],[0],[1.5536836000028416],['target'],p3,001,2025-09-30_21h16.53.302,04102024_3.0_Visual Search Task,,2025.1.1,59.99840404252334,2025-09-30 21h17.06.118439 +0530,
149,0,149,[np.float64(-0.4033333333333333)],[np.float64(0.22333333333333333)],[1],[0],[0],[1.771340199997212],['target'],149,0,149,0,291.87599780000164,,10,291.86323280000215,291.87599780000164,291.87599780000164,0.028539200000523124,293.6356261000001,[np.float64(-0.4033333333333333)],[np.float64(0.22333333333333333)],[1],[0],[0],[1.771340199997212],['target'],p3,001,2025-09-30_21h16.53.302,04102024_3.0_Visual Search Task,,2025.1.1,59.99840404252334,2025-09-30 21h17.06.118439 +0530,
150,0,150,[np.float64(-0.265)],[np.float64(0.305)],[1],[0],[0],[1.3558297999989009],['target'],150,0,150,0,293.6676417000017,,10,293.66024820000166,293.6676417000017,293.6676417000017,0.024009000000660308,295.01651310000307,[np.float64(-0.265)],[np.float64(0.305)],[1],[0],[0],[1.3558297999989009],['target'],p3,001,2025-09-30_21h16.53.302,04102024_3.0_Visual Search Task,,2025.1.1,59.99840404252334,2025-09-30 21h17.06.118439 +0530,
151,0,151,[np.float64(0.3541666666666667)],[np.float64(-0.23666666666666666)],[1],[0],[0],[3.1947289999989152],['target'],151,0,151,0,295.0470356000005,,10,295.03865700000097,295.0470356000005,295.0470356000005,0.021950299997115508,298.2343811999999,[np.float64(0.3541666666666667)],[np.float64(-0.23666666666666666)],[1],[0],[0],[3.1947289999989152],['target'],p3,001,2025-09-30_21h16.53.302,04102024_3.0_Visual Search Task,,2025.1.1,59.99840404252334,2025-09-30 21h17.06.118439 +0530,
152,0,152,[np.float64(-0.2575)],[np.float64(-0.4141666666666667)],[1],[0],[0],[1.8590349000005517],['target'],152,0,152,0,298.26918800000203,,10,298.25873240000146,298.26918800000203,298.26918800000203,0.024053699999058153,300.11871000000247,[np.float64(-0.2575)],[np.float64(-0.4141666666666667)],[1],[0],[0],[1.8590349000005517],['target'],p3,001,2025-09-30_21h16.53.302,04102024_3.0_Visual Search Task,,2025.1.1,59.99840404252334,2025-09-30 21h17.06.118439 +0530,
153,0,153,[np.float64(-0.5016666666666667)],[np.float64(-0.4066666666666667)],[1],[0],[0],[1.4634178999986034],['target'],153,0,153,0,300.142418200001,,5,300.13609810000344,300.142418200001,300.142418200001,0.01711540000178502,301.60053980000157,[np.float64(-0.5016666666666667)],[np.float64(-0.4066666666666667)],[1],[0],[0],[1.4634178999986034],['target'],p3,001,2025-09-30_21h16.53.302,04102024_3.0_Visual Search Task,,2025.1.1,59.99840404252334,2025-09-30 21h17.06.118439 +0530,
154,0,154,[np.float64(0.3591666666666667)],[np.float64(-0.2825)],[1],[0],[0],[2.3371785000017553],['target'],154,0,154,0,301.6191882000021,,5,301.6131325000024,301.6191882000021,301.6191882000021,0.012403700002323603,303.9513772999999,[np.float64(0.3591666666666667)],[np.float64(-0.2825)],[1],[0],[0],[2.3371785000017553],['target'],p3,001,2025-09-30_21h16.53.302,04102024_3.0_Visual Search Task,,2025.1.1,59.99840404252334,2025-09-30 21h17.06.118439 +0530,
155,0,155,[np.float64(0.26666666666666666)],[np.float64(-0.015)],[1],[0],[0],[2.057844099999784],['target'],155,0,155,0,303.9841858,,10,303.9751756000005,303.9841858,303.9841858,0.023407700002280762,306.0339520000016,[np.float64(0.26666666666666666)],[np.float64(-0.015)],[1],[0],[0],[2.057844099999784],['target'],p3,001,2025-09-30_21h16.53.302,04102024_3.0_Visual Search Task,,2025.1.1,59.99840404252334,2025-09-30 21h17.06.118439 +0530,
156,0,156,[np.float64(-0.02)],[np.float64(0.4775)],[1],[0],[0],[5.954710400001204],['target'],156,0,156,0,306.0513613000003,,5,306.0456113,306.0513613000003,306.0513613000003,0.011435299998993287,312.001243900002,[np.float64(-0.02)],[np.float64(0.4775)],[1],[0],[0],[5.954710400001204],['target'],p3,001,2025-09-30_21h16.53.302,04102024_3.0_Visual Search Task,,2025.1.1,59.99840404252334,2025-09-30 21h17.06.118439 +0530,
157,0,157,[np.float64(0.36)],[np.float64(0.37416666666666665)],[1],[0],[0],[1.9328365000001213],['target'],157,0,157,0,312.02775640000254,,5,312.01903720000337,312.02775640000254,312.02775640000254,0.01745930000106455,313.9527651000026,[np.float64(0.36)],[np.float64(0.37416666666666665)],[1],[0],[0],[1.9328365000001213],['target'],p3,001,2025-09-30_21h16.53.302,04102024_3.0_Visual Search Task,,2025.1.1,59.99840404252334,2025-09-30 21h17.06.118439 +0530,
158,0,158,[np.float64(0.21166666666666667)],[np.float64(-0.29)],[1],[0],[0],[3.213802400001441],['target'],158,0,158,0,314.0008811000007,,10,313.98488010000074,314.0008811000007,314.0008811000007,0.03175270000065211,317.1991752000031,[np.float64(0.21166666666666667)],[np.float64(-0.29)],[1],[0],[0],[3.213802400001441],['target'],p3,001,2025-09-30_21h16.53.302,04102024_3.0_Visual Search Task,,2025.1.1,59.99840404252334,2025-09-30 21h17.06.118439 +0530,
159,0,159,[np.float64(-0.0475)],[np.float64(0.1725)],[1],[0],[0],[2.6183906000005663],['target'],159,0,159,0,317.2238038000032,,10,317.21603420000247,317.2238038000032,317.2238038000032,0.01674049999928684,319.8355816000003,[np.float64(-0.0475)],[np.float64(0.1725)],[1],[0],[0],[2.6183906000005663],['target'],p3,001,2025-09-30_21h16.53.302,04102024_3.0_Visual Search Task,,2025.1.1,59.99840404252334,2025-09-30 21h17.06.118439 +0530,
160,0,160,[np.float64(0.31333333333333335)],[np.float64(0.4791666666666667)],[1],[0],[0],[3.4236307999999553],['target'],160,0,160,0,319.86702030000015,,10,319.85948180000196,319.86702030000015,319.86702030000015,0.023627799997484544,323.284183900003,[np.float64(0.31333333333333335)],[np.float64(0.4791666666666667)],[1],[0],[0],[3.4236307999999553],['target'],p3,001,2025-09-30_21h16.53.302,04102024_3.0_Visual Search Task,,2025.1.1,59.99840404252334,2025-09-30 21h17.06.118439 +0530,
161,0,161,[np.float64(-0.31083333333333335)],[np.float64(0.2325)],[1],[0],[0],[2.002970399997139],['target'],161,0,161,0,323.30283130000316,,5,323.29725790000157,323.30283130000316,323.30283130000316,0.012800599997717654,325.3012890000027,[np.float64(-0.31083333333333335)],[np.float64(0.2325)],[1],[0],[0],[2.002970399997139],['target'],p3,001,2025-09-30_21h16.53.302,04102024_3.0_Visual Search Task,,2025.1.1,59.99840404252334,2025-09-30 21h17.06.118439 +0530,
162,0,162,[np.float64(0.3925)],[np.float64(-0.29583333333333334)],[1],[0],[0],[2.1611319000003277],['target'],162,0,162,0,325.3295130000006,,10,325.3215956000022,325.3295130000006,325.3295130000006,0.02011050000146497,327.48380440000255,[np.float64(0.3925)],[np.float64(-0.29583333333333334)],[1],[0],[0],[2.1611319000003277],['target'],p3,001,2025-09-30_21h16.53.302,04102024_3.0_Visual Search Task,,2025.1.1,59.99840404252334,2025-09-30 21h17.06.118439 +0530,
163,0,163,[np.float64(-0.4508333333333333)],[np.float64(0.06583333333333333)],[1],[0],[0],[2.2128083999996306],['target'],163,0,163,0,327.51221710000027,,10,327.5033875000008,327.51221710000027,327.51221710000027,0.01936040000146022,329.71727790000295,[np.float64(-0.4508333333333333)],[np.float64(0.06583333333333333)],[1],[0],[0],[2.2128083999996306],['target'],p3,001,2025-09-30_21h16.53.302,04102024_3.0_Visual Search Task,,2025.1.1,59.99840404252334,2025-09-30 21h17.06.118439 +0530,
164,0,164,[np.float64(-0.1275)],[np.float64(-0.15083333333333335)],[1],[0],[0],[1.6427695999991556],['target'],164,0,164,0,329.75168810000105,,10,329.74007580000034,329.75168810000105,329.75168810000105,0.022543799997947644,331.38385240000207,[np.float64(-0.1275)],[np.float64(-0.15083333333333335)],[1],[0],[0],[1.6427695999991556],['target'],p3,001,2025-09-30_21h16.53.302,04102024_3.0_Visual Search Task,,2025.1.1,59.99840404252334,2025-09-30 21h17.06.118439 +0530,
165,0,165,[np.float64(0.1825)],[np.float64(0.3575)],[1],[0],[0],[1.7861198999999033],['target'],165,0,165,0,331.42976190000263,,10,331.4149273000003,331.42976190000263,331.42976190000263,0.030614899998909095,333.20172020000246,[np.float64(0.1825)],[np.float64(0.3575)],[1],[0],[0],[1.7861198999999033],['target'],p3,001,2025-09-30_21h16.53.302,04102024_3.0_Visual Search Task,,2025.1.1,59.99840404252334,2025-09-30 21h17.06.118439 +0530,
166,0,166,[np.float64(0.16166666666666665)],[np.float64(-0.4558333333333333)],[1],[0],[0],[2.33325799999875],['target'],166,0,166,0,333.24710750000304,,10,333.2329424000018,333.24710750000304,333.24710750000304,0.03101539999988745,335.567154700002,[np.float64(0.16166666666666665)],[np.float64(-0.4558333333333333)],[1],[0],[0],[2.33325799999875],['target'],p3,001,2025-09-30_21h16.53.302,04102024_3.0_Visual Search Task,,2025.1.1,59.99840404252334,2025-09-30 21h17.06.118439 +0530,
167,0,167,[np.float64(-0.08083333333333333)],[np.float64(0.4325)],[1],[0],[0],[1.899850999998307],['target'],167,0,167,0,335.5925410000018,,5,335.5830459000026,335.5925410000018,335.5925410000018,0.015627099997800542,337.4839251000012,[np.float64(-0.08083333333333333)],[np.float64(0.4325)],[1],[0],[0],[1.899850999998307],['target'],p3,001,2025-09-30_21h16.53.302,04102024_3.0_Visual Search Task,,2025.1.1,59.99840404252334,2025-09-30 21h17.06.118439 +0530,
168,0,168,[np.float64(0.21916666666666668)],[np.float64(-0.15833333333333333)],[1],[0],[0],[2.3852151000028243],['target'],168,0,168,0,337.52795590000096,,10,337.51460080000106,337.52795590000096,337.52795590000096,0.030449500001850538,339.90087120000317,[np.float64(0.21916666666666668)],[np.float64(-0.15833333333333333)],[1],[0],[0],[2.3852151000028243],['target'],p3,001,2025-09-30_21h16.53.302,04102024_3.0_Visual Search Task,,2025.1.1,59.99840404252334,2025-09-30 21h17.06.118439 +0530,
169,0,169,[np.float64(-0.06416666666666666)],[np.float64(0.35833333333333334)],[1],[0],[0],[2.4320468999976583],['target'],169,0,169,0,339.9475566000001,,10,339.9331861999999,339.9475566000001,339.9475566000001,0.03207930000280612,342.3659770000013,[np.float64(-0.06416666666666666)],[np.float64(0.35833333333333334)],[1],[0],[0],[2.4320468999976583],['target'],p3,001,2025-09-30_21h16.53.302,04102024_3.0_Visual Search Task,,2025.1.1,59.99840404252334,2025-09-30 21h17.06.118439 +0530,
170,0,170,[np.float64(-0.2075)],[np.float64(0.4708333333333333)],[1],[0],[0],[1.219617599999765],['target'],170,0,170,0,342.3853976999999,,5,342.3798775000032,342.3853976999999,342.3853976999999,0.01371840000138036,343.600438700003,[np.float64(-0.2075)],[np.float64(0.4708333333333333)],[1],[0],[0],[1.219617599999765],['target'],p3,001,2025-09-30_21h16.53.302,04102024_3.0_Visual Search Task,,2025.1.1,59.99840404252334,2025-09-30 21h17.06.118439 +0530,
171,0,171,[np.float64(0.035833333333333335)],[np.float64(0.15083333333333335)],[1],[0],[0],[1.2435148999975354],['target'],171,0,171,0,343.6306871000015,,10,343.6221400000031,343.6306871000015,343.6306871000015,0.021484499997313833,344.8667738000004,[np.float64(0.035833333333333335)],[np.float64(0.15083333333333335)],[1],[0],[0],[1.2435148999975354],['target'],p3,001,2025-09-30_21h16.53.302,04102024_3.0_Visual Search Task,,2025.1.1,59.99840404252334,2025-09-30 21h17.06.118439 +0530,
172,0,172,[np.float64(0.04083333333333333)],[np.float64(0.20333333333333334)],[1],[0],[0],[0.9303222999988066],['target'],172,0,172,0,344.89634990000195,,10,344.8878293000016,344.89634990000195,344.89634990000195,0.020762299998750677,345.8192494000032,[np.float64(0.04083333333333333)],[np.float64(0.20333333333333334)],[1],[0],[0],[0.9303222999988066],['target'],p3,001,2025-09-30_21h16.53.302,04102024_3.0_Visual Search Task,,2025.1.1,59.99840404252334,2025-09-30 21h17.06.118439 +0530,
173,0,173,[np.float64(0.3175)],[np.float64(-0.3433333333333333)],[1],[0],[0],[1.750894299999345],[None],173,0,173,0,345.86177560000215,,10,345.8491455000003,345.86177560000215,345.86177560000215,0.029619900000398047,347.6011647000014,[np.float64(0.3175)],[np.float64(-0.3433333333333333)],[1],[0],[0],[1.750894299999345],[None],p3,001,2025-09-30_21h16.53.302,04102024_3.0_Visual Search Task,,2025.1.1,59.99840404252334,2025-09-30 21h17.06.118439 +0530,
174,0,174,[np.float64(-0.3025)],[np.float64(0.3675)],[1],[0],[0],[1.5535923999996157],['target'],174,0,174,0,347.61716140000135,,5,347.61144160000185,347.61716140000135,347.61716140000135,0.010085500001878245,349.1655294000011,[np.float64(-0.3025)],[np.float64(0.3675)],[1],[0],[0],[1.5535923999996157],['target'],p3,001,2025-09-30_21h16.53.302,04102024_3.0_Visual Search Task,,2025.1.1,59.99840404252334,2025-09-30 21h17.06.118439 +0530,
175,0,175,[np.float64(-0.11083333333333334)],[np.float64(-0.42)],[1],[0],[0],[1.5408610999984376],[None],175,0,175,0,349.18060160000095,,5,349.1751408000018,349.18060160000095,349.18060160000095,0.009500199998001335,350.71677340000315,[np.float64(-0.11083333333333334)],[np.float64(-0.42)],[1],[0],[0],[1.5408610999984376],[None],p3,001,2025-09-30_21h16.53.302,04102024_3.0_Visual Search Task,,2025.1.1,59.99840404252334,2025-09-30 21h17.06.118439 +0530,
176,0,176,[np.float64(-0.19916666666666666)],[np.float64(0.49)],[1],[0],[0],[1.7160561999990023],['target'],176,0,176,0,350.7386108000028,,5,350.7329346000006,350.7386108000028,350.7386108000028,0.01596110000173212,352.4508650000025,[np.float64(-0.19916666666666666)],[np.float64(0.49)],[1],[0],[0],[1.7160561999990023],['target'],p3,001,2025-09-30_21h16.53.302,04102024_3.0_Visual Search Task,,2025.1.1,59.99840404252334,2025-09-30 21h17.06.118439 +0530,
177,0,177,[np.float64(0.0275)],[np.float64(0.09583333333333334)],[1],[0],[0],[1.3004126000014367],['target'],177,0,177,0,352.4709657000021,,5,352.46514520000346,352.4709657000021,352.4709657000021,0.013978700000734534,353.7665012000034,[np.float64(0.0275)],[np.float64(0.09583333333333334)],[1],[0],[0],[1.3004126000014367],['target'],p3,001,2025-09-30_21h16.53.302,04102024_3.0_Visual Search Task,,2025.1.1,59.99840404252334,2025-09-30 21h17.06.118439 +0530,
178,0,178,[np.float64(-0.03916666666666667)],[np.float64(0.245)],[1],[0],[0],[1.04954749999888],['target'],178,0,178,0,353.79074519999995,,5,353.7820795000007,353.79074519999995,353.79074519999995,0.015394299996842165,354.8321147000024,[np.float64(-0.03916666666666667)],[np.float64(0.245)],[1],[0],[0],[1.04954749999888],['target'],p3,001,2025-09-30_21h16.53.302,04102024_3.0_Visual Search Task,,2025.1.1,59.99840404252334,2025-09-30 21h17.06.118439 +0530,
179,0,179,[np.float64(-0.23916666666666667)],[np.float64(-0.1125)],[1],[0],[0],[1.3239524000018719],['target'],179,0,179,0,354.84791790000236,,5,354.84219000000303,354.84791790000236,354.84791790000236,0.009953400000085821,356.16713510000045,[np.float64(-0.23916666666666667)],[np.float64(-0.1125)],[1],[0],[0],[1.3239524000018719],['target'],p3,001,2025-09-30_21h16.53.302,04102024_3.0_Visual Search Task,,2025.1.1,59.99840404252334,2025-09-30 21h17.06.118439 +0530,
180,0,180,[np.float64(0.165)],[np.float64(0.28833333333333333)],[1],[0],[0],[1.3363286999992852],['target'],180,0,180,0,356.18475580000086,,5,356.17943450000166,356.18475580000086,356.18475580000086,0.0119157000008272,357.51632580000296,[np.float64(0.165)],[np.float64(0.28833333333333333)],[1],[0],[0],[1.3363286999992852],['target'],p3,001,2025-09-30_21h16.53.302,04102024_3.0_Visual Search Task,,2025.1.1,59.99840404252334,2025-09-30 21h17.06.118439 +0530,
181,0,181,[np.float64(-0.165)],[np.float64(-0.45666666666666667)],[1],[0],[0],[1.739638200000627],['target'],181,0,181,0,357.5332077000021,,5,357.5271966,357.5332077000021,357.5332077000021,0.010709099999075988,359.26786410000204,[np.float64(-0.165)],[np.float64(-0.45666666666666667)],[1],[0],[0],[1.739638200000627],['target'],p3,001,2025-09-30_21h16.53.302,04102024_3.0_Visual Search Task,,2025.1.1,59.99840404252334,2025-09-30 21h17.06.118439 +0530,
182,0,182,[np.float64(-0.3541666666666667)],[np.float64(0.23833333333333334)],[1],[0],[0],[1.4254035000012664],['target'],182,0,182,0,359.29996680000113,,10,359.29072630000155,359.29996680000113,359.29996680000113,0.022493000000395114,360.7172426000034,[np.float64(-0.3541666666666667)],[np.float64(0.23833333333333334)],[1],[0],[0],[1.4254035000012664],['target'],p3,001,2025-09-30_21h16.53.302,04102024_3.0_Visual Search Task,,2025.1.1,59.99840404252334,2025-09-30 21h17.06.118439 +0530,
183,0,183,[np.float64(-0.07416666666666667)],[np.float64(0.10833333333333334)],[1],[0],[0],[1.2346353000029922],['target'],183,0,183,0,360.73580160000347,,5,360.72989150000285,360.73580160000347,360.73580160000347,0.0124143000030017,361.96501810000336,[np.float64(-0.07416666666666667)],[np.float64(0.10833333333333334)],[1],[0],[0],[1.2346353000029922],['target'],p3,001,2025-09-30_21h16.53.302,04102024_3.0_Visual Search Task,,2025.1.1,59.99840404252334,2025-09-30 21h17.06.118439 +0530,
184,0,184,[np.float64(-0.13333333333333333)],[np.float64(-0.25166666666666665)],[1],[0],[0],[1.2755474999976286],['target'],184,0,184,0,361.98106310000003,,5,361.9751732000004,361.98106310000003,361.98106310000003,0.010061500001029344,363.25188720000006,[np.float64(-0.13333333333333333)],[np.float64(-0.25166666666666665)],[1],[0],[0],[1.2755474999976286],['target'],p3,001,2025-09-30_21h16.53.302,04102024_3.0_Visual Search Task,,2025.1.1,59.99840404252334,2025-09-30 21h17.06.118439 +0530,
185,0,185,[np.float64(-0.48)],[np.float64(0.325)],[1],[0],[0],[1.4347937000020465],['target'],185,0,185,0,363.27034820000335,,5,363.26463720000174,363.27034820000335,363.27034820000335,0.012540800002170727,364.7001171000011,[np.float64(-0.48)],[np.float64(0.325)],[1],[0],[0],[1.4347937000020465],['target'],p3,001,2025-09-30_21h16.53.302,04102024_3.0_Visual Search Task,,2025.1.1,59.99840404252334,2025-09-30 21h17.06.118439 +0530,
186,0,186,[np.float64(-0.5133333333333333)],[np.float64(-0.0075)],[1],[0],[0],[1.636556000001292],['target'],186,0,186,0,364.7396774000008,,10,364.72994800000015,364.7396774000008,364.7396774000008,0.029652599998371443,366.3674678000025,[np.float64(-0.5133333333333333)],[np.float64(-0.0075)],[1],[0],[0],[1.636556000001292],['target'],p3,001,2025-09-30_21h16.53.302,04102024_3.0_Visual Search Task,,2025.1.1,59.99840404252334,2025-09-30 21h17.06.118439 +0530,
187,0,187,[np.float64(0.21166666666666667)],[np.float64(-0.06666666666666667)],[1],[0],[0],[2.0606965999977547],['target'],187,0,187,0,366.4000503000025,,10,366.3882157000007,366.4000503000025,366.4000503000025,0.020494299998972565,368.44945160000134,[np.float64(0.21166666666666667)],[np.float64(-0.06666666666666667)],[1],[0],[0],[2.0606965999977547],['target'],p3,001,2025-09-30_21h16.53.302,04102024_3.0_Visual Search Task,,2025.1.1,59.99840404252334,2025-09-30 21h17.06.118439 +0530,
188,0,188,[np.float64(0.33416666666666667)],[np.float64(0.3075)],[1],[0],[0],[1.4716874000005191],['target'],188,0,188,0,368.4667174000024,,5,368.4600602000028,368.4667174000024,368.4667174000024,0.010388700000476092,369.9325331,[np.float64(0.33416666666666667)],[np.float64(0.3075)],[1],[0],[0],[1.4716874000005191],['target'],p3,001,2025-09-30_21h16.53.302,04102024_3.0_Visual Search Task,,2025.1.1,59.99840404252334,2025-09-30 21h17.06.118439 +0530,
