testAnger,thisN,thisTrialN,thisRepN,lureCold,lureSleep,final_test,corrAns,key_resp_test.keys,key_resp_test.corr,key_resp_test.rt,key_resp_test.duration,trialsAnger.thisRepN,trialsAnger.thisTrialN,trialsAnger.thisN,trialsAnger.thisIndex,trialsCold.thisRepN,trialsCold.thisTrialN,trialsCold.thisN,trialsCold.thisIndex,trialsSleep.thisRepN,trialsSleep.thisTrialN,trialsSleep.thisN,trialsSleep.thisIndex,trialsTest.thisRepN,trialsTest.thisTrialN,trialsTest.thisN,trialsTest.thisIndex,thisRow.t,notes,welcome.started,text_welcome.started,text_welcome.stopped,welcome.stopped,instr.started,text_instr.started,key_resp_instr1.started,instr.stopped,key_resp_instr1.keys,key_resp_instr1.rt,key_resp_instr1.duration,lureAnger.started,textAnger.started,lureAnger.stopped,blank.started,textBlank.started,blank.stopped,lureCold_2.started,textCold.started,lureCold_2.stopped,lureSleep_2.started,textSleep.started,lureSleep_2.stopped,instr2.started,text_instr2.started,key_resp_instr2.started,instr2.stopped,key_resp_instr2.keys,key_resp_instr2.rt,key_resp_instr2.duration,math.started,textMath.started,key_resp_math.started,math.stopped,key_resp_math.keys,key_resp_math.rt,key_resp_math.duration,instr3.started,text_instr3.started,key_resp_instr3.started,instr3.stopped,key_resp_instr3.keys,key_resp_instr3.rt,key_resp_instr3.duration,test.started,textTest.started,key_resp_test.started,test.stopped,trialsTest.key_resp_test.keys,trialsTest.key_resp_test.corr,trialsTest.key_resp_test.rt,trialsTest.key_resp_test.duration,textBlank.stopped,thanks.started,textThanks.started,key_resp_exit.started,thanks.stopped,key_resp_exit.keys,key_resp_exit.rt,key_resp_exit.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0018378000240772963,0.004513300023972988,3.0122733000316657,2.996789800003171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,001,2025-11-20_09h41.49.267,solo_project_drm,,2025.1.1,59.998944017529325,2025-11-20 09h42.02.869405 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9968766000238247,3.0122733000316657,3.0122733000316657,4.271555399987847,space,1.2461456999881193,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,001,2025-11-20_09h41.49.267,solo_project_drm,,2025.1.1,59.998944017529325,2025-11-20 09h42.02.869405 +0530,
fury,0,0,0,,,,,,,,,0,0,0,5,,,,,,,,,,,,,4.282154900021851,,,,,,,,,,,,,4.279351100034546,4.282154900021851,5.279429899994284,5.279474000039045,5.295354800007772,5.778597800002899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,001,2025-11-20_09h41.49.267,solo_project_drm,,2025.1.1,59.998944017529325,2025-11-20 09h42.02.869405 +0530,
rage,1,1,0,,,,,,,,,0,1,1,3,,,,,,,,,,,,,5.795513999997638,,,,,,,,,,,,,5.78109519998543,5.795513999997638,6.779634300037287,6.779709000024013,6.795734999992419,7.279786900035106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,001,2025-11-20_09h41.49.267,solo_project_drm,,2025.1.1,59.998944017529325,2025-11-20 09h42.02.869405 +0530,
fight,2,2,0,,,,,,,,,0,2,2,7,,,,,,,,,,,,,7.295637200004421,,,,,,,,,,,,,7.284461700008251,7.295637200004421,8.279007300036028,8.279068500036374,8.295434600033332,8.778724500036333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,001,2025-11-20_09h41.49.267,solo_project_drm,,2025.1.1,59.998944017529325,2025-11-20 09h42.02.869405 +0530,
hate,3,3,0,,,,,,,,,0,3,3,2,,,,,,,,,,,,,8.795217800012324,,,,,,,,,,,,,8.781445800035726,8.795217800012324,9.779397800040897,9.779473600035999,9.796078099985607,10.279548200021964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,001,2025-11-20_09h41.49.267,solo_project_drm,,2025.1.1,59.998944017529325,2025-11-20 09h42.02.869405 +0530,
fear,4,4,0,,,,,,,,,0,4,4,1,,,,,,,,,,,,,10.29567230003886,,,,,,,,,,,,,10.284510500030592,10.29567230003886,11.279798000003211,11.27988310001092,11.295604199985974,11.779316200001631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,001,2025-11-20_09h41.49.267,solo_project_drm,,2025.1.1,59.998944017529325,2025-11-20 09h42.02.869405 +0530,
emotion,5,5,0,,,,,,,,,0,5,5,9,,,,,,,,,,,,,11.795789199997671,,,,,,,,,,,,,11.783769900037441,11.795789199997671,12.77963240002282,12.779704699991271,12.795591300004162,13.279358400031924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,001,2025-11-20_09h41.49.267,solo_project_drm,,2025.1.1,59.998944017529325,2025-11-20 09h42.02.869405 +0530,
temper,6,6,0,,,,,,,,,0,6,6,4,,,,,,,,,,,,,13.295787899987772,,,,,,,,,,,,,13.283684500027448,13.295787899987772,14.279429999995045,14.279521199990995,14.295510000025388,14.780229400028475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,001,2025-11-20_09h41.49.267,solo_project_drm,,2025.1.1,59.998944017529325,2025-11-20 09h42.02.869405 +0530,
mean,7,7,0,,,,,,,,,0,7,7,8,,,,,,,,,,,,,14.795285000000149,,,,,,,,,,,,,14.785100100038107,14.795285000000149,15.77990810002666,15.779988599999342,15.795459699991625,16.279844900011085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,001,2025-11-20_09h41.49.267,solo_project_drm,,2025.1.1,59.998944017529325,2025-11-20 09h42.02.869405 +0530,
