thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
33,0,33,[np.float64(0.25833333333333336)],[np.float64(0.30833333333333335)],[1],[0],[0],[2.0137721999999485],['target'],33,0,33,0,122.13313910000215,,5,122.12454720000096,122.13313910000215,122.13313910000215,0.016623600000457373,124.13965200000166,[np.float64(0.25833333333333336)],[np.float64(0.30833333333333335)],[1],[0],[0],[2.0137721999999485],['target'],p5,001,2025-09-30_21h32.52.571,04102024_3.0_Visual Search Task,,2025.1.1,59.611274877215706,2025-09-30 21h33.20.252144 +0530,
34,0,34,[np.float64(-0.15083333333333335)],[np.float64(0.3175)],[1],[0],[0],[3.0278619000018807],['target'],34,0,34,0,124.16812779999964,,10,124.1595081000014,124.16812779999964,124.16812779999964,0.019637599998532096,127.18870500000048,[np.float64(-0.15083333333333335)],[np.float64(0.3175)],[1],[0],[0],[3.0278619000018807],['target'],p5,001,2025-09-30_21h32.52.571,04102024_3.0_Visual Search Task,,2025.1.1,59.611274877215706,2025-09-30 21h33.20.252144 +0530,
35,0,35,[np.float64(-0.31333333333333335)],[np.float64(0.1525)],[1],[0],[0],[3.069440499999473],['target'],35,0,35,0,127.2078760000004,,5,127.20178230000238,127.2078760000004,127.2078760000004,0.01281839999865042,130.2721541000028,[np.float64(-0.31333333333333335)],[np.float64(0.1525)],[1],[0],[0],[3.069440499999473],['target'],p5,001,2025-09-30_21h32.52.571,04102024_3.0_Visual Search Task,,2025.1.1,59.611274877215706,2025-09-30 21h33.20.252144 +0530,
36,0,36,[np.float64(0.07416666666666667)],[np.float64(0.265)],[1],[0],[0],[3.025634599998739],['target'],36,0,36,0,130.30261690000043,,10,130.29405880000195,130.30261690000043,130.30261690000043,0.02166159999978845,133.32007220000014,[np.float64(0.07416666666666667)],[np.float64(0.265)],[1],[0],[0],[3.025634599998739],['target'],p5,001,2025-09-30_21h32.52.571,04102024_3.0_Visual Search Task,,2025.1.1,59.611274877215706,2025-09-30 21h33.20.252144 +0530,
37,0,37,[np.float64(-0.2825)],[np.float64(0.3925)],[1],[0],[0],[4.542869000000792],['target'],37,0,37,0,133.33579120000286,,5,133.33023260000118,133.33579120000286,133.33579120000286,0.010046100000181468,137.87421170000016,[np.float64(-0.2825)],[np.float64(0.3925)],[1],[0],[0],[4.542869000000792],['target'],p5,001,2025-09-30_21h32.52.571,04102024_3.0_Visual Search Task,,2025.1.1,59.611274877215706,2025-09-30 21h33.20.252144 +0530,
38,0,38,[np.float64(0.24916666666666668)],[np.float64(-0.4091666666666667)],[1],[0],[0],[3.7983435000023746],['target'],38,0,38,0,137.89785350000238,,5,137.88953630000105,137.89785350000238,137.89785350000238,0.015112400000361959,141.68927450000047,[np.float64(0.24916666666666668)],[np.float64(-0.4091666666666667)],[1],[0],[0],[3.7983435000023746],['target'],p5,001,2025-09-30_21h32.52.571,04102024_3.0_Visual Search Task,,2025.1.1,59.611274877215706,2025-09-30 21h33.20.252144 +0530,
39,0,39,[np.float64(0.2866666666666667)],[np.float64(-0.415)],[1],[0],[0],[1.701460500000394],['target'],39,0,39,0,141.73206589999972,,10,141.71933890000219,141.73206589999972,141.73206589999972,0.02978609999991022,143.42186850000144,[np.float64(0.2866666666666667)],[np.float64(-0.415)],[1],[0],[0],[1.701460500000394],['target'],p5,001,2025-09-30_21h32.52.571,04102024_3.0_Visual Search Task,,2025.1.1,59.611274877215706,2025-09-30 21h33.20.252144 +0530,
40,0,40,[np.float64(-0.19166666666666668)],[np.float64(0.2225)],[1],[0],[0],[4.594785799999954],['target'],40,0,40,0,143.45107930000086,,10,143.44215750000149,143.45107930000086,143.45107930000086,0.019795299998804694,148.03798430000097,[np.float64(-0.19166666666666668)],[np.float64(0.2225)],[1],[0],[0],[4.594785799999954],['target'],p5,001,2025-09-30_21h32.52.571,04102024_3.0_Visual Search Task,,2025.1.1,59.611274877215706,2025-09-30 21h33.20.252144 +0530,
41,0,41,[np.float64(0.3641666666666667)],[np.float64(0.0775)],[1],[0],[0],[2.798379700001533],['target'],41,0,41,0,148.06730530000277,,10,148.0589027999995,148.06730530000277,148.06730530000277,0.02056299999821931,150.85833920000005,[np.float64(0.3641666666666667)],[np.float64(0.0775)],[1],[0],[0],[2.798379700001533],['target'],p5,001,2025-09-30_21h32.52.571,04102024_3.0_Visual Search Task,,2025.1.1,59.611274877215706,2025-09-30 21h33.20.252144 +0530,
42,0,42,[np.float64(0.5008333333333334)],[np.float64(0.0008333333333333334)],[1],[0],[0],[2.4089053999996395],['target'],42,0,42,0,150.8870139999999,,10,150.87828319999971,150.8870139999999,150.8870139999999,0.019713300000148593,153.288021700002,[np.float64(0.5008333333333334)],[np.float64(0.0008333333333333334)],[1],[0],[0],[2.4089053999996395],['target'],p5,001,2025-09-30_21h32.52.571,04102024_3.0_Visual Search Task,,2025.1.1,59.611274877215706,2025-09-30 21h33.20.252144 +0530,
43,0,43,[np.float64(-0.215)],[np.float64(0.4766666666666667)],[1],[0],[0],[4.438173300000926],['target'],43,0,43,0,153.3057755000009,,5,153.30023360000268,153.3057755000009,153.3057755000009,0.011837400001240894,157.7391021000003,[np.float64(-0.215)],[np.float64(0.4766666666666667)],[1],[0],[0],[4.438173300000926],['target'],p5,001,2025-09-30_21h32.52.571,04102024_3.0_Visual Search Task,,2025.1.1,59.611274877215706,2025-09-30 21h33.20.252144 +0530,
44,0,44,[np.float64(-0.2733333333333333)],[np.float64(-0.13666666666666666)],[1],[0],[0],[2.8026253999996698],['target'],44,0,44,0,157.75705870000093,,5,157.7514099,157.75705870000093,157.75705870000093,0.012100600000849226,160.55501709999953,[np.float64(-0.2733333333333333)],[np.float64(-0.13666666666666666)],[1],[0],[0],[2.8026253999996698],['target'],p5,001,2025-09-30_21h32.52.571,04102024_3.0_Visual Search Task,,2025.1.1,59.611274877215706,2025-09-30 21h33.20.252144 +0530,
45,0,45,[np.float64(0.28583333333333333)],[np.float64(-0.004166666666666667)],[1],[0],[0],[4.985934399999678],['target'],45,0,45,0,160.57359240000005,,5,160.56800380000277,160.57359240000005,160.57359240000005,0.012767299998813542,165.55546110000068,[np.float64(0.28583333333333333)],[np.float64(-0.004166666666666667)],[1],[0],[0],[4.985934399999678],['target'],p5,001,2025-09-30_21h32.52.571,04102024_3.0_Visual Search Task,,2025.1.1,59.611274877215706,2025-09-30 21h33.20.252144 +0530,
46,0,46,[np.float64(0.4666666666666667)],[np.float64(0.3233333333333333)],[1],[0],[0],[2.1637435000011465],['target'],46,0,46,0,165.58172209999975,,5,165.57324110000263,165.58172209999975,165.58172209999975,0.0174057999975048,167.7382894000002,[np.float64(0.4666666666666667)],[np.float64(0.3233333333333333)],[1],[0],[0],[2.1637435000011465],['target'],p5,001,2025-09-30_21h32.52.571,04102024_3.0_Visual Search Task,,2025.1.1,59.611274877215706,2025-09-30 21h33.20.252144 +0530,
47,0,47,[np.float64(0.3925)],[np.float64(0.43666666666666665)],[1],[0],[0],[2.6987541999988025],['target'],47,0,47,0,167.7633373000026,,5,167.75460730000123,167.7633373000026,167.7633373000026,0.01606270000047516,170.45408769999995,[np.float64(0.3925)],[np.float64(0.43666666666666665)],[1],[0],[0],[2.6987541999988025],['target'],p5,001,2025-09-30_21h32.52.571,04102024_3.0_Visual Search Task,,2025.1.1,59.611274877215706,2025-09-30 21h33.20.252144 +0530,
48,0,48,[np.float64(0.255)],[np.float64(0.33416666666666667)],[1],[0],[0],[1.8692569000013464],['target'],48,0,48,0,170.47304110000186,,5,170.4680905000023,170.47304110000186,170.47304110000186,0.0137618000007933,172.33852359999946,[np.float64(0.255)],[np.float64(0.33416666666666667)],[1],[0],[0],[1.8692569000013464],['target'],p5,001,2025-09-30_21h32.52.571,04102024_3.0_Visual Search Task,,2025.1.1,59.611274877215706,2025-09-30 21h33.20.252144 +0530,
49,0,49,[np.float64(0.04583333333333333)],[np.float64(0.1625)],[1],[0],[0],[2.3037401999972644],['target'],49,0,49,0,172.3559220999996,,5,172.35028280000188,172.3559220999996,172.3559220999996,0.011681699998007389,174.6550513000002,[np.float64(0.04583333333333333)],[np.float64(0.1625)],[1],[0],[0],[2.3037401999972644],['target'],p5,001,2025-09-30_21h32.52.571,04102024_3.0_Visual Search Task,,2025.1.1,59.611274877215706,2025-09-30 21h33.20.252144 +0530,
50,0,50,[np.float64(-0.4083333333333333)],[np.float64(-0.35)],[1],[0],[0],[3.1506756999988283],['target'],50,0,50,0,174.6769318000006,,5,174.67024579999998,174.6769318000006,174.6769318000006,0.0149983000010252,177.8219287000029,[np.float64(-0.4083333333333333)],[np.float64(-0.35)],[1],[0],[0],[3.1506756999988283],['target'],p5,001,2025-09-30_21h32.52.571,04102024_3.0_Visual Search Task,,2025.1.1,59.611274877215706,2025-09-30 21h33.20.252144 +0530,
51,0,51,[np.float64(-0.19916666666666666)],[np.float64(-0.21833333333333332)],[1],[0],[0],[2.435618400002568],['target'],51,0,51,0,177.84016210000118,,5,177.8349588000019,177.84016210000118,177.84016210000118,0.012649300002522068,180.27204840000195,[np.float64(-0.19916666666666666)],[np.float64(-0.21833333333333332)],[1],[0],[0],[2.435618400002568],['target'],p5,001,2025-09-30_21h32.52.571,04102024_3.0_Visual Search Task,,2025.1.1,59.611274877215706,2025-09-30 21h33.20.252144 +0530,
52,0,52,[np.float64(0.305)],[np.float64(0.11083333333333334)],[1],[0],[0],[4.047093699999095],['target'],52,0,52,0,180.29830399999992,,5,180.29029880000235,180.29830399999992,180.29830399999992,0.017622499999561114,184.3385605000003,[np.float64(0.305)],[np.float64(0.11083333333333334)],[1],[0],[0],[4.047093699999095],['target'],p5,001,2025-09-30_21h32.52.571,04102024_3.0_Visual Search Task,,2025.1.1,59.611274877215706,2025-09-30 21h33.20.252144 +0530,
53,0,53,[np.float64(-0.0675)],[np.float64(0.35)],[1],[0],[0],[4.102098300001671],['target'],53,0,53,0,184.357605600002,,5,184.35226970000076,184.357605600002,184.357605600002,0.013381900000240421,188.45542150000256,[np.float64(-0.0675)],[np.float64(0.35)],[1],[0],[0],[4.102098300001671],['target'],p5,001,2025-09-30_21h32.52.571,04102024_3.0_Visual Search Task,,2025.1.1,59.611274877215706,2025-09-30 21h33.20.252144 +0530,
54,0,54,[np.float64(0.18666666666666668)],[np.float64(0.4741666666666667)],[1],[0],[0],[2.9521590000003926],['target'],54,0,54,0,188.4754275000014,,5,188.46913380000115,188.4754275000014,188.4754275000014,0.013420200000837212,191.4247284000012,[np.float64(0.18666666666666668)],[np.float64(0.4741666666666667)],[1],[0],[0],[2.9521590000003926],['target'],p5,001,2025-09-30_21h32.52.571,04102024_3.0_Visual Search Task,,2025.1.1,59.611274877215706,2025-09-30 21h33.20.252144 +0530,
