testAnger,thisN,thisTrialN,thisRepN,lureCold,lureSleep,final_test,corrAns,key_resp_test.keys,key_resp_test.corr,key_resp_test.rt,key_resp_test.duration,trialsAnger.thisRepN,trialsAnger.thisTrialN,trialsAnger.thisN,trialsAnger.thisIndex,trialsCold.thisRepN,trialsCold.thisTrialN,trialsCold.thisN,trialsCold.thisIndex,trialsSleep.thisRepN,trialsSleep.thisTrialN,trialsSleep.thisN,trialsSleep.thisIndex,trialsTest.thisRepN,trialsTest.thisTrialN,trialsTest.thisN,trialsTest.thisIndex,thisRow.t,notes,welcome.started,text_welcome.started,text_welcome.stopped,welcome.stopped,instr.started,text_instr.started,key_resp_instr1.started,instr.stopped,key_resp_instr1.keys,key_resp_instr1.rt,key_resp_instr1.duration,lureAnger.started,textAnger.started,lureAnger.stopped,blank.started,textBlank.started,blank.stopped,lureCold_2.started,textCold.started,lureCold_2.stopped,lureSleep_2.started,textSleep.started,lureSleep_2.stopped,instr2.started,text_instr2.started,key_resp_instr2.started,instr2.stopped,key_resp_instr2.keys,key_resp_instr2.rt,key_resp_instr2.duration,math.started,textMath.started,key_resp_math.started,math.stopped,key_resp_math.keys,key_resp_math.rt,key_resp_math.duration,instr3.started,text_instr3.started,key_resp_instr3.started,instr3.stopped,key_resp_instr3.keys,key_resp_instr3.rt,key_resp_instr3.duration,test.started,textTest.started,key_resp_test.started,test.stopped,trialsTest.key_resp_test.keys,trialsTest.key_resp_test.corr,trialsTest.key_resp_test.rt,trialsTest.key_resp_test.duration,textBlank.stopped,thanks.started,textThanks.started,key_resp_exit.started,thanks.stopped,key_resp_exit.keys,key_resp_exit.rt,key_resp_exit.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,2,2,0,ice,,,,,,,,,,,,0,2,2,2,,,,,,,,,22.21016779995989,,,,,,,,,,,,,,,,23.1941326999804,23.21063259994844,23.694059399946127,22.196717799990438,22.21016779995989,23.194067999953404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2025-11-20_09h37.06.158,solo_project_drm,,2025.1.1,60.07272403400143,2025-11-20 09h37.12.108989 +0530,
,3,3,0,air,,,,,,,,,,,,0,3,3,5,,,,,,,,,23.71059609996155,,,,,,,,,,,,,,,,24.694728499976918,24.710810799966566,25.194017599977087,23.69964649999747,23.71059609996155,24.694650699966587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2025-11-20_09h37.06.158,solo_project_drm,,2025.1.1,60.07272403400143,2025-11-20 09h37.12.108989 +0530,
,4,4,0,wet,,,,,,,,,,,,0,4,4,3,,,,,,,,,25.21039889997337,,,,,,,,,,,,,,,,26.19424159999471,26.210463799943682,26.693772899976466,25.197644599946216,25.21039889997337,26.19417799997609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2025-11-20_09h37.06.158,solo_project_drm,,2025.1.1,60.07272403400143,2025-11-20 09h37.12.108989 +0530,
,5,5,0,chilly,,,,,,,,,,,,0,5,5,4,,,,,,,,,26.710364599945024,,,,,,,,,,,,,,,,27.694828999985475,27.71037669997895,28.193910799978767,26.697191399987787,26.710364599945024,27.694731399999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2025-11-20_09h37.06.158,solo_project_drm,,2025.1.1,60.07272403400143,2025-11-20 09h37.12.108989 +0530,
,6,6,0,hot,,,,,,,,,,,,0,6,6,9,,,,,,,,,28.21027589996811,,,,,,,,,,,,,,,,29.193689899984747,29.21074409998255,29.694051999947987,28.196879600000102,28.21027589996811,29.193635099974927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2025-11-20_09h37.06.158,solo_project_drm,,2025.1.1,60.07272403400143,2025-11-20 09h37.12.108989 +0530,
,7,7,0,snow,,,,,,,,,,,,0,7,7,0,,,,,,,,,29.715616899949964,,,,,,,,,,,,,,,,30.693958899995778,30.71048869995866,31.194211999943946,29.712243799993303,29.715616899949964,30.69388799997978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2025-11-20_09h37.06.158,solo_project_drm,,2025.1.1,60.07272403400143,2025-11-20 09h37.12.108989 +0530,
,8,8,0,shiver,,,,,,,,,,,,0,8,8,7,,,,,,,,,31.210314099967945,,,,,,,,,,,,,,,,32.193721499992535,32.21001119998982,32.69420169998193,31.199376499978825,31.210314099967945,32.1936744999839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2025-11-20_09h37.06.158,solo_project_drm,,2025.1.1,60.07272403400143,2025-11-20 09h37.12.108989 +0530,
,9,9,0,winter,,,,,,,,,,,,0,9,9,1,,,,,,,,,32.710361499979626,,,,,,,,,,,,,,,,33.693506699986756,33.70984419999877,34.193749799975194,32.69765669998014,32.710361499979626,33.69346639997093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2025-11-20_09h37.06.158,solo_project_drm,,2025.1.1,60.07272403400143,2025-11-20 09h37.12.108989 +0530,
,0,0,0,,nap,,,,,,,,,,,,,,,0,0,0,6,,,,,34.29838860000018,,,,,,,,,,,,,,,,35.193787599971984,35.21018919994822,35.69366559997434,,,,34.29564919997938,34.29838860000018,35.19372719997773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2025-11-20_09h37.06.158,solo_project_drm,,2025.1.1,60.07272403400143,2025-11-20 09h37.12.108989 +0530,
,1,1,0,,blanket,,,,,,,,,,,,,,,0,1,1,7,,,,,35.71046519995434,,,,,,,,,,,,,,,,36.69343889999436,36.70996579999337,37.19348709995393,,,,35.698166899965145,35.71046519995434,36.69337219995214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2025-11-20_09h37.06.158,solo_project_drm,,2025.1.1,60.07272403400143,2025-11-20 09h37.12.108989 +0530,
,2,2,0,,slumber,,,,,,,,,,,,,,,0,2,2,8,,,,,37.21028599998681,,,,,,,,,,,,,,,,38.19375499995658,38.210511399956886,38.69384209997952,,,,37.19662859995151,37.21028599998681,38.19367869995767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2025-11-20_09h37.06.158,solo_project_drm,,2025.1.1,60.07272403400143,2025-11-20 09h37.12.108989 +0530,
,3,3,0,,dream,,,,,,,,,,,,,,,0,3,3,3,,,,,38.7099462999613,,,,,,,,,,,,,,,,39.693715299945325,39.71017879998544,40.19393949996447,,,,38.6981356999604,38.7099462999613,39.69366949994583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2025-11-20_09h37.06.158,solo_project_drm,,2025.1.1,60.07272403400143,2025-11-20 09h37.12.108989 +0530,
,4,4,0,,yawn,,,,,,,,,,,,,,,0,4,4,9,,,,,40.210341699945275,,,,,,,,,,,,,,,,41.19369129999541,41.210116699978244,41.693410699954256,,,,40.19880849996116,40.210341699945275,41.19363379996503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2025-11-20_09h37.06.158,solo_project_drm,,2025.1.1,60.07272403400143,2025-11-20 09h37.12.108989 +0530,
,5,5,0,,tired,,,,,,,,,,,,,,,0,5,5,4,,,,,41.70998409995809,,,,,,,,,,,,,,,,42.693642499973066,42.711614099971484,43.193589799979236,,,,41.69616579997819,41.70998409995809,42.6935841999948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2025-11-20_09h37.06.158,solo_project_drm,,2025.1.1,60.07272403400143,2025-11-20 09h37.12.108989 +0530,
,6,6,0,,awake,,,,,,,,,,,,,,,0,6,6,2,,,,,43.21007059997646,,,,,,,,,,,,,,,,44.19382329995278,44.209818199975416,44.69353049999336,,,,43.19833459996153,43.21007059997646,44.19378529995447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2025-11-20_09h37.06.158,solo_project_drm,,2025.1.1,60.07272403400143,2025-11-20 09h37.12.108989 +0530,
,7,7,0,,rest,,,,,,,,,,,,,,,0,7,7,1,,,,,44.71032859996194,,,,,,,,,,,,,,,,45.69402529997751,45.71013859997038,46.193732999963686,,,,44.695806699979585,44.71032859996194,45.693983599951025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2025-11-20_09h37.06.158,solo_project_drm,,2025.1.1,60.07272403400143,2025-11-20 09h37.12.108989 +0530,
,8,8,0,,bed,,,,,,,,,,,,,,,0,8,8,0,,,,,46.21013849996962,,,,,,,,,,,,,,,,47.19427989999531,47.21009229996707,47.694261999975424,,,,46.19843849999597,46.21013849996962,47.19419209996704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2025-11-20_09h37.06.158,solo_project_drm,,2025.1.1,60.07272403400143,2025-11-20 09h37.12.108989 +0530,
,9,9,0,,snore,,,,,,,,,,,,,,,0,9,9,5,,,,,47.71029819996329,,,,,,,,,,,,,,,,48.69415979995392,48.71028939995449,49.19332869997015,,,,47.697392499947455,47.71029819996329,48.69410609995248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2025-11-20_09h37.06.158,solo_project_drm,,2025.1.1,60.07272403400143,2025-11-20 09h37.12.108989 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.19342659995891,49.21020489995135,49.21020489995135,51.52710229996592,space,2.3149042000295594,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2025-11-20_09h37.06.158,solo_project_drm,,2025.1.1,60.07272403400143,2025-11-20 09h37.12.108989 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.52718089998234,51.54368639999302,51.54368639999302,52.64329119998729,3,1.0949230999685824,None,,,,,,,,,,,,,,,,,,,,,,,,7,001,2025-11-20_09h37.06.158,solo_project_drm,,2025.1.1,60.07272403400143,2025-11-20 09h37.12.108989 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.643362399947364,52.65969119995134,52.65969119995134,56.7280172999599,space,4.063163299986627,None,,,,,,,,,,,,,,,,,7,001,2025-11-20_09h37.06.158,solo_project_drm,,2025.1.1,60.07272403400143,2025-11-20 09h37.12.108989 +0530,
,0,0,0,,,anger,n,y,0,2.4316713000298478,None,,,,,,,,,,,,,0,0,0,0,56.76194359996589,,,,,,,,,,,,,,,,59.19436229998246,59.21033869998064,59.69382049998967,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.7575736999861,56.76194359996589,56.76194359996589,59.194264899997506,y,0,2.4316713000298478,None,59.71024139999645,,,,,,,,7,001,2025-11-20_09h37.06.158,solo_project_drm,,2025.1.1,60.07272403400143,2025-11-20 09h37.12.108989 +0530,
,1,1,0,,,bed,y,y,1,2.791013900015969,None,,,,,,,,,,,,,0,1,1,5,59.71024139999645,,,,,,,,,,,,,,,,62.51082189998124,62.52654889994301,63.010772199952044,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.69816249998985,59.71024139999645,59.71024139999645,62.51069429999916,y,1,2.791013900015969,None,63.02674809994642,,,,,,,,7,001,2025-11-20_09h37.06.158,solo_project_drm,,2025.1.1,60.07272403400143,2025-11-20 09h37.12.108989 +0530,
,2,2,0,,,snow,y,y,1,1.032097200048156,None,,,,,,,,,,,,,0,2,2,4,63.02674809994642,,,,,,,,,,,,,,,,64.06093359994702,64.07656189997215,64.56009399995673,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.01541279995581,63.02674809994642,63.02674809994642,64.06076609995216,y,1,1.032097200048156,None,64.57657249999465,,,,,,,,7,001,2025-11-20_09h37.06.158,solo_project_drm,,2025.1.1,60.07272403400143,2025-11-20 09h37.12.108989 +0530,
,3,3,0,,,dream,y,y,1,1.0674815999809653,None,,,,,,,,,,,,,0,3,3,6,64.57657249999465,,,,,,,,,,,,,,,,65.66032219998306,65.67658829997526,66.16024079994531,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.56327199999942,64.57657249999465,64.57657249999465,65.66025399998762,y,1,1.0674815999809653,None,66.17658219998702,,,,,,,,7,001,2025-11-20_09h37.06.158,solo_project_drm,,2025.1.1,60.07272403400143,2025-11-20 09h37.12.108989 +0530,
,4,4,0,,,ocean,n,n,1,0.6145850999746472,None,,,,,,,,,,,,,0,4,4,9,66.17658219998702,,,,,,,,,,,,,,,,66.79364249994978,66.80955939996056,67.29381299996749,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.16816189995734,66.17658219998702,66.17658219998702,66.79354839998996,n,1,0.6145850999746472,None,67.30965859995922,,,,,,,,7,001,2025-11-20_09h37.06.158,solo_project_drm,,2025.1.1,60.07272403400143,2025-11-20 09h37.12.108989 +0530,
,5,5,0,,,sleep,n,y,0,0.8633638999890536,None,,,,,,,,,,,,,0,5,5,2,67.30965859995922,,,,,,,,,,,,,,,,68.17706439999165,68.19332379999105,68.67677639995236,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.29805129999295,67.30965859995922,67.30965859995922,68.17698229994858,y,0,0.8633638999890536,None,68.69302779994905,,,,,,,,7,001,2025-11-20_09h37.06.158,solo_project_drm,,2025.1.1,60.07272403400143,2025-11-20 09h37.12.108989 +0530,
,6,6,0,,,mad,y,y,1,0.9000623000320047,None,,,,,,,,,,,,,0,6,6,3,68.69302779994905,,,,,,,,,,,,,,,,69.59391529997811,69.60974479996366,70.09360399999423,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.679958099965,68.69302779994905,68.69302779994905,69.5938570999424,y,1,0.9000623000320047,None,70.1095216999529,,,,,,,,7,001,2025-11-20_09h37.06.158,solo_project_drm,,2025.1.1,60.07272403400143,2025-11-20 09h37.12.108989 +0530,
,7,7,0,,,apple,n,n,1,0.7968802999821492,None,,,,,,,,,,,,,0,7,7,7,70.1095216999529,,,,,,,,,,,,,,,,70.91015939996578,70.92601789999753,71.40992759994697,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.09746249997988,70.1095216999529,70.1095216999529,70.91004509996856,n,1,0.7968802999821492,None,71.4260699999868,,,,,,,,7,001,2025-11-20_09h37.06.158,solo_project_drm,,2025.1.1,60.07272403400143,2025-11-20 09h37.12.108989 +0530,
,8,8,0,,,cold,n,y,0,0.8121205000206828,None,,,,,,,,,,,,,0,8,8,1,71.4260699999868,,,,,,,,,,,,,,,,72.24340989999473,72.25930649996735,72.74382049997803,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.41295439994428,71.4260699999868,71.4260699999868,72.24330739997094,y,0,0.8121205000206828,None,,,,,,,,,7,001,2025-11-20_09h37.06.158,solo_project_drm,,2025.1.1,60.07272403400143,2025-11-20 09h37.12.108989 +0530,
,9,9,0,,,guitar,n,n,1,0.7033710000105202,None,,,,,,,,,,,,,0,9,9,8,72.76231849996839,,,,,,,,,,,,,,,,73.47784749994753,73.49311179999495,73.97633099998347,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.75341599999228,72.76231849996839,72.76231849996839,73.47775109997019,n,1,0.7033710000105202,None,73.99313279998023,,,,,,,,7,001,2025-11-20_09h37.06.158,solo_project_drm,,2025.1.1,60.07272403400143,2025-11-20 09h37.12.108989 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.97642309998628,73.99313279998023,73.99313279998023,77.19396779994713,space,3.197132800007239,None,7,001,2025-11-20_09h37.06.158,solo_project_drm,,2025.1.1,60.07272403400143,2025-11-20 09h37.12.108989 +0530,
